SNID,Filename,Date,Photometric Calibration,Inverse Sensitivity,Zeropoint,Wavelength,Zeropoint AB
2002dj,pantheon_data_folder/2002dj/mastDownload/HLA/HST_10182_e2_NIC_NIC3_F160W/HST_10182_e2_NIC_NIC3_F160W_drz.fits,2009-12-02T14:38:32,"NICMOS,3,F160W,DN",2.2405583e-19,-21.1,16041.6,23.189870963162793
2002dj,pantheon_data_folder/2002dj/mastDownload/HLA/HST_10182_e3_NIC_NIC3_F160W/HST_10182_e3_NIC_NIC3_F160W_drz.fits,2009-12-02T14:38:14,"NICMOS,3,F160W,DN",2.2405583e-19,-21.1,16041.6,23.189870963162793
2002dj,pantheon_data_folder/2002dj/mastDownload/HLA/HST_10182_e4_NIC_NIC3_F160W/HST_10182_e4_NIC_NIC3_F160W_drz.fits,2009-12-02T14:38:13,"NICMOS,3,F160W,DN",2.2405583e-19,-21.1,16041.6,23.189870963162793
2002dj,pantheon_data_folder/2002dj/mastDownload/HST/n90ze3030/n90ze3030_mos.fits,2009-09-26T10:17:49,"NICMOS,3,F160W,DN",2.2405583e-19,-21.1,16041.6,23.189870963162793
2002dj,pantheon_data_folder/2002dj/mastDownload/HST/n90ze4020/n90ze4020_mos.fits,2009-09-26T11:18:20,"NICMOS,3,F110W,DN",3.787247e-19,-21.1,11200.5,23.400003872471988
2002dj,pantheon_data_folder/2002dj/mastDownload/HST/n90ze1020/n90ze1020_mos.fits,2010-11-23T23:40:40,"NICMOS,3,F110W,DN",3.787247e-19,-21.1,11200.5,23.400003872471988
2002dj,pantheon_data_folder/2002dj/mastDownload/HST/n90ze2030/n90ze2030_mos.fits,2009-09-26T09:33:57,"NICMOS,3,F160W,DN",2.2405583e-19,-21.1,16041.6,23.189870963162793
2002dj,pantheon_data_folder/2002dj/mastDownload/HST/n90ze5020/n90ze5020_mos.fits,2009-09-26T11:24:06,"NICMOS,3,F110W,DN",3.787247e-19,-21.1,11200.5,23.400003872471988
2002dj,pantheon_data_folder/2002dj/mastDownload/HST/if7r22010/if7r22010_drz.fits,2025-04-01,WFC3 IR F110W MJD#60354.6914,1.55434384999999e-20,-21.1,11534.459,26.803146103822485
2002dj,pantheon_data_folder/2002dj/mastDownload/HST/n90ze2020/n90ze2020_mos.fits,2009-09-26T09:32:15,"NICMOS,3,F110W,DN",3.787247e-19,-21.1,11200.5,23.400003872471988
2002dj,pantheon_data_folder/2002dj/mastDownload/HST/n90ze5030/n90ze5030_mos.fits,2009-09-26T11:25:48,"NICMOS,3,F160W,DN",2.2405583e-19,-21.1,16041.6,23.189870963162793
2002dj,pantheon_data_folder/2002dj/mastDownload/HST/n90ze1030/n90ze1030_mos.fits,2010-11-23T23:42:23,"NICMOS,3,F160W,DN",2.2405583e-19,-21.1,16041.6,23.189870963162793
2002dj,pantheon_data_folder/2002dj/mastDownload/HST/n90ze3020/n90ze3020_mos.fits,2009-09-26T10:16:05,"NICMOS,3,F110W,DN",3.787247e-19,-21.1,11200.5,23.400003872471988
2002dj,pantheon_data_folder/2002dj/mastDownload/HST/n90ze4030/n90ze4030_mos.fits,2009-09-26T11:20:23,"NICMOS,3,F160W,DN",2.2405583e-19,-21.1,16041.6,23.189870963162793
2008bf,pantheon_data_folder/2008bf/mastDownload/HST/ie4108010/ie4108010_drz.fits,2025-03-31,WFC3 IR F160W MJD#58945.8065,1.9495867e-20,-21.1,15369.176,25.93389069665875
2008bf,pantheon_data_folder/2008bf/mastDownload/HST/ie4108020/ie4108020_drz.fits,2025-04-04,WFC3 IR F110W MJD#58945.8202,1.547179e-20,-21.1,11534.459,26.80816244660695
2002bo,pantheon_data_folder/2002bo/mastDownload/HST/n9wu17010/n9wu17010_mos.fits,2010-11-28T10:56:37,"NICMOS,3,F187N,DN",3.6489394e-18,-21.1,18747.801,19.82183169777429
2002bo,pantheon_data_folder/2002bo/mastDownload/HST/n9wu17020/n9wu17020_mos.fits,2010-11-28T10:59:35,"NICMOS,3,F190N,DN",3.3306088e-18,-21.1,19003.4,19.891534387745164
2006kf,pantheon_data_folder/2006kf/mastDownload/HST/if7r29010/if7r29010_drz.fits,2025-04-08,WFC3 IR F110W MJD#60387.1577,1.554510075e-20,-21.1,11534.459,26.803029998977948
2003cg,pantheon_data_folder/2003cg/mastDownload/HLA/HST_7331_98_NIC_NIC2_F160W/HST_7331_98_NIC_NIC2_F160W_drz.fits,2009-11-27T21:54:23,"NICMOS,2,F160W,DN",5.4149073e-19,-21.1,16059.9,22.22930825092475
2003cg,pantheon_data_folder/2003cg/mastDownload/HST/n3zd98010/n3zd98010_mos.fits,2009-06-18T19:12:27,"NICMOS,2,F160W,DN",2.3600094e-19,-21.1,16059.9,23.13100148436843
