SNID,File_key,Galaxy_Key,RA_Galaxy,Dec_Galaxy,Position_Angle,Major_Axis,Minor_Axis,Mag,Mag_Error,Flux,Flux_Error,CXX,CXY,CYY,Date,Telescope,Instrument,Filter,CD1_1,CD1_2,CD2_1,CD2_2
2005W,hst_skycell-p1770x03y10_wfc3_ir_f160w_coarse-all_drz,26,27.6759905,21.734996,71.0,1.044,0.583,-5.0711,0.0034,106.7636,0.3375749,2.7281146,-1.2470083,1.1321678,2024-11-22,HST,WFC3,F160W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2006X,hst_skycell-p1636x21y19_wfc3_ir_f110w_coarse-all_drz,27,185.7209775,15.8045306,0.0,1.097,0.289,-7.8461,0.0031,1375.417,3.894352,0.83060062,-0.0,12.000005,2024-11-19,HST,WFC3,F110W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2006X,hst_skycell-p1635x04y19_wfc3_ir_f110w_coarse-all_drz,28,185.8160198,15.7961322,-63.27,0.787,0.78,-2.7456,0.1914,12.53815,2.209568,1.6389899,0.02520307,1.6203151,2024-11-22,HST,WFC3,F110W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2006X,hst_skycell-p1722x05y02_wfc3_ir_f110w_coarse-all_drz,29,185.7287881,15.8222918,30.02,48.768,40.356,-15.3815,0.0001,1421014.0,120.9912,0.0004689066,-0.00016768537,0.00056558184,2024-11-22,HST,WFC3,F110W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2006X,hst_16075_01_wfc3_ir_f160w_ie9801_drz,30,185.7288239,15.8223461,46.64,47.007,38.361,-14.954,0.0001,958511.0,98.27016,0.0005725376,-0.00022660142,0.00055954966,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-2.7977986716283e-22,-1.9693017986112002e-22,3.56250007947285e-05
2006X,hst_16075_01_wfc3_ir_f110w_ie9801_drz,31,185.7287693,15.8223383,52.44,47.347,38.992,-15.5041,0.0001,1590907.0,160.9632,0.00057908316,-0.00020455492,0.00052472908,2024-11-09,HST,WFC3,F110W,-3.5625000794728e-05,1.55406017846844e-22,-3.6906828132348e-22,3.56250007947285e-05
2006X,hst_skycell-p1635x04y19_wfc3_ir_f160w_all_drz,32,185.8140156,15.7942549,36.12,0.857,0.813,-0.3173,0.0697,1.339458,0.08602514,1.4132184,-0.14393975,1.4593005,2024-11-22,HST,WFC3,F160W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2006X,hst_14178_ct_wfc3_ir_f110w_id1kct_drz,33,185.813355,15.7951112,65.4,1.117,0.854,-1.3752,0.158,3.548681,0.5163657,1.2718484,-0.43127948,0.89955503,2024-11-09,HST,WFC3,F110W,-3.5625000794728e-05,-6.558443598298701e-22,-4.6703304608511e-22,3.56250007947285e-05
2006X,iejn02010_drz,34,185.7531752,15.8384692,-89.69,54.638,0.808,-6.1478,0.0088,287.8075,2.332886,1.5312357,0.016761791,0.00038085642,2025-04-04,HST,WFC3,F160W,-3.4604144549942e-05,-8.4672194353672e-06,-8.4672194353672e-06,3.46041445499428e-05
2006X,hst_16500_62_wfc3_ir_f160w_iejn62_drz,35,185.7269767,15.8232436,-48.66,45.124,12.034,-13.1575,0.0003,183234.4,55.40087,0.0041073407,0.0063619474,0.0032892255,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-2.7682914155568e-22,-2.2342791725043e-22,3.56250007947286e-05
2006X,ie9801020_drz,36,185.7286999,15.8222738,66.17,48.515,38.32,-14.9309,0.0001,938329.8,108.2516,0.00063920213,-0.00018932349,0.00046666811,2025-04-04,HST,WFC3,F160W,-3.4866159917563e-05,-7.3137934225186e-06,-7.3137934225186e-06,3.48661599175638e-05
2006X,hst_14178_cu_wfc3_ir_f160w_id1kcu_drz,37,185.8327412,15.8200771,-9.88,45.755,32.548,-11.5152,0.0005,40372.61,17.65461,0.00049138116,0.00015756248,0.00093021785,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-6.558443598298701e-22,-4.6703304608511e-22,3.56250007947285e-05
2006X,hst_skycell-p1635x04y19_wfc3_ir_f110w_all_drz,38,185.8140199,15.7942586,47.87,0.895,0.676,-0.6736,0.0726,1.859745,0.1243495,1.7659032,-0.93577385,1.6718241,2024-11-22,HST,WFC3,F110W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2006X,hst_15133_31_wfc3_ir_f160w_idkv31_drz,39,185.7288731,15.8222828,41.77,46.563,38.548,-14.8435,0.0001,865740.3,101.3993,0.00055517297,-0.00021037554,0.00057901931,2024-11-08,HST,WFC3,F160W,-3.5625000794728e-05,-9.9495373794873e-22,1.5278927893180601e-21,3.56250007947285e-05
2006X,iejn62010_drz,40,185.7287721,15.8222813,50.37,49.247,39.02,-14.9051,0.0001,916292.8,107.5405,0.00055732892,-0.00024019422,0.00051179685,2025-04-08,HST,WFC3,F160W,-3.5431010358553e-05,-3.712698475779e-06,-3.712698475779e-06,3.54310103585538e-05
2006X,hst_skycell-p1722x05y02_wfc3_ir_f160w_all_drz,41,185.7214012,15.7969714,-58.42,12.79,9.246,-7.2217,0.0025,773.9056,1.760417,0.010165554,0.0049826507,0.0076442063,2024-11-22,HST,WFC3,F160W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2006X,hst_skycell-p1636x21y19_wfc3_ir_f110w_all_drz,42,185.721066,15.8045258,1.1,1.566,0.658,-5.9149,0.0024,232.2611,0.5234144,0.40851879,-0.073201902,2.3084912,2024-11-19,HST,WFC3,F110W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2006X,hst_16500_02_wfc3_ir_f160w_iejn02_drz,43,185.7400556,15.8082394,-10.23,88.027,4.475,-5.8167,0.0195,212.1699,3.810811,0.0016990709,0.01740443,0.048363261,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-3.5413289128107e-22,5.47650409476643e-22,3.56250007947286e-05
2006X,ie9801010_drz,44,185.7287613,15.822287,61.51,47.031,41.162,-15.4696,0.0001,1541077.0,178.6915,0.00055879221,-0.00011581551,0.00048352344,2025-03-31,HST,WFC3,F110W,-3.4866159917571e-05,-7.3137934224844e-06,-7.3137934224844e-06,3.4866159917571e-05
2006X,idkv31030_drz,45,185.7288847,15.8223073,81.07,50.096,35.317,-14.8729,0.0001,889559.1,111.998,0.00079203007,-0.00012370101,0.00040819036,2025-04-07,HST,WFC3,F160W,2.82015878945273e-05,2.17672028945305e-05,2.17672028945305e-05,-2.8201587894527e-05
2006X,hst_14178_cs_wfc3_ir_f110w_id1kcs_drz,46,185.814084,15.7951765,-84.3,0.711,0.655,-1.1001,0.2139,2.754414,0.5424742,2.3256607,0.069801003,1.9795619,2024-11-08,HST,WFC3,F110W,-3.5625000794728e-05,-6.558443598298701e-22,-4.6703304608511e-22,3.56250007947285e-05
2006X,hst_14178_cr_wfc3_ir_f160w_id1kcr_drz,47,185.8326799,15.8200468,-12.68,44.227,31.834,-11.4903,0.0006,39455.85,20.74008,0.00053415354,0.00020367051,0.00096387666,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-6.558443598298701e-22,-4.6703304608511e-22,3.56250007947285e-05
2006X,hst_14178_cr_wfc3_ir_f110w_id1kcr_drz,48,185.832688,15.820057,-10.96,48.288,33.643,-12.1674,0.0004,73614.82,27.12822,0.00044528855,0.000169701,0.00086707511,2024-11-09,HST,WFC3,F110W,-3.5625000794728e-05,-6.558443598298701e-22,-4.6703304608511e-22,3.56250007947285e-05
2006X,hst_skycell-p1636x21y19_wfc3_ir_f160w_coarse-all_drz,49,185.7287996,15.8223838,39.21,51.408,39.896,-14.676,0.0001,741960.8,85.64054,0.00047827192,-0.00024481077,0.00052839494,2024-11-19,HST,WFC3,F160W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2006X,hst_skycell-p1635x04y19_wfc3_ir_f160w_coarse-all_drz,50,185.8160199,15.7961232,-2.19,0.732,0.682,-1.8806,0.2615,5.652561,1.361225,1.8654971,0.021745436,2.1491158,2024-11-22,HST,WFC3,F160W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2006X,hst_skycell-p1722x05y02_wfc3_ir_f160w_coarse-all_drz,51,185.7200276,15.7982231,-0.14,1.0,0.5,-2.3636,0.1753,8.819191,1.423352,1.0003539,0.014497967,4.0013213,2024-11-22,HST,WFC3,F160W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2006X,hst_skycell-p1636x21y19_wfc3_ir_f160w_all_drz,52,185.7220851,15.804057,-13.59,2.0,0.711,-3.464,0.0177,24.29863,0.3952959,0.34551945,0.78954172,1.8832558,2024-11-19,HST,WFC3,F160W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2006X,hst_skycell-p1722x05y02_wfc3_ir_f110w_all_drz,53,185.7210648,15.8045256,-10.22,1.728,0.678,-6.8077,0.0018,528.5477,0.865541,0.39275151,0.64236182,2.1157982,2024-11-22,HST,WFC3,F110W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2005mz,hst_skycell-p2166x04y09_wfc3_ir_f160w_all_drz,54,49.7957276,41.384687,62.06,2.871,1.318,99.0,99.0,-59.14044,0.1017745,0.47576076,-0.37587416,0.22100784,2024-11-22,HST,WFC3,F160W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2005mz,hst_11207_07_acs_sbc_f140lp_ja2707_drz,55,49.9600228,41.4971478,-12.39,0.843,0.687,6.257,0.0,0.003141918,5.866032e-08,1.440673,0.29808766,2.0865171,2024-11-01,HST,ACS,F140LP;N/A,-6.9444444444444e-06,4.48069903473557e-22,3.36960019316634e-22,6.94444444444444e-06
2005mz,hst_skycell-p2166x04y09_wfc3_ir_f160w_coarse-all_drz,56,49.7956815,41.3849338,46.84,7.879,2.092,-9.2594,0.0003,5055.535,1.345049,0.12916465,-0.21204491,0.11553141,2024-11-22,HST,WFC3,F160W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2005mz,icoe02010_drz,57,49.9353294,41.5160931,64.19,20.259,6.704,-12.4486,0.0001,95378.66,5.906785,0.018494962,-0.015532663,0.0061925687,2025-03-31,HST,WFC3,F160W,-1.65906236774e-05,-3.1526050936e-05,-3.1526050936e-05,1.65906236774006e-05
2005mz,n46001021_mos,58,49.950709,41.511974,10.75,33.133,24.815,-10.2623,0.0017,12732.83,20.39183,0.00093569572,-0.00026129821,0.0015990932,2009-11-05T08:37:00,HST,NICMOS,F160W,-1.82298e-05,1.06644e-05,1.07652e-05,1.8059e-05
2005mz,n46001020_mos,59,49.9506674,41.5119858,12.17,32.876,24.292,-10.2259,0.0018,12313.13,20.6579,0.00095940568,-0.00031711138,0.0016603979,2009-11-05T08:36:59,HST,NICMOS,F160W,-1.82298e-05,1.06644e-05,1.07653e-05,1.8059e-05
2005mz,hst_11207_07_acs_sbc_f140lp_drz,60,49.960516,41.4973451,46.0,0.861,0.802,5.2907,0.0,0.007651195,7.825108e-08,1.4556531,-0.20901404,1.4483564,2017-10-21,HST,ACS,,-8.3333333333333e-06,-1.5516525430854e-36,0.0,8.33333333333336e-06
2005mz,hst_13050_01_wfc3_ir_f160w_ic0b01_drz,61,49.7693754,41.4686191,-67.56,36.395,22.733,-12.3984,0.0001,91070.13,6.917314,0.0017631331,0.00083254644,0.00092681294,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-1.824725208626e-21,-2.8004395052945e-21,3.56250007947285e-05
2005mz,icoe02070_drz,62,49.9506598,41.5117085,-88.25,11.995,9.897,-13.8124,0.0016,334945.2,490.8319,0.010206231,0.00019852399,0.0069536217,2025-04-07,HST,WFC3,F160W,-1.6598658240806e-05,-3.1521821429437e-05,-3.1521821429437e-05,1.65986582408061e-05
2005mz,ja2708010_drz,63,49.9743623,41.5099589,51.93,0.895,0.831,7.0997,0.0,0.001445778,3.875622e-08,1.3713112,-0.1926831,1.3237768,2025-05-12,HST,ACS,,3.41228278767708e-06,-6.0482753590505e-06,-6.0482753590505e-06,-3.412282787677e-06
2005mz,ja2706010_drz,64,49.9485197,41.5096447,11.93,1.676,0.622,6.2575,0.0,0.003140511,5.129453e-08,0.45162788,-0.90332407,2.4934356,2025-05-12,HST,ACS,,3.31467629230675e-06,-6.1023134727081e-06,-6.1023134727081e-06,-3.3146762923067e-06
2005mz,icoe02060_drz,65,49.9506561,41.5117074,-88.42,12.113,9.971,-13.8228,0.0017,338150.2,519.1381,0.010054823,0.00017893885,0.0068181097,2025-04-03,HST,WFC3,F160W,-1.6598658240806e-05,-3.1521821429437e-05,-3.1521821429437e-05,1.65986582408061e-05
2005mz,icoe02050_drz,66,49.9506568,41.5117114,-86.15,12.101,10.012,-13.8193,0.0017,337068.5,513.985,0.0099619478,0.0004216418,0.0068436265,2025-03-31,HST,WFC3,F160W,-1.6598658240806e-05,-3.1521821429437e-05,-3.1521821429437e-05,1.65986582408061e-05
2005mz,hst_13662_02_wfc3_ir_f160w_icoe02_drz,67,49.964781,41.4704055,-77.7,1.498,1.18,-5.8858,0.0052,226.1143,1.080023,0.70590043,0.11350216,0.45788679,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-1.5436046937176001e-21,-2.5206877590334e-21,3.56250007947285e-05
2005mz,hst_13050_02_wfc3_ir_f160w_ic0b02_drz,68,49.8048803,41.3230885,-52.91,1.744,0.746,-5.1441,0.0039,114.1914,0.4058562,1.2635593,1.4138447,0.86314708,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,1.3996877653718101e-21,-4.1059188601462e-22,3.56250007947285e-05
2005mz,icoe02080_drz,69,49.9506515,41.5117113,89.98,12.239,10.121,-13.8295,0.0016,340241.7,503.3603,0.0097630257,-1.8618433e-06,0.0066754911,2025-04-11,HST,WFC3,F160W,-1.6598658240806e-05,-3.1521821429437e-05,-3.1521821429437e-05,1.65986582408061e-05
2005mz,icoe02040_drz,70,49.9506666,41.5116936,63.79,43.64,40.259,-14.3096,0.0001,529456.4,24.65668,0.00059907377,-7.2828079e-05,0.0005430106,2025-04-11,HST,WFC3,F160W,-1.6606691175896e-05,-3.1517590165062e-05,-3.1517590165062e-05,1.66066911758963e-05
2005mz,icoe02030_drz,71,49.9705741,41.4827082,57.8,2.242,2.21,-7.5578,0.0011,1054.674,1.022168,0.20305392,-0.0051957383,0.20056392,2025-04-07,HST,WFC3,F160W,-1.6600798868875e-05,-3.1520694131626e-05,-3.1520694131626e-05,1.6600798868875e-05
2005mz,hst_11207_06_acs_sbc_f140lp_drz,72,49.9430762,41.4978673,-87.13,0.83,0.781,6.9779,0.0001,0.001617543,8.699492e-08,1.6398805,0.018762579,1.4530447,2017-10-20,HST,ACS,,-8.3333333333333e-06,-1.5516525430854e-36,0.0,8.33333333333336e-06
2005mz,hst_11207_08_acs_sbc_f140lp_ja2708_drz,73,49.9700571,41.4971859,-7.91,1.378,0.59,5.5044,0.0,0.00628393,6.028403e-08,0.57066625,0.63879979,2.8250637,2024-11-07,HST,ACS,F140LP;N/A,-6.9444444444444e-06,1.87620020146524e-23,9.0197372379948e-23,6.94444444444444e-06
2005mz,HST_7330_1r_NIC_NIC2_F160W_drz,74,49.9505268,41.5118263,33.88,48.263,33.681,-11.7658,0.0007,50852.98,34.77719,0.00056983269,-0.00041856139,0.00074099365,2009-11-27T21:45:59,HST,NICMOS,F160W,-1.388888888888889e-05,0.0,0.0,1.388888888888889e-05
2005mz,hst_11207_08_acs_sbc_f140lp_drz,75,49.9703814,41.4973296,64.54,1.002,0.819,4.6687,0.0,0.01356868,8.689182e-08,1.3984015,-0.38225681,1.0878953,2017-10-21,HST,ACS,,-8.3333333333333e-06,0.0,0.0,8.33333333333336e-06
2005mz,icoe02020_drz,76,49.9352839,41.5160963,67.03,10.107,4.998,-12.4459,0.0,95139.83,3.331293,0.035425153,-0.021735923,0.014396148,2025-04-03,HST,WFC3,F160W,-1.6596508733275e-05,-3.1522953216517e-05,-3.1522953216517e-05,1.65965087332753e-05
2005mz,hst_13050_11_wfc3_ir_f160w_ic0b11_drz,77,50.0311226,41.605312,-61.4,11.091,10.479,-8.8541,0.0007,3480.4,2.352088,0.0088826437,0.00082184729,0.008353184,2024-11-08,HST,WFC3,F160W,-3.5625000794728e-05,2.17312968214872e-21,1.69416614126529e-21,3.56250007947285e-05
2005mz,hst_11207_06_acs_sbc_f140lp_ja2706_drz,78,49.9431401,41.4974433,0.0,0.866,0.707,6.257,0.0,0.003141826,5.398526e-08,1.3333141,-4.3229377e-08,1.9999856,2024-11-05,HST,ACS,F140LP;N/A,-6.9444444444444e-06,5.80945628709312e-24,-1.6336730098844e-23,6.94444444444444e-06
2005mz,n3zb1r010_mos,79,49.9505594,41.5118023,11.19,35.917,27.241,-10.359,0.0011,13919.13,14.67893,0.0007967329,-0.00021804712,0.0013260362,2009-06-16T10:05:06,HST,NICMOS,F160W,2.0163e-05,-6.2012e-06,-6.25735e-06,-1.99821e-05
2005mz,ja2707010_drz,80,49.9651894,41.5093661,-90.0,0.866,0.707,6.2576,0.0,0.003140089,4.690782e-08,2.0001557,2.4682492e-08,1.333541,2025-05-12,HST,ACS,,3.32339478785574e-06,-6.097569657333e-06,-6.097569657333e-06,-3.3233947878557e-06
2006D,hst_15640_01_wfc3_ir_f160w_idxb01_drz,81,193.144598,-9.7766155,31.02,51.686,31.216,-13.2952,0.0,208017.6,5.481133,0.00054747163,-0.00057583983,0.00085311785,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-5.0964456157313e-23,7.48941933243129e-23,3.56250007947285e-05
2006D,hst_15640_05_wfc3_ir_f160w_idxb05_drz,82,193.1445959,-9.7766132,31.49,51.977,31.511,-13.3,0.0,208926.9,5.464296,0.00054394273,-0.00056742865,0.00083332189,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,8.05055164078527e-22,6.16579071447586e-24,3.56250007947285e-05
2006D,hst_15640_0a_wfc3_ir_f160w_idxb0a_drz,83,193.1445933,-9.7765618,34.11,42.988,27.397,-13.2678,0.0,202815.1,8.6701,0.00078994059,-0.00073465746,0.0010834656,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,1.1119711167890601e-21,1.23286729164715e-21,3.56250007947285e-05
2006D,idxb0anmq_drz,84,193.1445527,-9.7765644,50.14,45.334,30.09,-13.266,0.0,202491.6,9.307319,0.00085066626,-0.00060797,0.00074036379,2025-03-31,HST,WFC3,F160W,-3.4077844294016e-05,-1.0384662242806e-05,-1.0384662242806e-05,3.40778442940165e-05
2006D,idxb04glq_drz,85,193.1446001,-9.7765917,50.39,46.855,31.608,-13.266,0.0,202490.0,8.041042,0.0007792692,-0.00053581764,0.00067718688,2025-04-07,HST,WFC3,F160W,-3.4077844294005e-05,-1.0384662242844e-05,-1.0384662242844e-05,3.4077844294005e-05
2006D,hst_15640_04_wfc3_ir_f160w_idxb04_drz,86,193.1446017,-9.7765804,36.88,45.231,28.867,-13.2733,0.0,203862.7,7.489522,0.00074496242,-0.00068285794,0.0009438814,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,4.9183154726507e-22,2.25156212218202e-22,3.56250007947285e-05
2006D,idxb02030_drz,87,193.1445454,-9.7765449,48.9,50.56,31.947,-13.2703,0.0,203287.8,5.391154,0.00072545162,-0.00058317941,0.00064555713,2025-03-31,HST,WFC3,F160W,-3.4077844294026e-05,-1.0384662242774e-05,-1.0384662242774e-05,3.40778442940263e-05
2006D,idxb0b030_drz,88,193.1445519,-9.7765514,43.1,47.789,30.379,-13.2655,0.0,202402.3,6.492996,0.00073933019,-0.0006442708,0.0007820871,2025-04-04,HST,WFC3,F160W,-3.4077844294007e-05,-1.0384662242835e-05,-1.0384662242835e-05,3.40778442940076e-05
2006D,idxb06o5q_drz,89,193.1445444,-9.7765573,49.97,46.919,30.725,-13.2644,0.0,202192.4,8.236526,0.00080904545,-0.00059595914,0.00070451817,2025-03-31,HST,WFC3,F160W,-3.4077844294009e-05,-1.0384662242829e-05,-1.0384662242829e-05,3.40778442940096e-05
2006D,idxb08j3q_drz,90,193.1445447,-9.7765315,49.69,47.005,31.368,-13.2743,0.0,204034.6,8.927252,0.00078034226,-0.00055619789,0.00068855484,2025-04-07,HST,WFC3,F160W,-3.4077844294014e-05,-1.0384662242812e-05,-1.0384662242812e-05,3.40778442940147e-05
2006D,hst_skycell-p1102x15y12_wfc3_ir_f160w_coarse-all_drz,91,193.1446085,-9.7765914,29.43,55.327,36.176,-13.2744,0.0,204064.5,2.226788,0.00043228865,-0.00037439447,0.00065851287,2024-11-14,HST,WFC3,F160W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2006D,hst_15640_06_wfc3_ir_f160w_idxb06_drz,92,193.1446048,-9.7765751,31.86,45.39,28.684,-13.2823,0.0,205559.0,7.816233,0.0006887549,-0.0006545409,0.0010120132,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,1.71560097863583e-21,1.60120763252178e-21,3.56250007947285e-05
2006D,idxb09030_drz,93,193.1445468,-9.7765482,46.93,50.518,31.292,-13.2683,0.0,202911.6,6.317418,0.00072777749,-0.00062797294,0.00068531453,2025-04-11,HST,WFC3,F160W,-3.4077844293997e-05,-1.038466224287e-05,-1.038466224287e-05,3.40778442939972e-05
2006D,idxb05030_drz,94,193.144546,-9.7765443,48.43,50.43,31.921,-13.2735,0.0,203888.5,5.367579,0.00072246219,-0.00058395899,0.00065212732,2025-04-11,HST,WFC3,F160W,-3.4077844294034e-05,-1.0384662242748e-05,-1.0384662242748e-05,3.40778442940343e-05
2006D,hst_15640_0b_wfc3_ir_f160w_idxb0b_drz,95,193.144577,-9.7765754,30.17,49.599,30.118,-13.2804,0.0,205199.8,6.564883,0.00058223179,-0.00060468662,0.00092667004,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-7.725377849112601e-22,-3.9425933749409e-22,3.56250007947285e-05
2006D,hst_15640_08_wfc3_ir_f160w_idxb08_drz,96,193.1445922,-9.776564,35.5,44.168,28.069,-13.2803,0.0,205177.7,8.113932,0.00076777593,-0.00071545894,0.0010141252,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,1.24882633836207e-21,9.62904945152605e-22,3.56250007947285e-05
2006D,idxb07030_drz,97,193.144543,-9.7765466,47.83,50.777,31.153,-13.2712,0.0,203463.2,5.727918,0.00074074935,-0.00063937629,0.00067746633,2025-04-04,HST,WFC3,F160W,-3.4077844294011e-05,-1.0384662242822e-05,-1.0384662242822e-05,3.40778442940118e-05
2006D,hst_skycell-p1102x15y12_wfc3_ir_f160w_all_drz,98,193.132436,-9.7941024,-25.26,5.76,5.136,-5.5171,0.0003,161.0031,0.04377246,0.031555079,0.0059930473,0.036491692,2024-11-14,HST,WFC3,F160W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2006D,hst_15640_02_wfc3_ir_f160w_idxb02_drz,99,193.1445593,-9.7765597,29.82,49.039,30.181,-13.2767,0.0,204499.8,5.230546,0.00058447785,-0.00058845582,0.00092914241,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,8.920851201785601e-22,1.61500727973461e-21,3.56250007947285e-05
2006D,hst_15640_09_wfc3_ir_f160w_idxb09_drz,100,193.1445438,-9.7765528,31.13,47.226,29.934,-13.2731,0.0,203816.8,5.952182,0.00062677183,-0.0005908481,0.00093759713,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,5.23146152692838e-22,-7.401770785556901e-22,3.56250007947285e-05
2006D,idxb03030_drz,101,193.1445426,-9.7765472,47.8,50.911,32.543,-13.2736,0.0,203910.3,5.326977,0.00069229456,-0.00055575109,0.00063775526,2025-04-04,HST,WFC3,F160W,-3.4077844294029e-05,-1.0384662242765e-05,-1.0384662242765e-05,3.4077844294029e-05
2006D,hst_15640_03_wfc3_ir_f160w_idxb03_drz,102,193.1445932,-9.7766145,30.94,52.008,31.927,-13.301,0.0,209123.3,5.389905,0.00053129293,-0.00053914916,0.00081943197,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-1.2431564859936e-21,-9.6000319463262e-22,3.56250007947285e-05
2006D,idxb01030_drz,103,193.1491768,-9.7814839,-44.07,15.562,4.253,-10.6701,0.0001,18536.55,1.095986,0.028883757,0.051134389,0.030536033,2025-04-11,HST,WFC3,F160W,-3.4077844294031e-05,-1.0384662242757e-05,-1.0384662242757e-05,3.40778442940316e-05
2006D,hst_15640_07_wfc3_ir_f160w_idxb07_drz,104,193.1445608,-9.776563,31.17,50.607,30.728,-13.2832,0.0,205731.1,5.664442,0.00056954211,-0.00059218233,0.00088002125,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-8.0593941796649e-22,6.68473195156719e-22,3.56250007947285e-05
2007au,if7q89010_drz,105,107.924346,49.8666599,57.54,35.363,21.976,-11.888,0.0002,56910.0,10.47452,0.0017044788,-0.0011513205,0.0011658655,2025-04-04,HST,WFC3,F110W,3.20361288308552e-05,1.55829096940476e-05,1.55829096940476e-05,-3.2036128830855e-05
2007au,hst_17436_89_wfc3_ir_f110w_if7q89_drz,106,107.9244507,49.8622462,34.66,50.162,31.184,-14.3534,0.0,551286.9,10.88559,0.00060150796,-0.00059028395,0.00082426169,2024-11-09,HST,WFC3,F110W,-3.5625000794728e-05,8.67646755234035e-22,1.06313676870167e-21,3.56250007947285e-05
2007af,ie5406070_drz,107,215.5602049,-0.3969524,-86.5,0.959,0.772,-4.4483,0.1641,60.16027,9.089566,1.675117,0.071779534,1.0896997,2025-04-07,HST,WFC3,F125W,-3.5603299050517e-05,1.24329334583649e-06,1.24329334583649e-06,3.56032990505179e-05
2007af,hst_11570_41_wfc3_ir_f160w_drz,108,215.6131879,-0.4079402,11.02,1.18,1.027,-1.3563,0.1295,3.487474,0.4159509,0.72693354,-0.085894808,0.93917161,2017-08-19,HST,WFC3,F160W,-2.4999999999999e-05,9.4039548065783e-38,9.4039548065783e-38,2.49999999999999e-05
2007af,hst_skycell-p1376x13y01_wfc3_ir_f160w_coarse-all_drz,109,215.6135114,-0.4080154,30.68,3.19,0.83,-6.7651,0.0035,508.1875,1.631995,0.45087564,-1.1887569,1.1001275,2024-11-21,HST,WFC3,F160W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2007af,hst_skycell-p1286x13y18_wfc3_ir_f140w_all_drz,110,215.5959952,-0.3971662,-71.59,0.773,0.447,-1.8593,0.196,5.542523,1.000424,4.68221,2.0033476,2.0053573,2024-11-21,HST,WFC3,F140W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2007af,hst_skycell-p1286x13y18_wfc3_ir_f125w_coarse-all_drz,111,215.5858592,-0.3981414,-2.96,0.746,0.679,-4.1789,0.2481,46.94349,10.72606,1.7970278,0.03844234,2.1678207,2024-11-21,HST,WFC3,F125W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05
2007af,ib1f42t6q_drz,112,215.5904561,-0.3883236,-13.78,42.278,14.368,-8.7373,0.0076,3125.452,21.75222,0.00080271764,0.0019830023,0.0046008667,2025-03-31,HST,WFC3,F160W,6.18621627339739e-06,3.50837770179204e-05,3.50837770179204e-05,-6.1862162733973e-06
2007af,hst_skycell-p1376x13y01_wfc3_ir_f105w_all_drz,113,215.5945841,-0.3978461,17.23,1.331,0.663,-2.8663,0.1257,14.01265,1.622467,0.71437842,-0.96780235,2.1245997,2024-11-21,HST,WFC3,F105W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05
2007af,ie5406060_drz,114,215.5591016,-0.3961603,80.7,0.991,0.466,-6.9184,0.0134,585.3008,7.247175,4.5153008,-1.1459349,1.1118788,2025-04-04,HST,WFC3,F105W,-3.5603299050434e-05,1.24329334823488e-06,1.24329334823488e-06,3.56032990504341e-05
