SNID,File_key,Galaxy_key,Galaxy_RA,Galaxy_Dec,Zeropoint,Instrumental_Mag,Apparent_Magnitude,Absolute_Magnitude,Flag_mag,Flag_instrum
2006X,idkv31030_drz,29,185.7288847,15.8223073,25.932537326506313,-14.8729,11.059637326506314,-20.713719266068978,False,False
2006X,idkv31030_drz,29,185.7288847,15.8223073,25.933810922828947,-14.8729,11.060910922828947,-20.712445669746344,False,False
2006X,idkv31030_drz,29,185.7288847,15.8223073,26.808004458603335,-14.8729,11.935104458603336,-19.838252133971956,False,False
2006X,idkv31030_drz,29,185.7288847,15.8223073,25.93315082095866,-14.8729,11.06025082095866,-20.713105771616632,False,False
2006X,idkv31030_drz,29,185.7288847,15.8223073,25.93530158715996,-14.8729,11.06240158715996,-20.71095500541533,False,False
2006X,hst_14178_cs_wfc3_ir_f110w_id1kcs_drz,30,185.814084,15.7951765,25.932537326506313,-1.1001,24.832437326506312,-6.940919266068978,True,False
2006X,hst_14178_cs_wfc3_ir_f110w_id1kcs_drz,30,185.814084,15.7951765,25.933810922828947,-1.1001,24.833710922828946,-6.939645669746344,True,False
2006X,hst_14178_cs_wfc3_ir_f110w_id1kcs_drz,30,185.814084,15.7951765,26.808004458603335,-1.1001,25.707904458603334,-6.065452133971956,True,False
2006X,hst_14178_cs_wfc3_ir_f110w_id1kcs_drz,30,185.814084,15.7951765,25.93315082095866,-1.1001,24.833050820958658,-6.940305771616632,True,False
2006X,hst_14178_cs_wfc3_ir_f110w_id1kcs_drz,30,185.814084,15.7951765,25.93530158715996,-1.1001,24.835201587159958,-6.938155005415332,True,False
2006X,hst_14178_cr_wfc3_ir_f160w_id1kcr_drz,31,185.8326799,15.8200468,25.932537326506313,-11.4903,14.442237326506314,-17.331119266068974,False,False
2006X,hst_14178_cr_wfc3_ir_f160w_id1kcr_drz,31,185.8326799,15.8200468,25.933810922828947,-11.4903,14.443510922828947,-17.32984566974634,False,False
2006X,hst_14178_cr_wfc3_ir_f160w_id1kcr_drz,31,185.8326799,15.8200468,26.808004458603335,-11.4903,15.317704458603336,-16.455652133971952,False,False
2006X,hst_14178_cr_wfc3_ir_f160w_id1kcr_drz,31,185.8326799,15.8200468,25.93315082095866,-11.4903,14.44285082095866,-17.33050577161663,False,False
2006X,hst_14178_cr_wfc3_ir_f160w_id1kcr_drz,31,185.8326799,15.8200468,25.93530158715996,-11.4903,14.44500158715996,-17.328355005415332,False,False
2006X,hst_14178_cr_wfc3_ir_f110w_id1kcr_drz,32,185.832688,15.820057,25.932537326506313,-12.1674,13.765137326506313,-18.008219266068977,False,False
2006X,hst_14178_cr_wfc3_ir_f110w_id1kcr_drz,32,185.832688,15.820057,25.933810922828947,-12.1674,13.766410922828946,-18.006945669746344,False,False
2006X,hst_14178_cr_wfc3_ir_f110w_id1kcr_drz,32,185.832688,15.820057,26.808004458603335,-12.1674,14.640604458603335,-17.132752133971955,False,False
2006X,hst_14178_cr_wfc3_ir_f110w_id1kcr_drz,32,185.832688,15.820057,25.93315082095866,-12.1674,13.765750820958658,-18.007605771616632,False,False
2006X,hst_14178_cr_wfc3_ir_f110w_id1kcr_drz,32,185.832688,15.820057,25.93530158715996,-12.1674,13.767901587159958,-18.00545500541533,False,False
2006X,hst_skycell-p1636x21y19_wfc3_ir_f160w_coarse-all_drz,33,185.7287996,15.8223838,25.932537326506313,-14.676,11.256537326506313,-20.51681926606898,False,False
2006X,hst_skycell-p1636x21y19_wfc3_ir_f160w_coarse-all_drz,33,185.7287996,15.8223838,25.933810922828947,-14.676,11.257810922828947,-20.515545669746345,False,False
2006X,hst_skycell-p1636x21y19_wfc3_ir_f160w_coarse-all_drz,33,185.7287996,15.8223838,26.808004458603335,-14.676,12.132004458603335,-19.641352133971957,False,False
2006X,hst_skycell-p1636x21y19_wfc3_ir_f160w_coarse-all_drz,33,185.7287996,15.8223838,25.93315082095866,-14.676,11.257150820958659,-20.516205771616633,False,False
2006X,hst_skycell-p1636x21y19_wfc3_ir_f160w_coarse-all_drz,33,185.7287996,15.8223838,25.93530158715996,-14.676,11.259301587159959,-20.51405500541533,False,False
2006X,hst_skycell-p1635x04y19_wfc3_ir_f160w_coarse-all_drz,34,185.8160199,15.7961232,25.932537326506313,-1.8806,24.051937326506312,-7.7214192660689775,True,False
2006X,hst_skycell-p1635x04y19_wfc3_ir_f160w_coarse-all_drz,34,185.8160199,15.7961232,25.933810922828947,-1.8806,24.053210922828946,-7.720145669746344,True,False
2006X,hst_skycell-p1635x04y19_wfc3_ir_f160w_coarse-all_drz,34,185.8160199,15.7961232,26.808004458603335,-1.8806,24.927404458603334,-6.845952133971956,True,False
2006X,hst_skycell-p1635x04y19_wfc3_ir_f160w_coarse-all_drz,34,185.8160199,15.7961232,25.93315082095866,-1.8806,24.052550820958658,-7.720805771616632,True,False
2006X,hst_skycell-p1635x04y19_wfc3_ir_f160w_coarse-all_drz,34,185.8160199,15.7961232,25.93530158715996,-1.8806,24.054701587159958,-7.718655005415332,True,False
2006X,hst_skycell-p1722x05y02_wfc3_ir_f160w_coarse-all_drz,35,185.7200276,15.7982231,25.932537326506313,-2.3636,23.568937326506315,-8.204419266068975,True,False
2006X,hst_skycell-p1722x05y02_wfc3_ir_f160w_coarse-all_drz,35,185.7200276,15.7982231,25.933810922828947,-2.3636,23.57021092282895,-8.203145669746341,True,False
2006X,hst_skycell-p1722x05y02_wfc3_ir_f160w_coarse-all_drz,35,185.7200276,15.7982231,26.808004458603335,-2.3636,24.444404458603337,-7.328952133971953,True,False
2006X,hst_skycell-p1722x05y02_wfc3_ir_f160w_coarse-all_drz,35,185.7200276,15.7982231,25.93315082095866,-2.3636,23.56955082095866,-8.20380577161663,True,False
2006X,hst_skycell-p1722x05y02_wfc3_ir_f160w_coarse-all_drz,35,185.7200276,15.7982231,25.93530158715996,-2.3636,23.571701587159957,-8.201655005415333,True,False
2006X,hst_skycell-p1636x21y19_wfc3_ir_f160w_all_drz,36,185.7220851,15.804057,25.932537326506313,-3.464,22.468537326506315,-9.304819266068975,True,False
2006X,hst_skycell-p1636x21y19_wfc3_ir_f160w_all_drz,36,185.7220851,15.804057,25.933810922828947,-3.464,22.469810922828948,-9.303545669746342,True,False
2006X,hst_skycell-p1636x21y19_wfc3_ir_f160w_all_drz,36,185.7220851,15.804057,26.808004458603335,-3.464,23.344004458603337,-8.429352133971953,True,False
2006X,hst_skycell-p1636x21y19_wfc3_ir_f160w_all_drz,36,185.7220851,15.804057,25.93315082095866,-3.464,22.46915082095866,-9.30420577161663,True,False
2006X,hst_skycell-p1636x21y19_wfc3_ir_f160w_all_drz,36,185.7220851,15.804057,25.93530158715996,-3.464,22.47130158715996,-9.30205500541533,True,False
