SNID,IAUC,host,RA,Dec,RA_host,Dec_host,zhel,zcmb,zhelerr,zHD,zHDerr,PV,vpecerr,RA_group,Dec_group,zhel_group,zcmb_group,zHD_group,PV_group,in_group,has_host,is_SNz
2007fq,2007fq,ESO 528- G 019,308.7325,-23.10439,308.73329,-23.10506,0.042453,0.041603,0.00015,0.04225,0.00088,-187,250,,,,,,,0,1,0
2007hg,2007hg,WISEA J040833.19+022243.1,62.13604,2.37881,62.138,2.37844,0.02934,0.028993,0.00021,0.02929,0.00088,-86,250,,,,,,,0,1,0
2007hu,2007hu,NGC 6261,254.12483,27.97789,254.12717,27.9775,0.035184,0.035183,1.10E-05,0.03551,0.00086,-94,250,,,,,,,0,1,0
2007if,2007if,LEDA 5068228,17.71404,15.46108,17.71404,15.46108,0.0745,0.073358,0.00015,0.07379,0.00091,-120,250,,,,,,,0,1,0
2007ir,2007ir,UGC 02033,38.42458,37.66894,38.42717,37.66744,0.035304,0.034572,0.00019,0.03565,0.00088,-312,250,,,,,,,0,1,0
2007is,2007is,UGC 10553,251.81079,40.24358,251.81158,40.24508,0.029529,0.02953,1.00E-05,0.02866,0.00086,253,250,,,,,,,0,1,0
2007kd,2007kd,KUG 0922+348A,141.49171,34.63314,141.49075,34.62989,0.024224,0.025062,1.10E-05,0.02583,0.00086,-224,250,,,,,,,0,1,0
2007kf,2007kf,WISEA J173130.93+691844.3,262.88233,69.31114,262.87883,69.31233,0.0467,0.046513,0.005,0.04702,0.00088,-145,250,,,,,,,0,1,1
2007kg,2007kg,,359.65596,60.98519,,,0.0067,0.005983,0.005,0.00691,0.00507,-276,250,,,,,,,0,0,1
2007kh,2007kh,SDSS J031512.10+431012.9,48.80042,43.17028,48.80042,43.17028,0.05,0.049438,0.005,0.05032,0.00508,-251,250,,,,,,,0,1,1
2007ob,2007ob,WISEA J231225.96+135449.7,348.10829,13.91369,348.10829,13.91394,0.033891,0.032626,9.00E-06,0.03243,0.00086,57,250,,,,,,,0,1,0
2007rx,2007rx,WISEA J234011.97+272511.4,355.04892,27.42125,355.05021,27.42006,0.0323,0.031116,0.004,0.03234,0.0041,-354,250,,,,,,,0,1,1
2007ss,2007ss,NGC 4617,190.27529,50.39131,190.27446,50.39342,0.015572,0.016187,1.00E-05,0.01652,0.00085,-97,250,,,,,,,0,1,0
2007su,2007su,SDSS J221908.85+131040.4,334.787,13.17786,334.78687,13.17792,0.027832,0.026604,1.10E-05,0.0274,0.00086,-232,250,,,,,,,0,1,0
2007sw,2007sw,UGC 07228,183.40367,46.49336,183.40338,46.49397,0.025244,0.025965,6.00E-05,0.02642,0.00086,-134,250,183.880025,47.008385,0.024289,0.024999,0.02546,-51,1,1,0
2008A,2008A,NGC 0634,24.57242,35.37047,24.57775,35.36483,0.016455,0.015554,7.00E-06,0.01563,0.00085,-21,250,,,,,,,0,1,0
2008050,,WISEA J133647.61+050833.3,204.19829,5.14178,204.19829,5.14253,0.04526,0.046273,0.0002,0.04625,0.0009,6,250,,,,,,,0,1,0
2008051,,GALEXASC J151958.89+045417.3,229.9955,4.90464,229.99537,4.90481,0.03777,0.038348,6.00E-05,0.03873,0.00087,-109,250,,,,,,,0,1,0
2008ac,2008ac,SDSS J115345.22+482521.0,178.43825,48.42264,178.43842,48.4225,0.052808,0.053531,2.00E-05,0.05363,0.00088,-29,250,,,,,,,0,1,0
2008ad,2008ad,2MASS J12493690+2819445,192.40479,28.32958,192.40371,28.32911,0.055441,0.056401,7.00E-06,0.05614,0.00088,74,250,,,,,,,0,1,0
2008ae,2008ae,IC 0577,149.01333,10.49967,149.01654,10.49886,0.030029,0.031175,1.00E-05,0.03145,0.00086,-79,250,,,,,,,0,1,0
2008ai,2008ai,CGCG 184-039,164.41654,37.66164,164.42692,37.65453,0.035093,0.036,1.30E-05,0.03663,0.00086,-183,250,,,,,,,0,1,0
2008at,2008at,UGC 05645,156.80146,71.41567,156.79737,71.41789,0.035001,0.03525,0.000163,0.03549,0.00088,-70,250,156.654091,71.315437,0.034722,0.034973,0.03522,-70,1,1,0
2008bw,2008bw,UGC 11241,276.71025,51.13794,276.70758,51.13917,0.032663,0.032286,4.40E-05,0.03296,0.00086,-195,250,,,,,,,0,1,0
2008by,2008by,WISEA J120520.83+405645.9,181.33742,40.946,181.33671,40.94567,0.045,0.045837,9.00E-05,0.04631,0.00088,-134,250,,,,,,,0,1,0
2008cm,2008cm,NGC 2369,109.16146,-62.31469,109.15721,-62.34372,0.011078,0.011511,0.00015,0.01162,0.00086,-32,250,,,,,,,0,1,0
2008dr,2008dr,NGC 7222,332.71529,2.10822,332.71567,2.10581,0.041195,0.03996,1.20E-05,0.04014,0.00087,-51,250,,,,,,,0,1,0
2008ds,2008ds,UGC 00299,7.46179,31.39275,7.47254,31.39336,0.021061,0.019977,7.00E-06,0.02117,0.00085,-351,250,,,,,,,0,1,0
2008dt,2008dt,NGC 6261,254.12733,27.97589,254.12717,27.9775,0.035184,0.035183,1.10E-05,0.03551,0.00086,-94,250,,,,,,,0,1,0
2008gb,2008gb,UGC 02427,44.48804,46.86572,44.48637,46.86764,0.037,0.03641,9.00E-05,0.03796,0.00087,-447,250,,,,,,,0,1,0
2008hm,2008hm,2MFGC 02845,51.79542,46.94433,51.79508,46.94342,0.019664,0.019178,7.70E-05,0.02067,0.00085,-437,250,,,,,,,0,1,0
2008Q,2008Q,NGC 0524,21.23846,9.55042,21.19883,9.53883,0.008016,0.006975,1.70E-05,0.00726,0.00084,-84,250,21.132578,9.488881,0.008263,0.007222,0.00751,-84,1,1,0
2008Z,2008Z,WISEA J094315.34+361708.4,145.81354,36.28442,145.814,36.28589,0.020621,0.021465,1.40E-05,0.02118,0.00085,83,250,,,,,,,0,1,0
2009bv,2009bv,KUG 1305+360,196.83529,35.78439,196.83542,35.78858,0.036675,0.037485,6.30E-05,0.03848,0.00087,-288,250,,,,,,,0,1,0
2009do,2009do,MCG +09-21-022,188.74312,50.85122,188.74725,50.85111,0.039642,0.040272,1.10E-05,0.04099,0.00087,-207,250,,,,,,,0,1,0
2009gf,2009gf,NGC 5525,213.90462,14.28017,213.91346,14.28261,0.018446,0.019247,8.00E-06,0.01855,0.00085,205,250,,,,,,,0,1,0
2009jr,2009jr,IC 1320,306.60846,2.90892,306.60692,2.90972,0.016561,0.015618,0.00017,0.01593,0.00086,-92,250,,,,,,,0,1,0
2009kk,2009kk,2MFGC 03182,57.43446,-3.26442,57.43037,-3.25969,0.012859,0.012436,0.00015,0.0122,0.00086,69,250,,,,,,,0,1,0
04D3ez,,WISEA J141907.88+530419.2,214.78289,53.07199,214.78275,53.07192,0.263,0.263483,0.0005,0.2636,0.00117,-27,250,,,,,,,0,1,0
05D2ah,,SDSS J100128.71+015147.1,150.3696,1.86283,150.36967,1.86308,0.18489,0.186268,0.00012,0.18616,0.001,29,250,,,,,,,0,1,0
05D3ne,,SARCS 104,215.26227,52.49553,215.26058,52.49519,0.169251,0.169701,3.50E-05,0.16985,0.00098,-38,250,,,,,,,0,1,0
06D2fb,,WISEA J095932.10+014938.8,149.88395,1.82792,149.88371,1.82753,0.1245,0.125805,0.0002,0.12566,0.00096,39,250,,,,,,,0,1,0
06D3dt,,WISEA J141721.60+522709.4,214.34027,52.45282,214.34029,52.45269,0.28205,0.282556,1.00E-05,0.28266,0.00107,-25,250,,,,,,,0,1,0
06D3fp,,SNLS 06D3fp HOST,215.07752,52.89716,215.07758,52.89711,0.268,0.268484,0.001,0.2686,0.00146,-26,250,,,,,,,0,1,0
06D3gn,,SDSS J141744.60+522141.1,214.43596,52.36118,214.43583,52.36142,0.250194,0.250688,2.00E-06,0.2508,0.00104,-27,250,,,,,,,0,1,0
2009lf,2009lf,WISEA J020140.78+151952.5,30.41504,15.33281,30.41992,15.33125,0.045,0.044051,0.002,0.04483,0.00218,-224,250,,,,,,,0,1,1
2009li,2009li,IC 1549,5.71417,6.96994,5.70762,6.96428,0.040515,0.039293,1.20E-05,0.03993,0.00087,-184,250,,,,,,,0,1,0
2009na,2009na,UGC 05884,161.75592,26.54392,161.76079,26.54289,0.020994,0.022038,8.00E-06,0.022,0.00085,10,250,161.5929,26.175884,0.021041,0.022089,0.02205,10,1,1,0
2009nq,2009nq,NGC 7549,348.82071,19.02292,348.82179,19.04169,0.015711,0.014487,1.20E-05,0.01488,0.00085,-116,250,348.812324,18.983378,0.016492,0.015266,0.01566,-147,1,1,0
2010ag,2010ag,UGC 10679,255.97346,31.50172,255.97096,31.49911,0.033715,0.033669,2.50E-05,0.03366,0.00086,3,250,255.946649,31.481142,0.033406,0.033361,0.03335,3,1,1,0
2010cr,2010cr,NGC 5177,202.35429,11.79622,202.35108,11.79703,0.021551,0.022529,9.00E-06,0.02134,0.00085,349,250,202.383369,11.413126,0.022695,0.023676,0.02249,213,1,1,0
2010dt,2010dt,CGCG 168-029,250.81117,32.67511,250.80521,32.67792,0.052868,0.052915,1.70E-05,0.05316,0.00088,-69,250,,,,,,,0,1,0
2010dw,2010dw,WISEA J152240.59-055521.7,230.66796,-5.92108,230.66925,-5.92281,0.03812,0.038713,0.00015,0.03902,0.00088,-90,250,,,,,,,0,1,0
2010H,2010H,IC 0494,121.6015,1.03586,121.6005,1.03606,0.015197,0.016055,6.70E-05,0.01649,0.00085,-127,250,,,,,,,0,1,0
2010Y,2010Y,NGC 3392,162.76646,65.77972,162.7625,65.78156,0.010779,0.011146,7.00E-06,0.01206,0.00084,-270,250,162.70134,65.746984,0.011054,0.011422,0.01233,-270,1,1,0
PTF10bjs,,MCG +09-21-083,195.29675,53.81597,195.29733,53.81117,0.030014,0.03055,6.00E-06,0.03122,0.00086,-194,250,,,,,,,0,1,0
1993ac,1993ac,CGCG 307-023,86.59825,63.36861,86.60267,63.35906,0.04937,0.049317,9.00E-05,0.05003,0.00088,-203,250,,,,,,,0,1,0
1993ae,1993ae,IC 0126,22.45379,-1.97697,22.44942,-1.98375,0.019667,0.018646,0.00015,0.02009,0.00086,-424,250,,,,,,,0,1,0
1994ae,1994ae,NGC 3370,161.75808,17.27522,161.76687,17.27361,0.004273,0.005396,9.00E-06,0.00588,0.00084,-145,250,,,,,,,0,1,0
1994M,1994M,NGC 4493,187.78587,0.60544,187.78488,0.61369,0.023083,0.024259,9.00E-06,0.02464,0.00085,-110,250,,,,,,,0,1,0
1994Q,1994Q,CGCG 224-104,252.46304,40.43217,252.46321,40.43342,0.02946,0.029449,9.00E-06,0.02858,0.00086,253,250,,,,,,,0,1,0
1994S,1994S,NGC 4495,187.84104,29.13444,187.84533,29.13647,0.015243,0.016189,1.00E-05,0.01588,0.00085,92,250,,,,,,,0,1,0
1994T,1994T,CGCG 016-058,200.37804,-2.14903,200.37712,-2.14556,0.034568,0.035641,1.00E-05,0.03583,0.00086,-55,250,,,,,,,0,1,0
1995ac,1995ac,2MFGC 17122,341.39225,-8.75131,341.39196,-8.75072,0.049904,0.048666,1.70E-05,0.0486,0.00087,20,250,,,,,,,0,1,0
1995ak,1995ak,IC 1844,41.45346,3.23058,41.45583,3.23031,0.022699,0.021949,2.80E-05,0.02205,0.00085,-29,250,41.575472,3.532192,0.022682,0.021934,0.02203,-29,1,1,0
1995al,1995al,NGC 3021,147.73321,33.55261,147.73812,33.55364,0.005347,0.006228,6.00E-05,0.00697,0.00084,-222,250,147.485523,33.497282,0.005037,0.005916,0.00666,-242,1,1,0
1995bd,1995bd,UGC 03151,71.3385,11.06736,71.33183,11.06781,0.01539,0.015223,9.00E-05,0.01536,0.00085,-41,250,,,,,,,0,1,0
1995D,1995D,NGC 2962,145.22812,5.14061,145.22471,5.16581,0.006561,0.007681,1.70E-05,0.00806,0.00084,-114,250,145.3166,5.026792,0.00668,0.007801,0.00818,-114,1,1,0
1995E,1995E,NGC 2441,117.98646,73.00961,117.97808,73.01569,0.011562,0.01165,1.00E-06,0.01214,0.00084,-146,250,,,,,,,0,1,0
1996ab,1996ab,,230.28479,27.92689,,,0.123,0.123483,0.005,0.12352,0.00509,-9,250,,,,,,,0,0,1
1996ai,1996ai,NGC 5005,197.74221,37.05983,197.73429,37.05919,0.003096,0.003855,4.80E-05,0.00451,0.00084,-195,250,,,,,,,0,1,0
1996bk,1996bk,NGC 5308,206.74158,60.97025,206.75179,60.97317,0.006665,0.006998,1.70E-05,0.00779,0.00084,-237,250,,,,,,,0,1,0
1996bl,1996bl,WISEA J003618.14+112335.3,9.07487,11.39458,9.07571,11.39297,0.036,0.034811,9.00E-05,0.03459,0.00087,64,250,,,,,,,0,1,0
1996bo,1996bo,NGC 0673,27.09525,11.52086,27.0935,11.52131,0.017289,0.016314,5.00E-06,0.01665,0.00085,-99,250,,,,,,,0,1,0
1996bv,1996bv,UGC 03432,94.05417,57.05247,94.05679,57.0515,0.016665,0.016726,1.70E-05,0.01699,0.00085,-79,250,,,,,,,0,1,0
1996C,1996C,MCG +08-25-047,207.7025,49.318639,207.70346,49.31514,0.028235,0.028748,2.50E-05,0.02913,0.00086,-112,250,,,,,,,0,1,0
1996X,1996X,NGC 5061,199.50471,-26.8459,199.52112,-26.83722,0.006765,0.00777,0.00015,0.0062,0.00085,468,250,199.992645,-27.245746,0.007125,0.008122,0.00655,406,1,1,0
1996Z,1996Z,NGC 2935,144.18675,-21.1476,144.18687,-21.12814,0.007565,0.008674,0.00015,0.00817,0.00085,150,250,,,,,,,0,1,0
1997bp,1997bp,NGC 4680,191.72396,-11.6425,191.72796,-11.63706,0.008176,0.009312,0.00015,0.00864,0.00085,201,250,,,,,,,0,1,0
1997br,1997br,ESO 576- G 040,200.17667,-22.0367,200.18229,-22.05111,0.006988,0.00801,0.00015,0.00665,0.00085,406,250,,,,,,,0,1,0
1997cn,1997cn,NGC 5490,212.49067,17.54231,212.48871,17.54556,0.016137,0.016935,4.80E-05,0.01624,0.00085,205,250,,,,,,,0,1,0
1997cw,1997cw,NGC 0105 NED02,6.32196,12.88506,6.31992,12.88386,0.017122,0.015937,0.0001,0.01629,0.00085,-104,250,,,,,,,0,1,0
1997dg,1997dg,WISEA J234014.14+261209.8,355.05921,26.20328,355.05921,26.20328,0.03081,0.029619,5.00E-05,0.02996,0.00086,-99,250,,,,,,,0,1,0
1997do,1997do,UGC 03845,111.67708,47.09333,111.67796,47.09397,0.01012,0.010478,2.30E-05,0.01073,0.00084,-76,250,,,,,,,0,1,0
1997dt,1997dt,NGC 7448,345.01221,15.98081,345.01496,15.98033,0.007296,0.006071,1.80E-05,0.00683,0.00084,-225,250,,,,,,,0,1,0
1997E,1997E,NGC 2258,101.90875,74.4975,101.94083,74.48167,0.013539,0.013528,0.00012,0.01439,0.00085,-255,250,101.760103,74.47433,0.013152,0.01314,0.014,-184,1,1,0
1997Y,1997Y,NGC 4675,191.38083,54.73806,191.38287,54.73761,0.015952,0.016486,6.00E-06,0.01692,0.00085,-128,250,191.261994,54.740428,0.016078,0.016613,0.01705,-128,1,1,0
1998ab,1998ab,NGC 4704,192.19683,41.92453,192.19346,41.92125,0.027153,0.027903,1.20E-05,0.02857,0.00086,-194,250,192.28541,41.820291,0.027311,0.028061,0.02873,-194,1,1,0
1998bp,1998bp,NGC 6495,268.71142,18.33069,268.7115,18.32692,0.010435,0.010165,4.40E-05,0.0106,0.00084,-129,250,,,,,,,0,1,0
1998co,1998co,NGC 7131,326.901,-13.18119,326.90046,-13.18261,0.017936,0.016838,0.00015,0.0173,0.00086,-137,250,,,,,,,0,1,0
1998D,1998D,NGC 5440,210.747,34.74842,210.75433,34.75786,0.012559,0.013218,0.00014,0.01319,0.00086,8,250,,,,,,,0,1,0
1998de,1998de,NGC 0252,12.02867,27.62458,12.00625,27.62364,0.016471,0.015395,4.30E-05,0.01594,0.00085,-161,250,,,,,,,0,1,0
1998dh,1998dh,NGC 7541,348.66796,4.53725,348.68288,4.53436,0.008969,0.007726,1.80E-05,0.00818,0.00084,-134,250,348.676693,4.528584,0.008934,0.007692,0.00814,-134,1,1,0
1998dm,1998dm,UGCA 017,21.55821,-6.10389,21.56012,-6.09414,0.006668,0.005665,0.00015,0.00631,0.00085,-191,250,,,,,,,0,1,0
1998dx,1998dx,UGC 11149,272.79954,49.86131,272.79071,49.86469,0.054224,0.053888,4.30E-05,0.05426,0.00088,-104,250,272.628631,49.766142,0.050137,0.049804,0.05017,-107,1,1,0
1998ec,1998ec,UGC 03576,103.27546,50.03947,103.27917,50.03406,0.019914,0.020142,2.60E-05,0.02095,0.00085,-236,250,,,,,,,0,1,0
1998ef,1998ef,UGC 00646,15.86196,32.23678,15.85996,32.23736,0.017611,0.0166,5.00E-06,0.01742,0.00085,-240,250,17.365365,32.715014,0.017094,0.0161,0.01692,-237,1,1,0
1998eg,1998eg,UGC 12133,339.87608,8.60592,339.88333,8.61294,0.02476,0.023509,7.00E-06,0.02394,0.00085,-126,250,339.950546,8.431364,0.024834,0.023582,0.02401,-126,1,1,0
1998es,1998es,NGC 0632,24.32333,5.88072,24.32304,5.87764,0.010571,0.009567,0.00015,0.00966,0.00086,-28,250,,,,,,,0,1,0
1998V,1998V,NGC 6627,275.65583,15.70214,275.66217,15.698,0.017586,0.017177,2.50E-05,0.01753,0.00085,-103,250,,,,,,,0,1,0
1999aa,1999aa,NGC 2595,126.92512,21.48744,126.92508,21.47911,0.014422,0.01524,9.00E-06,0.01535,0.00085,-34,250,127.063811,21.516736,0.014969,0.01579,0.0159,-34,1,1,0
1999ac,1999ac,NGC 6063,241.81254,7.97233,241.80412,7.979,0.009476,0.009793,1.60E-05,0.01017,0.00084,-112,250,,,,,,,0,1,0
1999cc,1999cc,NGC 6038,240.67512,37.35956,240.66896,37.3595,0.031257,0.031459,9.00E-06,0.0313,0.00086,47,250,240.77899,37.311754,0.031117,0.031317,0.03116,47,1,1,0
1999cl,1999cl,MESSIER 088,187.98338,14.42647,187.9965,14.42039,0.007451,0.008535,4.80E-05,0.00851,0.00084,9,250,,,,,,,0,1,0
1999cw,1999cw,MCG -01-02-001,5.00608,-6.33433,5.00021,-6.33392,0.012325,0.011166,0.00015,0.01137,0.00086,-61,250,,,,,,,0,1,0
1999dq,1999dq,NGC 0976,38.49867,20.97511,38.50008,20.97678,0.01433,0.013541,2.00E-06,0.01332,0.00085,65,250,38.797613,20.994105,0.014121,0.013337,0.01312,65,1,1,0
1999ef,1999ef,UGC 00607,14.6925,12.74583,14.68717,12.74836,0.038857,0.037716,9.00E-06,0.03781,0.00087,-26,250,,,,,,,0,1,0
1999ej,1999ej,NGC 0495,20.73908,33.46611,20.73333,33.47167,0.013723,0.01277,3.30E-05,0.01182,0.00084,281,250,21.041921,33.581505,0.016294,0.015343,0.01439,-46,1,1,0
1999ek,1999ek,WISEA J053632.39+163829.5,84.13167,16.63828,84.135,16.64153,0.017522,0.01761,3.30E-05,0.01758,0.00085,10,250,,,,,,,0,1,0
1999gd,1999gd,NGC 2623,129.60254,25.75919,129.60033,25.75464,0.018181,0.018997,1.50E-05,0.01937,0.00085,-111,250,,,,,,,0,1,0
1999gh,1999gh,NGC 2986,146.08229,-21.2736,146.06683,-21.278,0.007705,0.008828,0.000103,0.00798,0.00085,252,250,,,,,,,0,1,0
1999gp,1999gp,UGC 01993,37.91312,39.38119,37.91692,39.37836,0.026749,0.026028,2.60E-05,0.02691,0.00086,-259,250,,,,,,,0,1,0
1999X,1999X,CGCG 180-022,133.63429,36.51142,133.63262,36.50961,0.02504,0.025783,1.10E-05,0.02648,0.00086,-205,250,,,,,,,0,1,0
2000B,2000B,NGC 2320,106.41971,50.58625,106.42512,50.58106,0.019141,0.019402,5.40E-05,0.01917,0.00085,68,250,,,,,,,0,1,0
2000ce,2000ce,UGC 04195,121.28938,66.78756,121.27862,66.78292,0.016261,0.016458,9.00E-06,0.01722,0.00085,-225,250,,,,,,,0,1,0
2000cf,2000cf,MCG +11-19-025,238.23412,65.93686,238.23221,65.93558,0.036425,0.036456,6.60E-05,0.03707,0.00087,-178,250,,,,,,,0,1,0
2000cn,2000cn,UGC 11064,269.41842,27.83281,269.42092,27.83472,0.023493,0.023198,3.30E-05,0.02341,0.00085,-63,250,269.360959,27.904617,0.022889,0.022596,0.02281,-112,1,1,0
2000cx,2000cx,NGC 0524,21.19229,9.50858,21.19883,9.53883,0.008016,0.006975,1.70E-05,0.00726,0.00084,-84,250,,,,,,,0,1,0
2000dk,2000dk,NGC 0382,16.848,32.40644,16.84946,32.40386,0.017489,0.016488,0.0001,0.0173,0.00085,-240,250,,,,,,,0,1,0
2000fa,2000fa,UGC 03770,108.8745,23.42844,108.87321,23.42625,0.021275,0.021806,1.70E-05,0.0224,0.00085,-174,250,,,,,,,0,1,0
ASASSN-14eu,,MCG -01-38-015,225.1535,-3.84692,225.16183,-3.85833,0.022722,0.023407,0.000113,0.02254,0.00086,253,250,,,,,,,0,1,0
ASASSN-14fa,,ESO 416- G 039,43.09608,-31.82167,43.09304,-31.81728,0.022269,0.021744,0.00015,0.02219,0.00087,-130,250,42.630041,-31.263942,0.023156,0.022619,0.02306,-159,1,1,0
ASASSN-14kd,,WISEA J225324.76+044757.8,343.35392,4.79922,343.35312,4.79947,0.024,0.022742,0.002,0.02306,0.00217,-94,250,,,,,,,0,1,0
ASASSN-14lw,,WISEA J010647.87-465901.4,16.70488,-46.98332,16.69971,-46.98431,0.0209,0.020266,9.00E-05,0.01977,0.00086,147,250,,,,,,,0,1,0
iPTF13dge,,NGC 1762,75.896167,1.5715,75.90429,1.57333,0.015858,0.015812,9.00E-06,0.01662,0.00085,-237,250,,,,,,,0,1,0
iPTF13ebh,,NGC 0890,35.49992,33.27047,35.50421,33.26606,0.013164,0.012383,4.80E-05,0.01114,0.00084,367,250,,,,,,,0,1,0
iPTF14atg,,IC 0831,193.186667,26.470278,193.18362,26.47042,0.021294,0.022238,8.00E-06,0.02066,0.00085,463,250,,,,,,,0,1,0
iPTF14bdn,,UGC 08503,202.687,32.76178,202.68675,32.76078,0.015579,0.016355,7.00E-06,0.01603,0.00085,96,250,,,,,,,0,1,0
LSQ11ot,,CGCG 421-013,78.95142,6.7776,78.94821,6.77814,0.027339,0.027346,1.70E-05,0.02714,0.00086,61,250,,,,,,,0,1,0
LSQ12gdj,,ESO 472- G 007,358.6805,-25.67611,358.68821,-25.67314,0.029911,0.028862,0.000103,0.02947,0.00086,-176,250,,,,,,,0,1,0
LSQ13crf,,WISEA J031050.33+012519.7,47.70929,1.42192,47.70967,1.42222,0.06,0.059345,0.005,0.05974,0.00508,-112,250,,,,,,,0,1,1
LSQ13ddu,,WISEA J035849.18-292508.5,59.704542,-29.419944,59.70504,-29.41906,0.058454,0.058181,0.00015,0.05747,0.00089,203,250,,,,,,,0,1,0
LSQ13ry,,2MASS J10324784+0411450,158.2,4.19771,158.19933,4.19597,0.029846,0.031075,1.20E-05,0.03118,0.00086,-30,250,,,,,,,0,1,0
PS1-14xw,,NGC 6240,253.24013,2.39347,253.24529,2.40092,0.024307,0.0244,2.70E-05,0.02415,0.00085,74,250,253.255491,2.418816,0.02427,0.024363,0.02411,74,1,1,0
PTF09dnp,,WISEA J151925.36+493004.8,229.85154,49.49897,229.85567,49.50131,0.037304,0.037572,1.10E-05,0.03819,0.00087,-177,250,,,,,,,0,1,0
PTF10icb,,MCG +10-19-001,193.70504,58.88186,193.70746,58.88233,0.00856,0.009005,7.00E-06,0.00992,0.00084,-273,250,,,,,,,0,1,0
2005df,2005df,NGC 1559,64.40771,-62.76931,64.39904,-62.78367,0.00435,0.004354,1.30E-05,0.00406,0.00084,86,250,,,,,,,0,1,0
2006dm,2006dm,ARP 295A,355.44933,-3.669,355.44704,-3.66722,0.022836,0.021608,0.00015,0.02228,0.00087,-198,250,,,,,,,0,1,0
2007cv,2007cv,IC 2597,159.43917,-27.0825,159.44771,-27.08169,0.009974,0.011133,0.00015,0.01064,0.00086,147,250,159.124438,-27.59211,0.012455,0.013612,0.01311,-73,1,1,0
2007gi,2007gi,NGC 4036,180.34758,61.89272,180.36146,61.89578,0.00462,0.005053,1.70E-05,0.00587,0.00084,-243,250,,,,,,,0,1,0
2008dx,2008dx,,195.05962,27.95456,,,0.035,0.035923,0.004,0.03688,0.0041,-277,250,,,,,,,0,0,1
2008ec,2008ec,NGC 7469,345.819,8.87217,345.81508,8.874,0.01626,0.015009,6.00E-05,0.01557,0.00085,-166,250,345.823979,8.911894,0.016312,0.015061,0.01562,-166,1,1,0
2008ge,2008ge,NGC 1527,62.10283,-47.8965,62.10058,-47.89703,0.004043,0.003932,5.70E-05,0.00389,0.00084,13,250,,,,,,,0,1,0
2009jb,2009jb,SDSS J172341.69+302950.9,260.92471,30.49728,260.92371,30.49747,0.02338,0.023244,6.00E-05,0.02307,0.00086,52,250,,,,,,,0,1,0
2010el,2010el,NGC 1566,64.99512,-54.94403,65.00175,-54.93781,0.005017,0.004984,7.00E-06,0.00538,0.00084,-117,250,,,,,,,0,1,0
2010gn,2010gn,WISEA J171750.10+405252.4,259.45792,40.88111,259.45858,40.88128,0.03136,0.031231,6.00E-05,0.03147,0.00086,-70,250,,,,,,,0,1,0
2010gp,2010gp,NGC 6240,253.23912,2.38789,253.24529,2.40092,0.024307,0.0244,2.70E-05,0.02415,0.00085,74,250,253.255491,2.418816,0.02427,0.024363,0.02411,74,1,1,0
2010ih,2010ih,NGC 2325,105.68179,-28.64033,105.66833,-28.69722,0.007288,0.007866,7.30E-05,0.00815,0.00084,-85,250,,,,,,,0,1,0
2010jn,2010jn,NGC 2929,144.376,23.15925,144.37421,23.16167,0.025024,0.026023,1.10E-05,0.02617,0.00086,-42,250,,,,,,,0,1,0
2010kg,2010kg,NGC 1633,70.035,7.35,70.03796,7.34944,0.016632,0.016445,7.00E-06,0.01696,0.00085,-151,250,70.001843,7.205999,0.016135,0.015948,0.01646,-167,1,1,0
2010ko,2010ko,NGC 1954,83.206,-14.09608,83.20137,-14.06278,0.010463,0.010612,1.90E-05,0.01086,0.00084,-75,250,83.176694,-14.026114,0.010815,0.010964,0.01122,-75,1,1,0
2011aa,2011aa,UGC 03906,114.17762,74.443,114.16833,74.44833,0.012355,0.012406,8.70E-05,0.0129,0.00085,-146,250,,,,,,,0,1,0
2011ao,2011ao,IC 2973,178.46262,33.36286,178.4615,33.3655,0.010742,0.011675,1.00E-05,0.01195,0.00084,-82,250,,,,,,,0,1,0
2011ay,2011ay,NGC 2315,105.64192,50.59028,105.63775,50.59058,0.020544,0.020796,0.000734,0.02188,0.00113,-318,250,,,,,,,0,1,0
2011B,2011B,NGC 2655,133.95208,78.21742,133.90721,78.22308,0.004647,0.004708,1.40E-05,0.00551,0.00084,-238,250,134.756125,77.982968,0.004514,0.004581,0.00538,-238,1,1,0
2011de,2011de,UGC 10018,235.97188,67.76181,235.91479,67.76083,0.029187,0.029222,1.70E-05,0.02975,0.00086,-155,250,,,,,,,0,1,0
2011dm,2011dm,UGC 11861,329.17329,73.29692,329.1,73.26072,0.00493,0.00445,2.00E-06,0.00554,0.00084,-325,250,,,,,,,0,1,0
2011dn,2011dn,UGC 11501,299.64804,2.60453,299.65429,2.60294,0.025272,0.024429,2.40E-05,0.02513,0.00086,-206,250,,,,,,,0,1,0
2011eh,2011eh,NGC 3613,169.63208,57.977,169.65046,58,0.006693,0.007218,4.50E-05,0.00808,0.00084,-257,250,,,,,,,0,1,0
2011gu,2011gu,NGC 7485,346.51167,34.11019,346.52025,34.10769,0.01912,0.018002,6.10E-05,0.01836,0.00085,-107,250,,,,,,,0,1,0
2011hb,2011hb,NGC 7674,351.98129,8.77936,351.98633,8.77903,0.02905,0.027785,0.000223,0.02825,0.00089,-136,250,352.069523,8.803876,0.029013,0.027748,0.02821,-132,1,1,0
2011ia,2011ia,KUG 0941+644,146.26479,64.26017,146.26317,64.2575,0.017672,0.018038,9.00E-06,0.01864,0.00085,-177,250,,,,,,,0,1,0
