SNID,IAUC,host,RA,Dec,RA_host,Dec_host,zhel,zcmb,zhelerr,zHD,zHDerr,PV,vpecerr,RA_group,Dec_group,zhel_group,zcmb_group,zHD_group,PV_group,in_group,has_host,is_SNz
440236,,,37.101854,-4.424606,,,0.43,0.428878,0.01,0.42895,0.01007,-15,250,,,,,,,0,0,1
440264,,,335.267783,0.207956,,,0.3,0.298446,0.01,0.29854,0.01006,-23,250,,,,,,,0,0,1
440285,,,36.804254,-4.128797,,,0.18,0.179068,0.01,0.17919,0.01005,-32,250,,,,,,,0,0,1
440509,,,34.849638,-5.430367,,,0.32,0.318922,0.01,0.31901,0.01006,-19,250,,,,,,,0,0,1
440643,,,53.603646,-26.773911,,,0.19,0.189547,0.01,0.18952,0.01005,6,250,,,,,,,0,0,1
450020,,,352.043608,-1.725178,,,0.065,0.063706,0.001,0.06406,0.00134,-100,250,,,,,,,0,0,0
450082,,,353.356008,0.310492,,,0.25,0.248477,0.01,0.24861,0.01006,-31,250,,,,,,,0,0,1
450175,2012gt,,53.286446,-28.084442,,,0.52,0.519426,0.001,0.51941,0.00161,3,250,,,,,,,0,0,0
450339,,,36.287354,-3.353392,,,0.4104,0.40927,0.001,0.40935,0.00154,-17,250,,,,,,,0,0,0
460003,,,128.835504,43.855458,,,0.15,0.15067,0.001,0.15084,0.00139,-44,250,,,,,,,0,0,0
460004,,,36.034463,-3.464183,,,0.21,0.209026,0.01,0.20914,0.01005,-29,250,,,,,,,0,0,1
460037,,,54.726967,-27.541097,,,0.303,0.302536,0.001,0.30251,0.00148,5,250,,,,,,,0,0,0
460064,,,53.774213,-26.764939,,,0.242,0.241531,0.001,0.24151,0.00144,5,250,,,,,,,0,0,0
460105,,,129.3699,44.045272,,,0.21,0.210708,0.01,0.21084,0.01005,-33,250,,,,,,,0,0,1
470001,,,54.403625,-27.504728,,,0.0941,0.093704,0.001,0.09366,0.00135,13,250,,,,,,,0,0,0
470008,,,53.082758,-29.013786,,,0.24,0.239535,0.01,0.2395,0.01005,7,250,,,,,,,0,0,1
470015,,,54.14855,-28.625117,,,0.338,0.337519,0.001,0.33749,0.0015,5,250,,,,,,,0,0,0
470041,,,131.337521,44.754794,,,0.331,0.33179,0.001,0.33189,0.00149,-23,250,,,,,,,0,0,0
470043,,,128.994396,44.767531,,,0.07,0.070612,0.01,0.0709,0.01004,-80,250,,,,,,,0,0,1
470047,,,129.7133,45.460292,,,0.08,0.080614,0.01,0.08088,0.01004,-74,250,,,,,,,0,0,1
470110,,,52.070567,-28.623328,,,0.346,0.345468,0.001,0.34545,0.0015,5,250,,,,,,,0,0,0
470232,,,129.545871,45.202278,,,0.2,0.200685,0.01,0.20083,0.01005,-36,250,,,,,,,0,0,1
470240,,,130.72295,45.901364,,,0.43,0.430818,0.01,0.43091,0.01007,-19,250,,,,,,,0,0,1
470244,,,130.407771,43.771503,,,0.36,0.360814,0.01,0.36091,0.01006,-21,250,,,,,,,0,0,1
480059,,,186.146863,47.238122,,,0.177,0.177799,0.001,0.17791,0.0014,-27,250,,,,,,,0,0,0
480064,,,128.796546,44.448203,,,0.242,0.242713,0.001,0.24284,0.00144,-30,250,,,,,,,0,0,0
480162,,,150.155563,2.756503,,,0.04,0.041205,0.01,0.04115,0.01004,15,250,,,,,,,0,0,1
480184,,,129.735458,43.313931,,,0.33,0.330796,0.001,0.33089,0.00149,-22,250,,,,,,,0,0,0
480464,,,149.800438,3.221569,,,0.22,0.221409,0.01,0.22132,0.01005,23,250,,,,,,,0,0,1
490008,,,131.4486,44.420606,,,0.12,0.120671,0.01,0.12086,0.01005,-52,250,,,,,,,0,0,1
490037,,,149.957196,0.816617,,,0.4219,0.423555,0.001,0.42348,0.00155,15,250,,,,,,,0,0,0
490521,,,148.865171,1.575294,,,0.34,0.341547,0.001,0.34147,0.0015,17,250,,,,,,,0,0,0
490563,2013au,,185.309125,47.4977,,,0.048,0.048711,0.001,0.04909,0.00133,-108,250,,,,,,,0,0,0
500004,,,213.023325,51.673889,,,0.25,0.250522,0.001,0.25063,0.00144,-27,250,,,,,,,0,0,0
500057,,,214.473538,53.841689,,,0.38,0.380517,0.01,0.38061,0.01007,-20,250,,,,,,,0,0,1
500065,,,214.087625,54.134897,,,0.285,0.285481,0.001,0.28559,0.00147,-26,250,,,,,,,0,0,0
500100,,,131.638525,45.356153,,,0.31,0.31077,0.01,0.31088,0.01006,-24,250,,,,,,,0,0,1
500301,,,215.547717,52.631847,,,0.325,0.325504,0.001,0.3256,0.00149,-22,250,,,,,,,0,0,0
500504,,,212.459196,53.477792,,,0.199,0.199477,0.001,0.19961,0.00141,-34,250,,,,,,,0,0,0
500511,,,184.695683,47.647292,,,0.334,0.334905,0.001,0.33498,0.0015,-16,250,,,,,,,0,0,0
510082,,,150.434463,3.278239,,,0.079,0.08025,0.001,0.08006,0.00135,52,250,,,,,,,0,0,0
510113,,,186.582788,46.066586,,,0.29,0.290898,0.01,0.29097,0.01006,-17,250,,,,,,,0,0,1
510251,,,244.493683,55.742764,,,0.24,0.240043,0.01,0.2402,0.01005,-38,250,,,,,,,0,0,1
510266,,,214.033163,51.732117,,,0.44,0.440586,0.01,0.44067,0.01007,-17,250,,,,,,,0,0,1
510457,,,186.388829,48.136864,,,0.502,0.502996,0.001,0.50306,0.0016,-12,250,,,,,,,0,0,0
510550,,,243.274979,55.611658,,,0.241,0.241062,0.001,0.24122,0.00144,-37,250,,,,,,,0,0,0
510578,,,241.232596,53.912125,,,0.37,0.370116,0.01,0.37023,0.01007,-25,250,,,,,,,0,0,1
510597,,,185.821046,47.822836,,,0.46,0.460979,0.01,0.46104,0.01007,-13,250,,,,,,,0,0,1
510638,,,243.469396,56.084244,,,0.27,0.270057,0.01,0.2702,0.01006,-34,250,,,,,,,0,0,1
520007,,,163.990038,57.297761,,,0.26,0.260673,0.001,0.26081,0.00145,-32,250,,,,,,,0,0,0
520008,,,162.387908,57.599958,,,0.258,0.258662,0.001,0.2588,0.00145,-32,250,,,,,,,0,0,0
520016,,,185.337658,46.970842,,,0.45,0.450996,0.01,0.45106,0.01007,-12,250,,,,,,,0,0,1
520019,,,241.861188,54.457806,,,0.263,0.263093,0.001,0.26323,0.00145,-33,250,,,,,,,0,0,0
520022,,,216.00665,53.464119,,,0.119,0.119409,0.001,0.11961,0.00137,-53,250,,,,,,,0,0,0
520023,,,245.239158,55.154831,,,0.268,0.268037,0.001,0.26818,0.00146,-34,250,,,,,,,0,0,0
520041,,,184.138388,45.962042,,,0.5443,0.545395,0.001,0.54545,0.00163,-10,250,,,,,,,0,0,0
520062,,,244.451371,54.633383,,,0.308,0.308054,0.001,0.30818,0.00148,-30,250,,,,,,,0,0,0
520071,,,215.503988,53.619328,,,0.411,0.411519,0.001,0.41161,0.00154,-19,250,,,,,,,0,0,0
520077,,,244.662933,55.684214,,,0.25,0.250041,0.01,0.25019,0.01006,-37,250,,,,,,,0,0,1
520107,,,184.160967,47.816047,,,0.519,0.52003,0.001,0.52009,0.00161,-12,250,,,,,,,0,0,0
520188,,,215.524029,52.544642,,,0.28,0.280489,0.001,0.2806,0.00146,-25,250,,,,,,,0,0,0
530037,,,333.670754,-1.050431,,,0.27,0.268497,0.01,0.26859,0.01006,-23,250,,,,,,,0,0,1
530112,,,333.569204,0.920858,,,0.316,0.314436,0.001,0.31453,0.00148,-22,250,,,,,,,0,0,0
530175,,,352.299954,-1.178281,,,0.15,0.148601,0.001,0.14877,0.00138,-45,250,,,,,,,0,0,0
530219,,,351.528613,-0.319422,,,0.33,0.328377,0.01,0.32848,0.01006,-24,250,,,,,,,0,0,1
530240,,,351.180425,0.267844,,,0.1184,0.117033,0.001,0.11724,0.00137,-56,250,,,,,,,0,0,0
530249,,,352.397292,0.68925,,,0.28,0.278436,0.01,0.27856,0.01006,-28,250,,,,,,,0,0,1
530251,,,334.634275,1.114892,,,0.413,0.411313,0.001,0.4114,0.00154,-18,250,,,,,,,0,0,0
540163,,,36.072329,-3.309342,,,0.3305,0.329429,0.001,0.32952,0.00149,-20,250,,,,,,,0,0,0
550005,2013go,,51.936008,-28.487053,,,0.074,0.073572,0.001,0.07352,0.00134,16,250,,,,,,,0,0,0
550041,,,352.540438,-0.866428,,,0.26,0.258466,0.01,0.25859,0.01006,-29,250,,,,,,,0,0,1
550059,,,351.302917,-1.024506,,,0.32,0.318392,0.001,0.3185,0.00149,-24,250,,,,,,,0,0,0
550096,,,52.776629,-26.397925,,,0.225,0.224513,0.001,0.22449,0.00143,5,250,,,,,,,0,0,0
550137,,,334.754104,0.029656,,,0.421,0.419306,0.001,0.41939,0.00155,-17,250,,,,,,,0,0,0
550154,,,36.355567,-3.596208,,,0.211,0.210032,0.001,0.21015,0.00142,-29,250,,,,,,,0,0,0
550155,,,36.060604,-3.585025,,,0.515,0.513782,0.001,0.51385,0.00161,-14,250,,,,,,,0,0,0
550197,,,333.810129,1.273433,,,0.249,0.247513,0.001,0.24763,0.00144,-27,250,,,,,,,0,0,0
550202,,,351.799888,-0.782928,,,0.422,0.420267,0.001,0.42036,0.00155,-19,250,,,,,,,0,0,0
550218,,,332.927096,0.901281,,,0.389,0.387354,0.001,0.38744,0.00153,-18,250,,,,,,,0,0,0
560027,,,35.850625,-3.083947,,,0.44,0.438835,0.001,0.43891,0.00156,-16,250,,,,,,,0,0,0
560033,,,353.598638,-0.683075,,,0.08,0.078687,0.01,0.07895,0.01004,-74,250,,,,,,,0,0,1
560054,,,353.295804,-0.336408,,,0.4816,0.479797,0.001,0.47988,0.00159,-18,250,,,,,,,0,0,0
560087,,,352.675504,-1.555989,,,0.308,0.306411,0.001,0.30652,0.00148,-24,250,,,,,,,0,0,0
560116,,,36.801858,-4.578114,,,0.076,0.075151,0.001,0.07537,0.00134,-62,250,,,,,,,0,0,0
560121,,,36.338796,-4.395261,,,0.366,0.364912,0.001,0.36499,0.00152,-18,250,,,,,,,0,0,0
560150,,,333.9607,1.227583,,,0.201,0.19957,0.001,0.1997,0.00141,-32,250,,,,,,,0,0,0
560152,,,334.800213,1.160222,,,0.25,0.248506,0.01,0.24862,0.01005,-27,250,,,,,,,0,0,1
570022,,,351.123842,-0.484342,,,0.303,0.30141,0.001,0.30152,0.00148,-25,250,,,,,,,0,0,0
570025,,,335.059621,0.377558,,,0.3,0.298447,0.01,0.29855,0.01006,-23,250,,,,,,,0,0,1
570056,,,37.006679,-3.495033,,,0.291,0.289981,0.001,0.29008,0.00147,-22,250,,,,,,,0,0,0
570062,,,353.101721,0.295589,,,0.125,0.123628,0.001,0.12383,0.00137,-54,250,,,,,,,0,0,0
580104,,,36.119595,-4.967311,,,0.3232,0.322144,0.0005,0.32223,0.00121,-19,250,,,,,,,0,0,0
580270,,,130.200071,44.590631,,,0.295,0.295758,0.001,0.29587,0.00147,-25,250,,,,,,,0,0,0
580275,,,54.139133,-28.613928,,,0.383,0.382502,0.001,0.38248,0.00153,5,250,,,,,,,0,0,0
580276,,,53.521388,-28.8077,,,0.339,0.338506,0.001,0.33848,0.0015,5,250,,,,,,,0,0,0
580300,,,130.333667,44.787703,,,0.24,0.240724,0.001,0.24085,0.00144,-30,250,,,,,,,0,0,0
580312,,,35.253363,-4.817106,,,0.404,0.40286,0.001,0.40294,0.00154,-16,250,,,,,,,0,0,0
580327,,,35.435213,-4.084439,,,0.4,0.398863,0.001,0.39894,0.00154,-17,250,,,,,,,0,0,0
590002,,,149.544858,0.878306,,,0.2,0.201393,0.01,0.20128,0.01005,28,250,,,,,,,0,0,1
590005,,,151.017821,1.215467,,,0.17,0.171368,0.01,0.17124,0.01005,32,250,,,,,,,0,0,1
590097,,,37.156925,-5.163228,,,0.232,0.231038,0.001,0.23114,0.00143,-25,250,,,,,,,0,0,0
590287,,,150.740633,1.2456,,,0.15,0.151343,0.001,0.15121,0.00139,35,250,,,,,,,0,0,0
1248677,,,53.646217,-28.127001,,,0.35067,0.350168,0.0005,0.35015,0.00123,5,250,,,,,,,0,0,0
1248907,,,7.281386,-43.140999,,,0.1714,0.170534,0.0005,0.17045,0.0011,22,250,,,,,,,0,0,0
1249851,,,55.218029,-29.399984,,,0.21552,0.215111,0.0005,0.21507,0.00113,9,250,,,,,,,0,0,0
1250017,,,43.193733,-0.127481,,,0.18299,0.182168,0.0005,0.18231,0.00111,-35,250,,,,,,,0,0,0
1253039,,,54.418591,-27.527397,,,0.454,0.453474,0.005,0.45346,0.00514,4,250,,,,,,,0,0,1
1253101,,,7.465117,-43.137768,,,0.4544,0.453326,0.0005,0.45328,0.00131,10,250,,,,,,,0,0,0
1253920,,,54.629311,-27.04277,,,0.19599,0.195558,0.0005,0.19553,0.00112,7,250,,,,,,,0,0,0
1255502,,,33.904625,-4.209216,,,0.14915,0.14819,0.0005,0.14834,0.00108,-39,250,,,,,,,0,0,0
1256823,,,36.531845,-4.617309,,,0.44199,0.440847,0.0005,0.44092,0.0013,-15,250,,,,,,,0,0,0
1257366,,,53.899559,-26.969273,,,0.21182,0.211366,0.0005,0.21134,0.00113,6,250,,,,,,,0,0,0
1257695,,,7.601611,-42.298237,,,0.18472,0.18383,0.0005,0.18375,0.00111,19,250,,,,,,,0,0,0
1258906,,,10.262011,-44.394093,,,0.35013,0.34918,0.0005,0.34912,0.00123,13,250,,,,,,,0,0,0
1258940,,,42.714821,-0.525112,,,0.42694,0.425938,0.0005,0.42602,0.00129,-17,250,,,,,,,0,0,0
1259412,,,36.345383,-5.3241,,,0.30581,0.304774,0.0005,0.30486,0.0012,-20,250,,,,,,,0,0,0
1261059,,,34.961895,-5.970107,,,0.334,0.332916,0.005,0.333,0.00512,-18,250,,,,,,,0,0,1
1261086,,,52.484871,-28.771589,,,0.038,0.037598,0.005,0.03763,0.00507,-8,250,,,,,,,0,0,1
1261579,,,36.119595,-4.967311,,,0.3232,0.322144,0.0005,0.32223,0.00121,-19,250,,,,,,,0,0,0
1262128,,,53.267674,-29.469212,,,0.11365,0.113239,0.0005,0.11319,0.00105,14,250,,,,,,,0,0,0
1262214,,,53.502693,-28.660202,,,0.69,0.689374,0.005,0.68936,0.00519,3,250,,,,,,,0,0,1
1262715,,,53.369957,-28.442709,,,0.69,0.689368,0.005,0.68935,0.00519,3,250,,,,,,,0,0,1
1263369,,,43.229519,-0.541823,,,0.31343,0.312519,0.0005,0.31262,0.0012,-22,250,,,,,,,0,0,0
1263715,,,41.609894,-1.579935,,,0.29279,0.291861,0.0005,0.29196,0.00119,-23,250,,,,,,,0,0,0
1266657,,,43.273075,0.557482,,,0.322,0.321081,0.005,0.32118,0.00512,-22,250,,,,,,,0,0,1
1273127,,,8.556322,-43.275948,,,0.19024,0.18937,0.0005,0.18929,0.00111,20,250,,,,,,,0,0,0
1275946,,,10.403968,-43.637779,,,0.233,0.232119,0.0005,0.23205,0.00114,17,250,,,,,,,0,0,0
1276528,,,41.485169,-1.637951,,,0.24709,0.246191,0.0005,0.2463,0.00115,-26,250,,,,,,,0,0,0
1277168,,,34.195187,-4.015111,,,0.13,0.12906,0.005,0.12922,0.00509,-43,250,,,,,,,0,0,1
1277971,,,52.211922,-28.250765,,,0.2,0.199526,0.005,0.1995,0.0051,7,250,,,,,,,0,0,1
1279500,,,36.925739,-4.314926,,,0.23568,0.234707,0.0005,0.23481,0.00114,-26,250,,,,,,,0,0,0
1280201,,MCG -01-07-004,35.804948,-4.517184,35.80518,-4.516944,0.017603,0.016784,1.30E-05,0.01698,0.00085,-57,250,,,,,,,0,1,0
1280217,,,40.894306,-1.518371,,,0.36,0.359006,0.005,0.35909,0.00513,-19,250,,,,,,,0,0,1
1280240,,,55.229565,-28.688652,,,0.05999,0.059629,0.0005,0.05926,0.00101,105,250,,,,,,,0,0,0
1281668,,,9.41053,-43.920338,,,0.30791,0.306974,0.0005,0.30691,0.0012,14,250,,,,,,,0,0,0
1281886,,,41.725182,-1.009943,,,0.38493,0.383935,0.0005,0.38402,0.00126,-18,250,,,,,,,0,0,0
1282736,,,35.809322,-6.268094,,,0.37908,0.37798,0.0005,0.37805,0.00125,-16,250,,,,,,,0,0,0
1282757,,,36.111603,-6.630066,,,0.2801,0.279087,0.0005,0.27917,0.00118,-20,250,,,,,,,0,0,0
1283373,,,54.946724,-26.730389,,,0.20797,0.207538,0.0005,0.20751,0.00112,6,250,,,,,,,0,0,0
1283724,,,55.264267,-28.689762,,,0.07,0.069636,0.005,0.06956,0.00508,20,250,,,,,,,0,0,1
1283878,,,37.133164,-4.041299,,,0.3139,0.312868,0.0005,0.31296,0.0012,-20,250,,,,,,,0,0,0
1283923,,,9.115505,-43.267853,,,0.14715,0.146315,0.0005,0.14622,0.00108,25,250,,,,,,,0,0,0
1283936,,,8.877557,-44.371326,,,0.3696,0.368626,0.0005,0.36857,0.00125,12,250,,,,,,,0,0,0
1284587,,,53.508457,-28.794619,,,0.1486,0.148176,0.0005,0.14813,0.00108,11,250,,,,,,,0,0,0
1285160,,,52.398907,-28.647585,,,0.75,0.749319,0.005,0.7493,0.00521,3,250,,,,,,,0,0,1
1285317,,,9.472534,-43.314522,,,0.56555,0.564415,0.0005,0.56437,0.0014,8,250,,,,,,,0,0,0
1286398,,,36.813191,-5.119083,,,0.15142,0.150514,0.0005,0.15065,0.00108,-36,250,,,,,,,0,0,0
1287626,,,35.931824,-5.961218,,,0.305,0.30396,0.005,0.30404,0.00512,-19,250,,,,,,,0,0,1
1289288,,,10.178906,-43.948338,,,0.29093,0.290012,0.0005,0.28995,0.00119,15,250,,,,,,,0,0,0
1289555,,,40.733051,-1.392923,,,0.56289,0.561743,0.0005,0.56181,0.0014,-13,250,,,,,,,0,0,0
1289600,,,52.047657,-27.862852,,,0.42019,0.419621,0.0005,0.4196,0.00129,4,250,,,,,,,0,0,0
1289656,,,54.301674,-27.355434,,,0.54,0.539438,0.005,0.53942,0.00516,3,250,,,,,,,0,0,1
1289664,,,40.896774,-1.129924,,,0.26,0.259078,0.005,0.25919,0.00511,-26,250,,,,,,,0,0,1
1290127,,,6.690845,-43.43401,,,0.4533,0.452228,0.0005,0.45218,0.00131,10,250,,,,,,,0,0,0
1290568,,,53.512684,-28.318188,,,0.45,0.44946,0.005,0.44944,0.00514,4,250,,,,,,,0,0,1
1290779,,,54.723251,-27.905073,,,0.39,0.389508,0.005,0.38949,0.00513,4,250,,,,,,,0,0,1
1290816,,,54.172512,-27.84,,,0.21892,0.218476,0.0005,0.21845,0.00113,7,250,,,,,,,0,0,0
1291080,,,35.684559,-6.06357,,,0.445,0.443843,0.005,0.44391,0.00514,-14,250,,,,,,,0,0,1
1291090,,,9.463052,-43.721462,,,0.29292,0.291991,0.0005,0.29193,0.00119,14,250,,,,,,,0,0,0
1291639,,,54.509884,-29.330408,,,0.10195,0.101566,0.0005,0.10151,0.00105,16,250,,,,,,,0,0,0
1291794,,,55.169327,-28.711853,,,0.3956,0.395124,0.0005,0.3951,0.00127,5,250,,,,,,,0,0,0
1291957,,,7.200018,-43.562267,,,0.37244,0.371434,0.0005,0.37138,0.00125,12,250,,,,,,,0,0,0
1292145,,,53.630531,-29.648947,,,0.493,0.49246,0.0005,0.49244,0.00134,5,250,,,,,,,0,0,0
1292195,,,53.042854,-28.293522,,,0.83,0.829304,0.005,0.82929,0.00523,2,250,,,,,,,0,0,1
1292315,,,40.589321,-1.361918,,,0.1141,0.113279,0.0005,0.11347,0.00105,-50,250,,,,,,,0,0,0
1292332,,,41.143486,-1.285123,,,0.27358,0.272654,0.0005,0.27276,0.00117,-24,250,,,,,,,0,0,0
1292336,,,40.998829,-0.906124,,,0.23446,0.233558,0.0005,0.23367,0.00114,-28,250,,,,,,,0,0,0
1292560,,,35.055779,-5.361129,,,0.22582,0.224823,0.0005,0.22493,0.00114,-26,250,,,,,,,0,0,0
1293319,,,36.002407,-6.497732,,,0.2979,0.29687,0.0005,0.29695,0.00119,-19,250,,,,,,,0,0,0
1293758,,,8.483875,-43.349716,,,0.14896,0.148122,0.0005,0.14803,0.00108,25,250,,,,,,,0,0,0
1294014,,,42.803536,-0.669095,,,0.36367,0.362715,0.0005,0.3628,0.00124,-19,250,,,,,,,0,0,0
1294137,,,42.648834,0.937952,,,0.4719,0.470859,0.0005,0.47094,0.00132,-17,250,,,,,,,0,0,0
1294743,,,36.102535,-4.674933,,,0.31363,0.31258,0.0005,0.31267,0.0012,-20,250,,,,,,,0,0,0
1295027,,,35.432739,-6.940557,,,0.42676,0.425617,0.0005,0.42568,0.00129,-14,250,,,,,,,0,0,0
1295256,,,53.719418,-27.832769,,,0.443,0.442463,0.005,0.44245,0.00514,4,250,,,,,,,0,0,1
1295305,,,36.243351,-4.250854,,,0.613,0.611712,0.005,0.61177,0.00518,-12,250,,,,,,,0,0,1
1295921,,,42.614906,-0.871765,,,0.525,0.523928,0.005,0.524,0.00516,-14,250,,,,,,,0,0,1
1296273,,,41.079811,-0.450364,,,0.398,0.396978,0.005,0.39706,0.00513,-18,250,,,,,,,0,0,1
1296321,,,40.916874,-0.761946,,,0.18531,0.184441,0.0005,0.18458,0.00111,-35,250,,,,,,,0,0,0
1296657,,,36.255188,-6.278562,,,0.14715,0.146243,0.0005,0.14638,0.00108,-35,250,,,,,,,0,0,0
1297026,,,35.820992,-5.182148,,,0.25956,0.25855,0.0005,0.25865,0.00116,-23,250,,,,,,,0,0,0
1297465,,,51.795311,-27.822104,,,0.27836,0.277842,0.0005,0.27782,0.00118,5,250,,,,,,,0,0,0
1297501,,,51.838791,-28.125025,,,0.21541,0.214921,0.0005,0.2149,0.00113,6,250,,,,,,,0,0,0
1298281,,,40.267929,-0.955257,,,0.236,0.235081,0.005,0.2352,0.00511,-28,250,,,,,,,0,0,1
1298893,,,35.724033,-6.256828,,,0.19712,0.196163,0.0005,0.19627,0.00112,-28,250,,,,,,,0,0,0
1299643,,,55.102634,-26.72208,,,0.37727,0.376781,0.0005,0.37676,0.00125,4,250,,,,,,,0,0,0
1299775,,,53.438889,-29.676743,,,0.16051,0.160087,0.0005,0.16004,0.00109,11,250,,,,,,,0,0,0
1299785,,,53.911511,-28.319296,,,0.38182,0.381315,0.0005,0.38129,0.00126,5,250,,,,,,,0,0,0
1300516,,,34.546364,-5.010114,,,0.31151,0.310431,0.0005,0.31052,0.0012,-20,250,,,,,,,0,0,0
1300912,,,52.037891,-27.532908,,,0.33834,0.337801,0.0005,0.33778,0.00122,4,250,,,,,,,0,0,0
1301933,,,36.663719,-4.970757,,,0.33065,0.3296,0.0005,0.32968,0.00122,-19,250,,,,,,,0,0,0
1302058,,,53.396389,-29.190622,,,0.1983,0.197858,0.0005,0.19782,0.00112,9,250,,,,,,,0,0,0
1302117,,,8.349338,-42.571308,,,0.49349,0.492381,0.0005,0.49234,0.00134,9,250,,,,,,,0,0,0
1302141,,,7.830452,-42.5014,,,0.61,0.608798,0.005,0.60876,0.00518,7,250,,,,,,,0,0,1
1302187,,,52.161892,-27.142117,,,0.21992,0.219428,0.0005,0.21941,0.00113,5,250,,,,,,,0,0,0
1302523,,,36.317585,-4.659808,,,0.42505,0.423916,0.0005,0.42399,0.00129,-16,250,,,,,,,0,0,0
1302648,,,10.00261,-44.054123,,,0.23259,0.231715,0.0005,0.23164,0.00114,18,250,,,,,,,0,0,0
1303004,,,35.294621,-6.463124,,,0.296,0.294957,0.005,0.29504,0.00512,-20,250,,,,,,,0,0,1
1303279,,,54.906788,-27.813025,,,0.17315,0.172738,0.0005,0.1727,0.0011,9,250,,,,,,,0,0,0
1303496,,,53.848209,-29.591787,,,0.18021,0.179787,0.0005,0.17975,0.0011,10,250,,,,,,,0,0,0
1303883,,,8.863275,-44.917099,,,0.26,0.259114,0.005,0.25904,0.00511,17,250,,,,,,,0,0,1
1303952,,,35.871758,-6.921939,,,0.56387,0.562628,0.0005,0.56269,0.0014,-11,250,,,,,,,0,0,0
1304127,,,35.180489,-6.951112,,,0.73,0.728608,0.005,0.72866,0.0052,-9,250,,,,,,,0,0,1
1304442,,,52.163063,-28.108288,,,0.225,0.224514,0.005,0.22449,0.0051,6,250,,,,,,,0,0,1
1304678,,,54.870091,-27.643946,,,0.21927,0.218839,0.0005,0.21881,0.00113,7,250,,,,,,,0,0,0
1305504,,,36.058437,-5.164576,,,0.49679,0.495595,0.0005,0.49566,0.00134,-13,250,,,,,,,0,0,0
1305626,,,35.654617,-4.133254,,,0.3268,0.325727,0.0005,0.32582,0.00121,-20,250,,,,,,,0,0,0
1306029,,,40.841637,-1.957794,,,0.43,0.428955,0.005,0.42903,0.00514,-16,250,,,,,,,0,0,1
1306073,,,36.850643,-3.749355,,,0.32964,0.328588,0.0005,0.32868,0.00122,-20,250,,,,,,,0,0,0
1306141,,,54.897774,-28.910761,,,0.33286,0.3324,0.0005,0.33237,0.00122,6,250,,,,,,,0,0,0
1306299,,,54.467884,-29.181583,,,0.4715,0.470984,0.0005,0.47096,0.00132,5,250,,,,,,,0,0,0
1306360,,,53.676712,-26.486982,,,0.45534,0.454785,0.0005,0.45477,0.00131,3,250,,,,,,,0,0,0
1306390,,,43.316361,-0.030057,,,0.41009,0.409112,0.0005,0.4092,0.00128,-18,250,,,,,,,0,0,0
1306537,,,55.040997,-27.559187,,,0.48,0.479481,0.005,0.47946,0.00515,4,250,,,,,,,0,0,1
1306626,,,54.877281,-27.238987,,,0.4214,0.420895,0.0005,0.42088,0.00129,4,250,,,,,,,0,0,0
1306785,,,33.793709,-4.522241,,,0.57667,0.575352,0.0005,0.57542,0.00141,-12,250,,,,,,,0,0,0
1306980,,,7.036068,-43.291557,,,0.55,0.548856,0.005,0.54881,0.00516,8,250,,,,,,,0,0,1
1306991,,,8.468144,-42.094757,,,0.42306,0.421994,0.0005,0.42195,0.00129,10,250,,,,,,,0,0,0
1307073,,,7.700682,-43.781536,,,0.77594,0.774649,0.0005,0.77461,0.00156,7,250,,,,,,,0,0,0
1307277,,,41.738815,-0.235549,,,0.41216,0.411143,0.0005,0.41123,0.00128,-18,250,,,,,,,0,0,0
1307830,,,53.294464,-27.957768,,,0.36,0.359485,0.005,0.35947,0.00513,4,250,,,,,,,0,0,1
1308314,,,53.415611,-28.940748,,,0.407,0.40648,0.005,0.40646,0.00514,5,250,,,,,,,0,0,1
1308326,,,42.270138,0.582344,,,0.32717,0.326224,0.0005,0.32632,0.00121,-22,250,,,,,,,0,0,0
1308568,,,33.873203,-5.052549,,,0.64442,0.64305,0.0005,0.64311,0.00146,-11,250,,,,,,,0,0,0
1308582,,,37.137245,-4.372774,,,0.36812,0.367047,0.0005,0.36713,0.00124,-18,250,,,,,,,0,0,0
1308751,,,10.360195,-44.080563,,,0.3,0.29908,0.005,0.29902,0.00512,15,250,,,,,,,0,0,1
1308884,,,52.746605,-28.167975,,,0.077,0.076584,0.0005,0.07653,0.00103,15,250,,,,,,,0,0,0
1308957,,,35.13385,-6.62402,,,0.62,0.618693,0.005,0.61875,0.00518,-11,250,,,,,,,0,0,1
1309288,,,54.644871,-29.194429,,,0.26838,0.26794,0.0005,0.26791,0.00117,7,250,,,,,,,0,0,0
1309492,,,53.30085,-28.024872,,,0.33403,0.333526,0.0005,0.3335,0.00122,5,250,,,,,,,0,0,0
1309749,,,52.538422,-27.317421,,,0.79,0.789292,0.005,0.78928,0.00522,2,250,,,,,,,0,0,1
1310338,,,35.041988,-6.376677,,,0.44,0.438834,0.005,0.4389,0.00514,-14,250,,,,,,,0,0,1
1310395,,,36.534325,-6.759992,,,0.29,0.288988,0.005,0.28907,0.00511,-19,250,,,,,,,0,0,1
1312274,,,42.610977,-0.361718,,,0.42551,0.424506,0.0005,0.42459,0.00129,-17,250,,,,,,,0,0,0
1313594,,,34.832935,-5.789424,,,0.2894,0.288349,0.0005,0.28844,0.00119,-21,250,,,,,,,0,0,0
