SNID,File_key,Galaxy_Key,RA_Galaxy,Dec_Galaxy,Position_Angle,Major_Axis,Minor_Axis,Kron_Radius,Mag,Mag_Error,Flux,Flux_Error,CXX,CXY,CYY
Manipogo,icoi3h030_drz,4263,189.2059291,62.2866195,42.96,2.964,2.697,3.5,-10.845,0.0,21776.48,0.9368396,0.12477471,-0.023596095,0.12645993
Manipogo,hst_15977_03_wfc3_ir_f160w_ie0z03_drz,4264,189.0905641,62.2205863,45.4,26.119,1.082,0.0,99.0,99.0,-1200.21,0.8538911,0.43371409,-0.852516,0.42181659
Manipogo,hst_12443_aj_wfc3_ir_f125w_iboeaj_drz,4265,189.06983,62.2174937,-40.18,0.997,0.841,3.5,-0.1799,0.1152,1.180185,0.1251482,1.1747725,0.40138832,1.2430164
Manipogo,jb3706011_drc,4266,189.1149532,62.3004652,8.42,0.884,0.711,3.5,-1.2196,0.0127,3.074848,0.03584439,1.2944878,-0.20250361,1.963109
Manipogo,hst_12443_1i_wfc3_ir_f160w_iboe1i_drz,4267,189.1016909,62.2483954,67.97,7.288,6.758,3.5,-7.0737,0.0013,675.2888,0.7833005,0.021461669,-0.002132586,0.019257313
Manipogo,hst_15187_03_wfc3_ir_f140w_idn603_drz,4268,189.157439,62.2599673,33.95,0.918,0.574,6.26,-5.2157,0.0035,121.978,0.389355,1.7627859,-1.7098761,2.4571495
Manipogo,jb3705031_drc,4269,189.0672591,62.2779703,20.93,0.709,0.458,6.87,1.9542,0.2501,0.1653153,0.03807414,2.3434544,-1.8561076,4.4155498
Manipogo,hst_13779_3g_wfc3_ir_f105w_icoi3g_drz,4270,189.1437007,62.263953,-4.68,1.138,0.839,3.5,-5.8813,0.0015,225.1728,0.304082,0.77656835,0.10512453,1.4149115
Manipogo,icoi3d030_drz,4271,189.1812757,62.2735186,7.01,5.153,4.773,4.8,-5.173,0.02,117.2695,2.161087,0.037755691,-0.0015087207,0.043794181
Manipogo,hst_9583_d2_acs_wfc_f775w_drz,4272,189.1069573,62.212758,-88.79,24.698,6.813,3.5,-2.6248,0.0501,11.21781,0.517875,0.021534886,0.00084275595,0.0016483082
Manipogo,hst_13779_3f_wfc3_ir_f105w_icoi3f_drz,4273,189.1436776,62.2640052,-2.56,1.048,0.824,3.5,-6.3712,0.001,353.5696,0.3161817,0.9114055,0.050155099,1.4721494
Manipogo,hst_12443_3d_wfc3_ir_f125w_iboe3d_drz,4274,189.1176653,62.210456,62.03,3.477,3.165,3.5,-5.3262,0.0038,135.0501,0.4686253,0.09606979,-0.014187394,0.086477116
Manipogo,hst_12443_3e_wfc3_ir_f125w_drz,4275,189.2038463,62.2504147,-49.47,88.716,10.268,0.0,99.0,99.0,-117.6816,2.234411,0.0055334647,0.0092436997,0.004078201
Manipogo,ibtmi8020_drz,4276,189.159081,62.2680765,61.99,5.525,3.979,3.5,-6.2067,0.0023,303.8772,0.6501192,0.05644564,-0.025195226,0.039460711
Manipogo,hst_10339_a8_acs_wfc_f775w_j91wa8_drc,4277,189.2288144,62.2089909,-0.36,0.857,0.482,3.5,0.0579,0.0584,0.9480288,0.05099995,1.3602251,0.036852852,4.3011556
Manipogo,j8n1zr010_drc,4278,189.1271199,62.259403,-75.61,6.108,4.629,4.45,-3.2005,0.0167,19.06256,0.2923465,0.04544241,0.0095622679,0.028033441
Manipogo,hst_skycell-p2477x01y13_wfc3_ir_f160w_coarse-all_drz,4279,189.3732918,62.2659712,-43.71,86.001,42.905,3.89,-8.0943,0.0045,1728.694,7.087619,0.00033002402,0.00040762158,0.00034842166
Manipogo,hst_11600_06_acs_wfc_f775w_jb3706_drc,4280,189.1565354,62.2472045,28.63,1.167,0.591,3.5,1.9367,0.1369,0.1679975,0.02117572,1.2241834,-1.793569,2.3774531
Manipogo,icoi3c030_drz,4281,189.2058577,62.2866413,29.47,2.92,2.717,3.5,-10.8185,0.0,21251.81,0.87427,0.12167313,-0.015531103,0.1310304
Manipogo,ibtm9f020_drz,4282,189.1521269,62.2280225,-46.46,5.018,3.226,3.5,-5.7905,0.0027,207.1036,0.5224612,0.069339745,0.056289025,0.06645932
Manipogo,ic6hm1i2q_drz,4283,189.1946919,62.2346483,76.56,6.016,4.457,3.5,-0.3898,0.5999,1.431953,0.7909403,0.049113937,-0.010264752,0.028856117
Manipogo,hst_12444_5p_wfc3_ir_f160w_drz,4284,189.179104,62.28153,89.41,99.546,9.757,0.0,99.0,99.0,-49.96317,2.10698,0.010504166,-0.00021391689,0.00010201431
Manipogo,hst_12443_1j_wfc3_ir_f160w_iboe1j_drz,4285,189.1767661,62.2146192,51.42,3.044,1.792,3.82,-3.8497,0.0105,34.66459,0.3349779,0.23219469,-0.1982886,0.18702823
Manipogo,hst_9583_g6_acs_wfc_f775w_j8dng6_drc,4286,189.1454566,62.2636027,-75.5,10.136,5.353,4.6,-3.3276,0.0204,21.43058,0.4021344,0.033321749,0.012202051,0.011311618
Manipogo,hst_12442_bh_wfc3_ir_f105w_drz,4287,189.1364164,62.265043,-45.03,19.332,13.185,3.5,-4.4732,0.0107,61.55754,0.6036752,0.0042153085,0.0030762949,0.0042123105
Manipogo,hst_13063_m1_wfc3_ir_f110w_drz,4288,189.2244425,62.2408393,-83.32,131.126,14.17,0.0,99.0,99.0,-2276.339,3.60595,0.0049134633,0.0011378633,0.00012482592
Manipogo,j8n1bduoq_drc,4289,189.1473716,62.2366001,28.21,0.836,0.828,3.5,-3.3744,0.0028,22.37573,0.05844384,1.4368919,-0.02488975,1.4534221
Manipogo,hst_12445_7n_wfc3_ir_f160w_ibtm7n_drz,4290,189.1559606,62.255625,-46.77,3.496,2.11,3.5,-7.7214,0.0003,1226.218,0.2989148,0.15768857,0.14262541,0.14884044
Manipogo,iboi4gb2q_drz,4291,189.1355767,62.2831772,35.02,12.411,9.172,3.5,-7.9845,0.0014,1562.418,2.06051,0.0082688732,-0.0050707059,0.010111149
Manipogo,hst_12443_1a_wfc3_ir_f125w_iboe1a_drz,4292,189.2235845,62.2900783,-13.53,2.763,2.176,4.0,-3.3928,0.0159,22.75792,0.3324524,0.13540757,0.036434665,0.20675199
Manipogo,j8wq48csq_drz,4293,189.1083454,62.2103083,0.95,0.937,0.731,3.5,-0.8088,0.0315,2.106313,0.06112973,1.1403224,-0.024341697,1.8713808
Manipogo,j8wq48csq_drc,4294,189.1083454,62.2103083,0.95,0.937,0.731,3.5,-0.8098,0.0318,2.108162,0.06181318,1.1395047,-0.02431835,1.8711115
Manipogo,hst_11600_01_acs_wfc_f775w_jb3701_drc,4295,189.0536279,62.2501851,-17.05,4.263,3.741,6.19,-1.7705,0.0382,5.10745,0.1797194,0.056438353,0.0092152171,0.070047431
Manipogo,hst_12443_3d_wfc3_ir_f160w_iboe3d_drz,4296,189.1176949,62.2104493,8.41,4.061,3.427,3.5,-5.3294,0.0041,135.4379,0.5088963,0.061164353,-0.0070901057,0.084630191
Manipogo,hst_13063_m1_wfc3_ir_f110w_ic6hm1_drz,4297,189.1926304,62.234693,-65.66,6.74,3.529,3.5,-4.1499,0.0177,45.70493,0.7437318,0.070380487,0.043757368,0.031908356
Manipogo,hst_12443_1a_wfc3_ir_f160w_iboe1a_drz,4298,189.2255404,62.2938438,23.37,6.328,4.183,3.5,-7.0102,0.0009,636.885,0.5523113,0.030038336,-0.023434503,0.052084871
Manipogo,icoi3b030_drz,4299,189.2058775,62.2866211,28.38,2.946,2.711,3.5,-10.8258,0.0,21395.93,0.8713214,0.11994307,-0.017399812,0.13134384
Manipogo,j8wq51dfq_drz,4300,189.0675466,62.2629823,-0.1,0.858,0.568,3.5,-0.3578,0.0413,1.390382,0.05287416,1.3578204,0.0058197468,3.1047008
Manipogo,j8wq31qpq_drz,4301,189.0731936,62.3208855,8.83,0.908,0.69,3.5,-1.2501,0.0179,3.162439,0.05220882,1.2336029,-0.26986289,2.0814886
Manipogo,idn604030_drz,4302,189.205917,62.2866088,33.87,3.67,3.433,3.5,-11.0375,0.0,26002.55,0.8709889,0.077544548,-0.0097922692,0.081551507
Manipogo,hst_11600_45_acs_wfc_f775w_jb3745_drc,4303,189.1024949,62.2249731,-7.94,2.435,1.367,5.77,0.1005,0.1054,0.9116133,0.0885127,0.17568624,0.10016124,0.52790791
Manipogo,j91wbdlxq_drz,4304,189.2281564,62.2734363,13.78,0.863,0.823,3.5,-1.5276,0.0154,4.083755,0.05790983,1.3513023,-0.060934275,1.468064
Manipogo,j8wq28orq_drz,4305,189.1078254,62.2670838,9.57,0.949,0.578,4.77,-0.4548,0.0512,1.520209,0.07172146,1.1621225,-0.61784142,2.9431643
Manipogo,jb3719041_drz,4306,189.1444197,62.2401324,0.0,0.855,0.289,8.68,-1.7981,0.0087,5.238786,0.04177197,1.3678958,-0.0,12.000005
Manipogo,hst_12443_2f_wfc3_ir_f160w_drz,4307,189.1407817,62.2419909,41.41,8.273,4.794,3.5,-6.2827,0.0015,325.9028,0.4362343,0.027251266,-0.028667226,0.030863881
Manipogo,j91wddoyq_drz,4308,189.1526065,62.3148052,0.19,0.868,0.433,5.29,-0.8098,0.0338,2.10818,0.06553353,1.3285666,-0.026512507,5.3428774
Manipogo,j91wc8r3q_drc,4309,189.2324807,62.2636071,-5.91,0.641,0.409,4.69,0.7986,0.1198,0.4792342,0.05285371,2.4726574,0.72438192,5.9330511
Manipogo,hst_12443_as_wfc3_ir_f125w_iboeas_drz,4310,189.2750947,62.2738118,-3.11,2.372,1.426,3.63,-2.3241,0.0349,8.504394,0.2736026,0.17863762,0.034082234,0.49085924
Manipogo,j8dnd5030_drz,4311,189.1927541,62.3197755,-0.19,1.303,0.324,8.23,-0.7889,0.0306,2.067991,0.05822372,0.58899915,0.059572443,9.5466604
Manipogo,iboi6nvjq_drz,4312,189.1277182,62.3055323,38.63,2.503,1.917,3.5,-4.3826,0.0076,56.63121,0.3939022,0.20345192,-0.10985386,0.22829591
Manipogo,hst_12444_5j_wfc3_ir_f125w_drz,4313,189.1950229,62.2486944,-78.2,68.726,16.251,3.5,-6.0395,0.009,260.4999,2.16394,0.0036372382,0.0014309195,0.00036114975
Manipogo,hst_12443_3e_wfc3_ir_f160w_drz,4314,189.1584432,62.2411141,37.58,75.367,12.081,0.0,99.0,99.0,-775.2687,2.164818,0.002658885,-0.0064529525,0.0043688989
Manipogo,hst_12445_9c_wfc3_ir_f125w_drz,4315,189.2225135,62.2758941,88.98,70.606,5.927,3.5,-6.6181,0.0031,443.8675,1.256659,0.028456451,-0.0010065814,0.0002095579
Manipogo,hst_12443_3f_wfc3_ir_f160w_iboe3f_drz,4316,189.2331725,62.2604751,-33.72,1.605,1.21,5.67,-5.2099,0.0028,121.3288,0.3074215,0.47928971,0.27239224,0.59250361
Manipogo,jb3719021_drz,4317,189.1420578,62.240502,-45.17,0.902,0.529,5.56,1.8909,0.2458,0.1752429,0.03966162,2.4103668,2.3489864,2.3961976
Manipogo,jb3719011_drz,4318,189.144629,62.2400874,-89.76,0.794,0.499,3.56,1.9615,0.1553,0.1642087,0.02348904,4.0220575,0.020260865,1.5880628
Manipogo,hst_11600_41_acs_wfc_f775w_jb3741_drc,4319,189.0467987,62.2500662,-59.61,2.819,1.846,3.5,-0.6925,0.0392,1.892419,0.06826905,0.25053799,0.14630631,0.16871648
Manipogo,hst_12443_1c_wfc3_ir_f160w_iboe1c_drz,4320,189.3677175,62.2637596,85.47,21.73,18.528,3.5,-11.2078,0.0001,30417.93,2.256421,0.0029081833,-0.00012537392,0.0021228041
Manipogo,j91wabijq_drz,4321,189.1927001,62.2629556,87.74,0.772,0.499,3.95,1.4075,0.1807,0.2735331,0.04551856,4.0052056,-0.18324812,1.6832759
Manipogo,hst_12444_4g_wfc3_ir_f160w_iboi4g_drz,4322,189.1243772,62.2459576,69.8,1.76,0.436,7.9,-5.1907,0.0025,119.1973,0.2730417,4.6706843,-3.1991363,0.91111749
Manipogo,hst_12443_2e_wfc3_ir_f160w_iboe2e_drz,4323,188.9995353,62.2397229,-26.32,6.807,5.074,3.5,-6.4173,0.0016,368.9046,0.5543094,0.024972646,0.013714296,0.035443705
Manipogo,jb3720041_drz,4324,189.1887185,62.2612223,-61.1,0.978,0.844,4.54,1.5795,0.1915,0.2334545,0.04116479,1.3207211,0.30277503,1.1301003
Manipogo,hst_12445_9b_wfc3_ir_f160w_drz,4325,189.0638889,62.2553959,65.19,37.607,15.014,3.5,-6.6213,0.0042,445.1682,1.701302,0.0037796509,-0.0028401355,0.0013633724
Manipogo,iboi5p020_drz,4326,189.1646373,62.2951594,-8.0,3.095,2.113,4.02,-3.5903,0.0151,27.29808,0.3801552,0.10672388,0.032962166,0.22166036
Manipogo,hst_skycell-p2478x16y13_acs_wfc_f775w_all_drc,4327,189.6553767,62.3376168,7.32,1.022,0.464,3.68,2.4411,0.1792,0.1055707,0.01742319,1.0173434,-0.93069875,4.582397
Manipogo,hst_12443_1f_wfc3_ir_f160w_iboe1f_drz,4328,189.2375009,62.2458722,-66.49,17.538,5.44,4.0,-4.081,0.0314,42.89556,1.24218,0.028930767,0.022342447,0.0081110373
Manipogo,iboi4gbdq_drz,4329,189.1706574,62.2745199,78.64,1.915,1.455,3.72,-3.0542,0.0214,16.65959,0.3285826,0.46472618,-0.077158876,0.28040621
Manipogo,hst_10339_ab_acs_wfc_f775w_j91wab_drc,4330,189.1882896,62.2630835,33.01,0.71,0.703,3.5,0.1452,0.0677,0.8748555,0.05455528,1.9961667,-0.035757981,2.0120778
Manipogo,ibtm9b020_drz,4331,189.0748148,62.2492533,23.24,7.491,3.277,3.5,-5.4113,0.0048,146.05,0.6471475,0.029547125,-0.054611411,0.081402496
Manipogo,iboe1i020_drz,4332,189.102978,62.2529339,-64.1,5.844,5.583,3.5,-6.7102,0.0016,483.1591,0.7183884,0.03154929,0.0022011569,0.029817451
Manipogo,hst_12443_3a_wfc3_ir_f160w_iboe3a_drz,4333,189.0654374,62.2293801,67.76,1.379,0.996,5.7,-4.881,0.0033,89.61819,0.2694655,0.93981224,-0.33839011,0.59514403
Manipogo,iboi6nv8q_drz,4334,189.1249304,62.3049926,-44.14,3.264,2.169,3.5,-5.3422,0.0039,137.0491,0.4909591,0.15143262,0.11862993,0.15498807
Manipogo,hst_12445_9b_wfc3_ir_f160w_ibtm9b_drz,4335,189.0748229,62.2492381,3.21,7.513,3.294,3.5,-5.4189,0.0048,147.0831,0.6568257,0.017949572,-0.0083196424,0.091907643
Manipogo,hst_12444_5p_wfc3_ir_f125w_drz,4336,189.1764375,62.2837864,-82.13,70.19,12.315,3.5,-6.2979,0.0064,330.4924,1.951056,0.0064742742,0.0017333785,0.00032275656
Manipogo,hst_10339_dd_acs_wfc_f775w_j91wdd_drc,4337,189.1459082,62.2356121,-7.43,0.914,0.894,3.5,-1.3262,0.0211,3.39205,0.06578669,1.198315,0.014073578,1.2513539
Manipogo,j91wa8izq_drz,4338,189.2287698,62.2089956,-0.86,0.718,0.675,3.5,0.05,0.0556,0.9550315,0.04891988,1.9413197,0.0076038232,2.1933138
Manipogo,hst_9728_ad_acs_wfc_f775w_j8n1ad_drc,4339,189.1462615,62.2391494,42.61,0.753,0.468,3.5,-0.4579,0.0328,1.52462,0.04607908,3.0456009,-2.786613,3.2785895
Manipogo,hst_15187_02_wfc3_ir_f140w_idn602_drz,4340,189.1606736,62.2616951,-12.15,1.685,1.458,4.04,-4.7227,0.0076,77.46018,0.54515,0.35746661,0.048611477,0.46513274
Manipogo,hst_12445_9b_wfc3_ir_f125w_ibtm9b_drz,4341,189.0702585,62.2471163,68.19,1.611,1.261,4.83,-5.2769,0.0022,129.0485,0.2648433,0.59538257,-0.16796358,0.41911638
Manipogo,hst_12443_2f_wfc3_ir_f125w_iboe2f_drz,4342,189.1406594,62.2419427,38.86,6.207,3.879,3.5,-6.1907,0.0026,299.4142,0.7296711,0.041898396,-0.039570495,0.05050458
Manipogo,j91wddoyq_drc,4343,189.1526065,62.3148052,0.19,0.868,0.433,5.29,-0.8093,0.0344,2.107355,0.06672551,1.3287755,-0.026407277,5.3437867
Manipogo,j8dng6030_drc,4344,189.0756943,62.3209674,-19.09,0.747,0.434,6.71,1.7257,0.2396,0.2040354,0.04502132,2.1678274,2.1677356,4.9246683
Manipogo,hst_13063_ff_wfc3_ir_f160w_drz,4345,189.1358432,62.2579631,-56.34,45.594,11.335,3.5,-3.3588,0.0728,22.05502,1.477827,0.005540106,0.0067368401,0.0027238063
Manipogo,ibtm7nm7q_drz,4346,189.1040123,62.2780817,45.36,4.692,4.501,3.5,-12.0167,0.0,64075.64,0.8280207,0.047418699,-0.0039346199,0.047368985
Manipogo,jb3706021_drc,4347,189.1175527,62.3006074,-4.66,0.987,0.577,5.14,-1.5147,0.0132,4.035397,0.04919957,1.0403543,0.32089171,2.9956107
Manipogo,ic6hm1020_drz,4348,189.193017,62.2341475,13.75,2.972,2.267,0.0,99.0,99.0,-7.885473,0.3957475,0.11777315,-0.037571382,0.18995301
Manipogo,hst_11600_19_acs_wfc_f775w_jb3719_drc,4349,189.1425895,62.2425155,-32.65,11.424,6.718,3.5,-4.97,0.0021,97.27505,0.1878331,0.011882635,0.013171043,0.017938493
Manipogo,jb3705021_drz,4350,189.103949,62.2781108,86.35,15.524,6.544,3.5,-11.0439,0.0,26154.81,0.4136086,0.023274304,-0.0024389699,0.0042271637
Manipogo,j91wbdlxq_drc,4351,189.2281564,62.2734363,13.77,0.863,0.823,3.5,-1.5279,0.0156,4.084556,0.05874611,1.3512239,-0.060918547,1.4680178
Manipogo,hst_9583_g3_acs_wfc_f775w_j8dng3_drc,4352,189.1568426,62.2113599,57.1,13.845,3.86,3.75,-4.4626,0.0058,60.95982,0.3274929,0.048843689,-0.056450985,0.023477981
Manipogo,icat08040_drz,4353,189.185725,62.2179326,-19.06,5.283,2.202,3.5,-5.6396,0.0069,180.2295,1.139476,0.054020859,0.10525309,0.18812938
Manipogo,hst_15187_04_wfc3_ir_f140w_idn604_drz,4354,189.1572777,62.2601422,39.94,0.929,0.454,3.5,-4.7961,0.0026,82.87476,0.1993965,2.678441,-3.6276176,3.3253584
Manipogo,hst_11600_04_wfc3_ir_f140w_ib3704_drz,4355,189.1412217,62.2648096,-57.77,145.479,12.129,4.08,-8.0894,0.0072,1720.848,11.34306,0.0048774462,0.0060901842,0.0019669619
Manipogo,j8n1bduoq_drz,4356,189.1416457,62.239223,1.87,1.031,0.33,6.38,0.1317,0.0919,0.8857286,0.07496364,0.94959056,-0.54021269,9.1951256
Manipogo,jb3705011_drc,4357,189.0643636,62.2779138,13.26,0.924,0.551,3.5,-0.5818,0.0208,1.708921,0.03270669,1.2837901,-0.94682598,3.1819248
Manipogo,j8wq28orq_drc,4358,189.1078254,62.2670838,9.57,0.949,0.578,4.77,-0.4551,0.0517,1.520622,0.07237826,1.1620508,-0.61779761,2.9427936
Manipogo,hst_12443_1j_wfc3_ir_f125w_iboe1j_drz,4359,189.1736766,62.2161884,27.29,2.102,1.745,3.54,-3.3533,0.0128,21.94472,0.2594251,0.24778622,-0.083198667,0.30697736
Manipogo,idn603030_drz,4360,189.2059183,62.286618,36.08,3.565,3.384,3.5,-11.0992,0.0,27521.01,0.8593466,0.081685089,-0.0082516428,0.084340543
Manipogo,hst_12445_ac_wfc3_ir_f125w_ibtmac_drz,4361,189.1406441,62.2419558,39.73,6.368,4.072,3.5,-6.2105,0.0026,304.9375,0.7408119,0.03922971,-0.035056148,0.045748003
Manipogo,icoi3a020_drz,4362,189.2058617,62.2866387,40.08,2.995,2.797,3.5,-10.829,0.0,21458.6,0.867843,0.11826007,-0.016071973,0.12104876
Manipogo,jb3701021_drz,4363,189.023037,62.3041233,61.68,0.927,0.915,3.5,-0.3732,0.0336,1.410246,0.04361955,1.1868436,-0.024876948,1.1704673
Manipogo,hst_12445_i8_wfc3_ir_f125w_drz,4364,189.1461228,62.252338,-51.66,61.447,13.525,0.0,99.0,99.0,-778.3752,2.460672,0.0034648557,0.0050617461,0.0022665022
Manipogo,ibtm9bufq_drz,4365,189.1276413,62.2594311,67.32,3.386,2.68,4.13,-4.1411,0.0156,45.33624,0.6532738,0.13151981,-0.037038572,0.094935283
Manipogo,icoi3g040_drz,4366,189.2058575,62.2866414,44.97,2.98,2.736,3.5,-10.8264,0.0,21406.98,0.8919927,0.12312228,-0.020989086,0.1231437
Manipogo,hst_11600_05_acs_wfc_f775w_jb3705_drc,4367,189.1032528,62.2244536,-41.65,1.098,0.46,7.96,-0.7506,0.0218,1.996355,0.04015656,2.5519633,3.8751674,3.0074341
Manipogo,hst_12443_bb_wfc3_ir_f125w_iboebb_drz,4368,189.2203333,62.2456364,-55.58,8.884,6.622,3.5,-7.9065,0.0008,1454.172,1.019081,0.019568374,0.0094519295,0.015909383
Manipogo,ibohbh020_drz,4369,189.1039306,62.2780851,59.2,4.958,4.301,3.5,-11.948,0.0,60146.8,0.3085468,0.050557401,-0.011783034,0.044187371
Manipogo,ibtm7jb1q_drz,4370,189.1656728,62.2632788,-47.93,6.86,4.636,3.5,-6.1702,0.0037,293.8142,1.013905,0.035175182,0.025139168,0.032593846
Manipogo,jb3705011_drz,4371,189.1040384,62.2780364,87.24,13.779,6.491,3.5,-11.026,0.0,25727.64,0.4619122,0.023691997,-0.0017749972,0.0053094393
Manipogo,hst_12443_1b_wfc3_ir_f160w_iboe1b_drz,4372,189.2790077,62.2635007,-73.73,0.952,0.832,5.56,-0.2969,0.1524,1.314531,0.1844217,1.4164652,0.18308903,1.1295028
Manipogo,jb3720011_drz,4373,189.197429,62.2605389,0.0,0.974,0.289,8.84,-1.5371,0.0131,4.119446,0.04967768,1.0534075,-0.0,12.000005
Manipogo,jb3705021_drc,4374,189.0682473,62.2781039,82.52,0.724,0.671,3.5,1.7716,0.1661,0.1956006,0.02991716,2.2130735,-0.079878166,1.9139915
Manipogo,hst_12445_9c_wfc3_ir_f160w_drz,4375,189.1329934,62.2764042,67.86,38.948,15.353,3.5,-5.9941,0.0076,249.8353,1.745041,0.0037332918,-0.0025014682,0.0011681009
Manipogo,jb3723011_drc,4376,189.1810242,62.2193828,5.08,0.983,0.351,6.47,1.4326,0.1801,0.2672838,0.04431424,1.0901605,-1.2529485,8.0843115
Manipogo,jb3706021_drz,4377,189.1127169,62.2994576,53.32,3.384,2.125,4.91,-2.0289,0.0269,6.479847,0.1605326,0.17352138,-0.12842315,0.13515781
Manipogo,hst_9727_28_acs_wfc_f775w_j8wq28_drc,4378,189.2298487,62.2082696,0.39,1.023,0.418,5.42,-1.8645,0.0136,5.569186,0.06973031,0.95512092,-0.064891197,5.7348013
Manipogo,hst_12443_2h_wfc3_ir_f125w_iboe2h_drz,4379,189.2204068,62.2456018,-69.69,8.153,5.832,3.5,-7.8968,0.0007,1441.227,0.9094327,0.027670356,0.0093472609,0.016775694
Manipogo,iboe3bebq_drz,4380,189.1452898,62.2745314,-79.77,3.418,2.722,3.5,-5.0308,0.0062,102.8747,0.589662,0.13341342,0.017263761,0.087154411
Manipogo,hst_9728_bd_acs_wfc_f775w_j8n1bd_drc,4381,189.1507505,62.2353265,46.04,0.934,0.929,3.5,-0.826,0.0353,2.140003,0.06947173,1.1520466,-0.012511418,1.1515934
Manipogo,hst_13420_04_wfc3_ir_f105w_icat04_drz,4382,189.1406639,62.2419813,42.2,5.546,2.94,3.82,-5.8643,0.0076,221.6734,1.552757,0.070025742,-0.082748316,0.078143515
Manipogo,hst_12443_1i_wfc3_ir_f160w_drz,4383,189.0794444,62.2615457,51.52,86.759,11.023,0.0,99.0,99.0,-0.3115743,1.736808,0.0050957999,-0.0078885676,0.0032675564
Manipogo,hst_9583_g6_acs_wfc_f775w_drz,4384,189.0735471,62.2655977,11.19,68.631,17.131,3.5,-4.6042,0.0231,69.45166,1.474936,0.00033263932,-0.0012165491,0.0032871254
Manipogo,hst_9727_31_acs_wfc_f775w_j8wq31_drc,4385,189.19017,62.2622025,-3.16,0.827,0.8,3.5,-1.2195,0.0187,3.074574,0.0528271,1.4625367,0.010917498,1.5611712
Manipogo,hst_12461_gn_acs_wfc_f775w_jbwjgn_drc,4386,189.1039989,62.2564505,-21.34,0.815,0.776,3.5,-2.6907,0.0058,11.91982,0.06317569,1.5257087,0.10549594,1.6400899
Manipogo,hst_13779_3c_wfc3_ir_f105w_icoi3c_drz,4387,189.1756493,62.2626485,-40.16,5.713,3.813,11.17,-8.6202,0.002,2806.0,5.286027,0.046498604,0.037601341,0.052915722
Manipogo,hst_12443_3f_wfc3_ir_f125w_iboe3f_drz,4388,189.2328387,62.2603768,58.77,1.647,1.219,5.19,-5.2034,0.0026,120.6072,0.292812,0.59138119,-0.27036902,0.45040476
Manipogo,iboi4g020_drz,4389,189.1822924,62.2628931,55.29,2.059,1.495,3.5,-2.5309,0.0255,10.28882,0.241125,0.37873775,-0.19797038,0.30441225
Manipogo,hst_12443_2i_wfc3_ir_f125w_iboe2i_drz,4390,189.3154291,62.2379745,-79.64,6.105,2.118,3.5,-4.7307,0.0066,78.03306,0.4728339,0.21659073,0.069388233,0.033174828
Manipogo,jb3723011_drz,4391,189.0820701,62.2314474,-61.37,11.306,5.211,3.5,-5.1262,0.0029,112.3278,0.2948269,0.030172404,0.024399608,0.014483403
Manipogo,jb3720041_drc,4392,189.1887194,62.2612222,-62.7,0.981,0.841,4.3,1.7024,0.2144,0.2084609,0.04116361,1.3358691,0.30545375,1.1188607
Manipogo,j91wa8izq_drc,4393,189.2287698,62.2089956,-0.86,0.718,0.675,3.5,0.05,0.0564,0.9549701,0.04955916,1.9413794,0.0075857625,2.1935909
Manipogo,iboebbjiq_drz,4394,189.2203917,62.2455834,-49.89,8.108,6.272,3.5,-7.8963,0.001,1440.491,1.316405,0.021181505,0.010059286,0.019446988
Manipogo,hst_9728_zr_acs_wfc_f775w_j8n1zr_drc,4395,189.1788003,62.1936766,-22.77,2.255,1.683,3.5,-0.7751,0.0465,2.041959,0.08747573,0.2201163,0.1117315,0.32972631
Manipogo,hst_13063_ff_wfc3_ir_f125w_drz,4396,189.1257598,62.2503038,-50.79,30.095,7.329,3.5,-5.5047,0.0084,159.17,1.226941,0.011619181,0.017158091,0.0081035458
Manipogo,j8dng3030_drz,4397,189.1101005,62.2670641,-28.98,0.818,0.593,3.5,1.8804,0.1752,0.1769416,0.02854281,1.8099849,1.1443645,2.5261264
Manipogo,idn602030_drz,4398,189.1806382,62.2812845,-65.07,6.038,3.208,3.51,-5.4947,0.0074,157.7218,1.080432,0.084798105,0.053321276,0.039823398
Manipogo,hst_9728_zq_acs_wfc_f775w_j8n1zq_drc,4399,189.167064,62.1952986,-70.98,0.777,0.441,3.5,1.8784,0.1559,0.1772778,0.0254409,4.7806816,2.1533442,2.0285573
Manipogo,iboe3eu0q_drz,4400,189.2069472,62.2595204,50.8,3.776,1.871,3.59,-3.5364,0.0217,25.97498,0.5196502,0.19952053,-0.21108033,0.15622355
Manipogo,iboe3b020_drz,4401,189.1549533,62.279509,64.43,4.04,3.387,3.5,-5.8242,0.0026,213.6465,0.5099596,0.082357578,-0.0201828,0.066095725
Manipogo,hst_12443_3b_wfc3_ir_f160w_iboe3b_drz,4402,189.1217902,62.2565283,-51.34,1.963,1.528,3.5,-1.165,0.0902,2.924145,0.2428033,0.36256486,0.16492236,0.32548261
Manipogo,j8n1zr010_drz,4403,189.1271201,62.259403,-75.6,6.102,4.634,4.38,-3.1913,0.0164,18.90273,0.28461,0.04534509,0.0094920611,0.028074631
Manipogo,j8dnd5030_drc,4404,189.1927541,62.3197755,-0.19,1.303,0.324,8.23,-0.7891,0.0307,2.068387,0.05844229,0.58891892,0.059607804,9.5455055
Manipogo,jb3701031_drc,4405,189.0121594,62.3031083,-12.63,1.056,0.553,3.5,1.0976,0.075,0.3638894,0.0251466,1.0098281,1.0150763,3.1601727
