SNID,File_key,Galaxy_Key,RA_Galaxy,Dec_Galaxy,Position_Angle,Major_Axis,Minor_Axis,Kron_Radius,Mag,Mag_Error,Flux,Flux_Error,CXX,CXY,CYY
Gabi,hst_9583_h7_acs_wfc_f775w_drz,5599,189.0741394,62.1262965,-47.39,170.874,7.684,3.5,-5.1627,0.0133,116.1716,1.426486,0.0091888756,0.016842756,0.0077811093
Gabi,j91wb7iaq_drc,5600,189.2350647,62.2003189,0.74,0.948,0.433,5.46,-1.3199,0.0219,3.372491,0.06790698,1.1136315,-0.1090256,5.3405404
Gabi,hst_13063_c1_wfc3_ir_f160w_drz,5601,189.1005552,62.1766166,-89.8,67.704,7.576,3.5,-5.2564,0.0059,126.6398,0.6909362,0.01742064,0.00012237864,0.0002183786
Gabi,ib3746060_drz,5602,189.0279208,62.1893048,83.59,2.989,1.799,3.5,-4.7244,0.0098,77.58194,0.6996195,0.30641246,-0.043703146,0.11438177
Gabi,j91wdcofq_drz,5603,189.0668726,62.2788641,0.92,0.846,0.411,5.6,-1.4977,0.0185,3.972579,0.06764769,1.3978592,-0.14597756,5.9188786
Gabi,j8n1a6jaq_drc,5604,188.9792419,62.1660613,86.59,0.973,0.859,3.5,-2.3426,0.0108,8.650482,0.086132,1.3533137,-0.035456635,1.057145
Gabi,j8wq44bhq_drc,5605,189.0343925,62.1565587,71.78,0.921,0.847,3.5,-2.8653,0.005,14.0002,0.06457968,1.3728303,-0.1279089,1.1996396
Gabi,j8n1abfmq_drc,5606,188.9013752,62.2034099,-20.78,0.7,0.449,3.5,1.6816,0.2423,0.2125004,0.04741951,2.406553,1.9405823,4.5951834
Gabi,hst_9583_e7_acs_wfc_f775w_drz,5607,189.1598211,62.1663287,-46.36,101.721,4.924,0.0,99.0,99.0,-2.905524,0.9382644,0.021644106,0.041099507,0.019694887
Gabi,iboe1rjoq_drz,5608,189.0256113,62.1919985,40.14,2.921,2.528,3.5,-8.4724,0.0002,2448.834,0.4878757,0.13353403,-0.038677808,0.14015725
05D2ac,hst_14114_53_wfc3_ir_f160w_icxe53_drz,5609,149.73478,2.491682,-76.86,4.708,3.797,3.5,-6.0983,0.0058,274.9953,1.460765,0.068110123,0.010737103,0.046364117
05D2ac,icxe53010_drz,5610,149.7948752,2.5143095,-13.56,1.83,1.744,3.5,-6.449,0.0018,379.8494,0.6125919,0.30014065,0.013880909,0.32723412
05D2ac,icxe50010_drz,5611,149.7741955,2.3740113,-13.55,13.983,12.23,3.5,-8.1021,0.003,1741.125,4.796895,0.0052004401,0.00071590196,0.0065988624
05D2ac,hst_14114_50_wfc3_ir_f160w_icxe50_drz,5612,149.7361507,2.3517677,-42.04,5.297,3.903,3.5,-6.9963,0.003,628.7887,1.710644,0.049103025,0.029852882,0.052194711
06D2ca,hst_14114_47_wfc3_ir_f160w_icxe47_drz,5613,149.7352502,2.2152521,19.73,3.857,3.566,3.5,-5.9654,0.0063,243.3145,1.403032,0.068536289,-0.0072567863,0.077350944
06D2ca,icxe47010_drz,5614,149.7375769,2.2118321,-32.73,1.263,0.741,3.5,-1.3077,0.1091,3.334927,0.335076,0.97635728,1.088338,1.4733758
06D2ca,hst_14114_46_wfc3_ir_f160w_icxe46_drz,5615,149.8129404,2.2058755,83.59,8.074,3.798,3.5,-7.0733,0.0031,675.0065,1.956251,0.06866888,-0.0119865,0.016014965
06D2ca,icxe46010_drz,5616,149.8171003,2.2129085,46.18,3.754,3.286,3.5,-11.514,0.0,40325.83,1.219032,0.082242265,-0.021649977,0.0813464
2015F,hst_14611_01_wfc3_uvis_f625w_id6901_drc,5617,114.0409432,-69.5446414,82.02,1.189,0.679,3.5,1.0802,0.1086,0.3697765,0.03698878,2.1383572,-0.40132183,0.73552269
2015F,id6905030_drz,5618,114.1392466,-69.5090748,-21.58,1.287,0.752,3.5,1.1115,0.0789,0.3592591,0.02609915,0.76103514,0.79710537,1.6111792
2015F,id6907020_drz,5619,114.0583131,-69.5316528,-0.24,0.844,0.353,6.86,-2.6667,0.0032,11.659,0.03474437,1.4054812,0.055388253,8.0338821
2015F,hst_skycell-p0083x04y13_wfc3_ir_f160w_all_drz,5620,114.1329135,-69.569924,81.58,5.225,3.517,3.5,-5.9632,0.0116,242.8165,2.600562,0.0798994,-0.012817631,0.037577704
2015F,ie5416040_drz,5621,114.073091,-69.4743366,64.4,1.723,1.655,3.5,-10.2001,0.0016,12023.48,17.90018,0.35965914,-0.021904223,0.342051
2015F,ie5416010_drz,5622,114.1307335,-69.4825076,84.66,2.444,0.708,3.5,-4.2559,0.1375,50.39292,6.378023,1.9807385,-0.33921346,0.18326896
2015F,hst_15889_16_wfc3_ir_f160w_ie5416_drz,5623,114.10126,-69.5139732,-11.04,1.269,0.703,3.58,-8.3079,0.0026,2104.534,5.084479,0.67268926,0.52593523,1.9693716
2015F,hst_13646_40_wfc3_ir_f160w_ick440_drz,5624,114.0890128,-69.580023,66.64,0.92,0.527,5.38,-5.0092,0.0169,100.8502,1.572147,3.2245917,-1.7644683,1.5630784
2015F,id6914010_drc,5625,114.100726,-69.5281074,-3.04,0.973,0.44,5.42,2.6105,0.2395,0.09032524,0.01992189,1.0675392,0.43543699,5.1605921
2015F,hst_skycell-p0083x04y13_wfc3_ir_f105w_all_drz,5626,114.0976062,-69.5111253,-36.48,3.589,1.835,3.5,-7.5604,0.0049,1057.195,4.749841,0.15516675,0.20973955,0.21947129
2015F,hst_16671_02_wfc3_ir_f160w_ienp02_drz,5627,114.0766302,-69.5533744,56.45,39.075,9.394,3.5,-8.4887,0.012,2485.965,27.51518,0.0080712726,-0.009834785,0.0039154277
2015F,hst_14611_05_wfc3_uvis_f625w_id6905_drc,5628,114.0154281,-69.5228073,38.68,13.068,9.994,4.14,-4.0442,0.0112,41.46454,0.4284754,0.0074788993,-0.0040551485,0.0083883936
2015F,hst_13646_36_wfc3_ir_f160w_ick436_drz,5629,114.0708156,-69.5745026,-30.05,9.446,4.491,7.57,-7.2788,0.0278,815.697,20.88871,0.020831138,0.033268753,0.039961681
2015F,hst_15889_16_wfc3_ir_f125w_ie5416_drz,5630,114.0828905,-69.5062122,86.98,6.428,2.509,5.59,-8.8176,0.0233,3365.409,72.33575,0.1584221,-0.014149271,0.024576526
2015F,hst_skycell-p0083x04y13_wfc3_ir_f105w_coarse-all_drz,5631,114.0974278,-69.5110589,67.48,1.55,1.106,3.5,-8.3818,0.0073,2252.817,15.11228,0.75864536,-0.28371972,0.47529063
2015F,ie5416070_drz,5632,114.1237854,-69.4788108,35.1,1.938,0.654,3.5,-4.9134,0.1402,92.33774,11.92283,0.95233357,-1.9525766,1.6552571
2015F,hst_13646_34_wfc3_ir_f160w_ick434_drz,5633,114.0431838,-69.5789696,-81.44,1.247,1.203,3.5,-5.9033,0.0085,229.7939,1.790053,0.68979144,0.014128941,0.64390743
2015F,id6901020_drc,5634,113.9999106,-69.5018641,86.78,0.886,0.84,3.5,-3.5645,0.0016,26.65718,0.03914904,1.4159945,-0.015906885,1.2750036
2015F,ie5416060_drz,5635,114.1263573,-69.479103,28.81,3.61,1.657,8.68,-7.3579,0.0761,877.3452,61.44908,0.14351024,-0.24282627,0.29744184
2015F,id6905030_drc,5636,114.1392482,-69.5090752,-26.39,1.237,0.722,3.5,1.098,0.0741,0.3637462,0.02481376,0.90348989,1.0070332,1.668287
2015F,hst_skycell-p0083x04y13_wfc3_ir_f160w_coarse-all_drz,5637,114.1329363,-69.5699281,-86.88,1.571,0.648,5.84,-6.0374,0.0278,259.9915,6.652909,2.3728275,0.21425463,0.41109914
2015F,id6903030_drz,5638,114.0903258,-69.4829699,1.45,0.897,0.413,5.76,-1.9084,0.0071,5.799329,0.03769474,1.2467541,-0.23402189,5.8683038
2015F,hst_skycell-p0083x04y13_wfc3_ir_f125w_coarse-all_drz,5639,114.0959167,-69.5101085,69.43,2.104,1.515,3.5,-8.7763,0.0067,3239.667,19.91831,0.40978864,-0.13804805,0.25178376
2015F,id6904020_drz,5640,114.1353954,-69.4980647,-38.66,1.007,0.815,6.47,1.3017,0.1491,0.3015193,0.04139578,1.1884407,0.50750804,1.3026232
2015F,hst_13646_42_wfc3_ir_f160w_ick442_drz,5641,114.0931847,-69.5537515,-81.55,19.864,11.805,5.79,-8.8059,0.0123,3329.256,37.85235,0.0070760096,0.0013488606,0.002634411
2015F,id6901020_drz,5642,113.9999106,-69.5018641,86.79,0.886,0.84,3.5,-3.5645,0.0016,26.65685,0.0394113,1.4159571,-0.015897922,1.2747666
2015F,hst_15889_16_wfc3_ir_f105w_ie5416_drz,5643,114.0827789,-69.5070249,-33.15,15.039,5.259,6.62,-9.6423,0.0286,7193.419,189.6099,0.013909779,0.029056989,0.026667578
2015F,hst_14611_04_wfc3_uvis_f625w_id6904_drc,5644,114.0437867,-69.5298181,24.62,1.507,1.263,3.5,1.3532,0.1631,0.2875495,0.04317455,0.47285441,-0.14087428,0.59430951
2015F,hst_15889_16_wfc3_ir_f140w_ie5416_drz,5645,114.0828031,-69.5070406,-30.03,15.784,7.797,5.87,-10.2288,0.0187,12345.87,212.9266,0.0071290038,0.010775905,0.013333305
2015F,hst_13646_38_wfc3_ir_f160w_ick438_drz,5646,114.0889857,-69.5800191,61.32,1.258,0.531,4.64,-4.7583,0.0219,80.04358,1.613791,2.8787599,-2.4581401,1.303896
2015F,id6914010_drz,5647,114.0992985,-69.5277764,60.41,0.763,0.551,3.5,2.1864,0.1033,0.133485,0.01270012,2.9063666,-1.3523701,2.0998495
2015F,hst_skycell-p0083x04y13_wfc3_ir_f125w_all_drz,5648,114.0828764,-69.5061966,-80.89,18.078,6.032,5.64,-8.3795,0.0162,2248.121,33.47933,0.026872348,0.0076407809,0.0036726475
2015F,id6903030_drc,5649,114.0903258,-69.4829699,1.45,0.896,0.412,5.76,-1.9077,0.0069,5.795184,0.03664875,1.2473598,-0.23437403,5.8743682
2015F,id6907020_drc,5650,114.0583131,-69.5316528,-0.24,0.843,0.353,6.86,-2.6663,0.0032,11.65495,0.03445632,1.4057695,0.055009451,8.0360107
2015F,hst_14611_14_wfc3_uvis_f625w_id6914_drc,5651,114.1044392,-69.5279482,-0.59,0.803,0.503,3.5,2.858,0.1887,0.07191338,0.01249354,1.549647,0.049812641,3.9528427
2015F,hst_skycell-p0083x04y13_wfc3_ir_f140w_all_drz,5652,114.0829015,-69.5061851,-77.85,24.151,7.433,5.43,-8.7808,0.0132,3253.309,39.62554,0.01737576,0.0067433286,0.0024403746
2015F,hst_skycell-p0083x04y13_wfc3_ir_f140w_coarse-all_drz,5653,114.0993067,-69.5119736,-76.0,2.7,1.063,3.5,-7.937,0.0136,1495.497,18.70156,0.84171003,0.35134217,0.18092571
2015F,id6904020_drc,5654,114.1353955,-69.4980647,-40.77,1.004,0.811,6.95,1.2994,0.1582,0.3021718,0.0440084,1.2170157,0.52108115,1.2944317
2015F,hst_14611_07_wfc3_uvis_f625w_id6907_drc,5655,114.0595647,-69.5320847,-40.07,1.616,0.791,7.31,0.3239,0.1094,0.7420364,0.07473388,0.88689435,1.1984099,1.0953124
2015F,hst_14611_03_wfc3_uvis_f625w_id6903_drc,5656,113.977196,-69.5350465,-17.68,1.155,0.667,7.13,0.3098,0.0916,0.7517875,0.06342217,0.8882072,0.86774957,2.1110396
2015F,hst_13646_32_wfc3_ir_f160w_ick432_drz,5657,114.0431669,-69.5789656,49.24,1.236,1.225,3.5,-5.9199,0.0085,233.3278,1.827204,0.66146982,-0.011993669,0.65968102
2015F,hst_skycell-p0083x04y13_wfc3_uvis_f625w_all_drc,5658,114.0442462,-69.5439735,71.44,51.333,20.12,3.5,-3.9706,0.0309,38.74791,1.103705,0.002258437,-0.0012615509,0.00059124938
2018gv,hst_15145_ae_wfc3_ir_f160w_idggae_drz,5659,121.4213883,-11.4285134,23.49,73.842,53.526,3.5,-10.4142,0.0034,14644.83,46.06688,0.00020971759,-0.00012110671,0.00032272324
2018gv,hst_15889_18_wfc3_ir_f160w_ie5418_drz,5660,121.3859578,-11.4411362,82.17,1.516,0.821,6.67,-5.414,0.0846,146.4243,11.41071,1.4635149,-0.28301477,0.45448714
2018gv,idz001020_drz,5661,121.4075546,-11.4273499,24.47,58.325,25.293,3.5,-12.6275,0.0001,112463.1,13.29544,0.00051173288,-0.00095702364,0.0013454285
2018gv,hst_skycell-p1084x11y05_wfc3_ir_f125w_all_drz,5662,121.3908579,-11.4405531,-37.9,7.02,2.549,0.0,99.0,99.0,-458.6793,8.391207,0.070738472,0.12958312,0.1035107
2018gv,hst_15693_03_wfc3_ir_f160w_idz003_drz,5663,121.4091835,-11.4600644,33.55,6.398,2.126,3.92,-9.4931,0.0005,6269.731,2.746244,0.084511437,-0.18121246,0.16105984
2018gv,hst_skycell-p1084x11y05_wfc3_ir_f110w_coarse-all_drz,5664,121.4129794,-11.4552884,62.03,1.849,0.685,3.5,-4.7638,0.0073,80.44921,0.5426558,1.7266772,-1.523176,0.69691211
2018gv,idgga1020_drz,5665,121.4080706,-11.4197182,34.99,76.679,26.699,3.5,-9.3375,0.0121,5432.488,60.76354,0.00057536125,-0.0011581897,0.00099752634
2018gv,hst_15145_ab_wfc3_ir_f160w_idggab_drz,5666,121.4142207,-11.435416,-58.46,32.482,17.281,3.5,-8.6271,0.0067,2823.747,17.54278,0.0026917607,0.0021405024,0.0016046029
2018gv,idggad020_drz,5667,121.4002311,-11.4259042,-41.38,36.59,29.672,3.5,-10.3751,0.0032,14126.32,41.6538,0.00091688446,0.00038577552,0.0009658662
2018gv,hst_skycell-p1084x11y05_wfc3_ir_f160w_coarse-all_drz,5668,121.3900556,-11.4632669,72.22,3.291,3.043,3.5,-5.9738,0.0042,245.1887,0.9457278,0.10651144,-0.0091084233,0.093772851
2018gv,iebs04020_drz,5669,121.4189194,-11.4183282,-45.23,90.715,9.399,3.5,-6.5984,0.0234,435.8829,9.406432,0.0057662837,0.01119733,0.0056744595
2018gv,idgga4020_drz,5670,121.4081325,-11.4196686,25.34,54.794,24.068,3.5,-9.4026,0.0092,5768.208,48.60537,0.00058827386,-0.0010778561,0.0014711152
2018gv,hst_15145_ad_wfc3_ir_f160w_idggad_drz,5671,121.4188603,-11.4221724,44.09,125.08,21.698,3.5,-9.8544,0.0043,8745.333,34.25155,0.001061221,-0.0020591279,0.0011267875
2018gv,idggaf020_drz,5672,121.4080706,-11.4196699,36.2,72.865,27.229,3.5,-9.2531,0.0126,5025.981,58.51086,0.00059318804,-0.0011061328,0.00094390853
2018gv,hst_15693_01_wfc3_ir_f160w_idz001_drz,5673,121.3900563,-11.4632663,69.01,3.186,2.903,3.5,-5.9942,0.0045,249.857,1.035046,0.11606992,-0.0134497,0.10112093
2018gv,hst_15145_ac_wfc3_ir_f160w_idggac_drz,5674,121.407925,-11.4272353,-11.37,68.141,18.897,3.5,-12.8276,0.0003,135220.1,43.02999,0.00031592298,0.00099966757,0.002699906
2018gv,hst_16250_01_wfc3_ir_f160w_iebs01_drz,5675,121.4012094,-11.4355815,26.64,89.577,15.487,3.5,-9.6642,0.0041,7339.848,27.89137,0.00093804224,-0.0032424573,0.0033559138
2018gv,idggae020_drz,5676,121.4095734,-11.4329555,-58.68,32.941,10.794,3.5,-9.5143,0.0041,6393.43,23.93163,0.0065126405,0.0068041976,0.002991729
2018gv,hst_15889_18_wfc3_ir_f125w_ie5418_drz,5677,121.391009,-11.4400368,48.22,2.604,0.713,3.5,-4.8237,0.2001,85.012,15.66367,1.1595848,-1.8085957,0.95548457
2018gv,jw02875-o001_t001_nircam_clear-f090w_i2d,5678,121.3794384,-11.4653049,-10.02,1.053,0.395,7.65,-0.0925,0.1671,1.088897,0.1675005,1.0690525,1.8925027,6.2555814
2018gv,hst_15145_a1_wfc3_ir_f160w_idgga1_drz,5679,121.3916072,-11.4300889,52.44,57.286,20.852,3.5,-10.5611,0.0016,16766.02,24.2192,0.0015585704,-0.001928189,0.0010460154
2018gv,hst_16250_02_wfc3_ir_f160w_iebs02_drz,5680,121.3909842,-11.4281227,54.42,44.703,25.225,3.5,-9.3865,0.0043,5683.186,22.61904,0.0012089188,-0.0010137215,0.00086301775
2018gv,hst_skycell-p1084x11y05_wfc3_ir_f105w_coarse-all_drz,5681,121.3902679,-11.4407335,-52.81,4.789,0.201,10.05,-10.0716,0.0032,10681.63,30.99757,15.67507,23.719912,9.0420294
2018gv,hst_15145_a7_wfc3_ir_f160w_idgga7_drz,5682,121.4142304,-11.4353912,-63.08,44.189,16.276,3.5,-8.7026,0.0073,3027.073,20.22515,0.003105825,0.0026343279,0.0011810067
2018gv,hst_15889_18_wfc3_ir_f140w_ie5418_drz,5683,121.3885106,-11.4410795,61.29,1.807,0.832,3.5,-6.6749,0.0332,467.6721,14.2821,1.1828569,-0.96029252,0.5693863
2018gv,idgga7020_drz,5684,121.393357,-11.4316502,-74.68,77.423,16.629,4.06,-10.0593,0.0057,10561.51,55.59094,0.0033755105,0.0017575418,0.00040749635
2018gv,hst_skycell-p1084x11y05_wfc3_ir_f110w_all_drz,5685,121.4129412,-11.4551522,79.09,6.89,2.042,3.5,-4.805,0.0029,83.56001,0.2219443,0.23200102,-0.081298262,0.028901398
2018gv,hst_15145_a9_wfc3_ir_f160w_idgga9_drz,5686,121.4080391,-11.4272129,-15.78,65.818,19.028,3.5,-12.8982,0.0002,144310.2,28.91873,0.00041791462,0.0013244099,0.0025748806
2018gv,jw02875-o001_t001_nircam_clear-f150w_i2d,5687,121.3789928,-11.4673477,18.57,0.778,0.441,8.27,-0.029,0.1661,1.027059,0.1570809,2.0052269,-2.1133215,4.7957692
2018gv,hst_skycell-p1084x11y05_wfc3_ir_f105w_all_drz,5688,121.3893995,-11.4408202,23.54,3.229,2.55,3.5,-5.9325,0.0259,236.0536,5.636043,0.1051454,-0.042339835,0.14450876
2018gv,hst_16250_02_wfc3_ir_f110w_iebs02_drz,5689,121.4131962,-11.4550839,-57.22,2.959,1.003,5.01,-6.753,0.0059,502.593,2.734195,0.7362799,0.80110157,0.37209496
2018gv,hst_15693_02_wfc3_ir_f160w_idz002_drz,5690,121.4077011,-11.4273039,-13.96,58.898,19.079,3.5,-12.8524,0.0002,138342.1,24.75919,0.00043129499,0.0011510715,0.0026042268
2018gv,hst_16250_04_wfc3_ir_f160w_iebs04_drz,5691,121.4083061,-11.4434144,42.36,194.136,116.33,5.95,-11.507,0.0015,40069.49,56.78339,4.8035217e-05,-4.7160793e-05,5.2392475e-05
2018gv,ie5418070_drz,5692,121.4012722,-11.4256927,22.31,4.754,2.778,7.63,-8.4769,0.0374,2458.994,84.58783,0.056551028,-0.059948251,0.11729912
2018gv,hst_16250_03_wfc3_ir_f160w_iebs03_drz,5693,121.3889029,-11.4258428,53.49,78.087,18.266,3.5,-9.077,0.007,4273.757,27.36538,0.0019942205,-0.0027096756,0.0011669308
2018gv,ie5418060_drz,5694,121.4012532,-11.4256611,-77.97,3.263,1.949,6.65,-7.1667,0.0755,735.6439,51.11741,0.25589967,0.069024652,0.10125033
2018gv,iebs01020_drz,5695,121.4135693,-11.418612,45.93,91.347,26.988,3.5,-10.784,0.006,20587.5,114.0711,0.00076685246,-0.0012524626,0.00072596443
2018gv,idggab020_drz,5696,121.4183071,-11.4165082,52.0,57.307,11.327,5.87,-9.7898,0.0075,8239.541,56.74897,0.0049553071,-0.0072672865,0.0031434449
2018gv,iebs03020_drz,5697,121.3933415,-11.4316043,79.21,80.131,18.092,4.58,-10.7163,0.0059,19343.37,105.083,0.0029534439,-0.0010668478,0.00025744291
2018gv,ie5418040_drz,5698,121.3956101,-11.4316503,49.19,2.104,1.571,6.16,-6.096,0.1359,274.4146,34.32826,0.32862586,-0.17733797,0.30249214
2018gv,idz005020_drz,5699,121.4022299,-11.4229578,-87.35,54.413,29.181,3.5,-9.3407,0.0089,5448.746,44.63379,0.0011725954,7.7280158e-05,0.00033953888
2018gv,iebs01010_drz,5700,121.4081843,-11.4196397,-9.59,40.349,20.233,3.5,-9.1855,0.0088,4722.914,38.39033,0.00066501048,0.00060085318,0.0023920431
2018gv,iebs02020_drz,5701,121.4233925,-11.4341313,18.99,26.768,22.323,3.5,-10.5048,0.0033,15918.6,49.04154,0.0014603874,-0.00037608977,0.0019420589
2018gv,hst_skycell-p1084x11y05_wfc3_ir_f140w_all_drz,5702,121.389089,-11.4409932,-56.48,4.113,1.678,0.0,99.0,99.0,-165.1768,5.276237,0.26494735,0.27269238,0.14943871
2018gv,idgga8020_drz,5703,121.3932895,-11.4315786,-74.74,77.201,16.698,3.81,-10.0524,0.0055,10494.01,52.89809,0.003349609,0.0017359129,0.00040455
2018gv,hst_15145_a8_wfc3_ir_f160w_idgga8_drz,5704,121.4142649,-11.435424,-66.54,49.345,15.763,3.5,-8.7549,0.0072,3176.51,21.03503,0.0034517196,0.0026400129,0.0009836636
2018gv,idz003020_drz,5705,121.4128798,-11.4329361,21.74,176.746,35.218,3.5,-10.6787,0.0049,18685.26,84.98315,0.0001381937,-0.00053268159,0.00070008048
2018gv,idggac020_drz,5706,121.4005091,-11.4261599,-8.15,29.259,25.108,3.5,-10.3427,0.0027,13710.97,34.57048,0.0011764679,0.00011732872,0.0015778558
2018gv,iebs02010_drz,5707,121.4089027,-11.4333374,-67.49,81.277,22.355,3.5,-9.9804,0.0059,9821.086,53.17021,0.0017299261,0.0013085356,0.00042255624
2018gv,hst_skycell-p1084x11y05_wfc3_ir_f125w_coarse-all_drz,5708,121.3907676,-11.4406579,-85.78,1.342,0.339,5.41,-6.6669,0.0277,464.2704,11.84777,8.662571,1.1976489,0.59943765
2018gv,hst_skycell-p1084x11y05_wfc3_ir_f140w_coarse-all_drz,5709,121.3885204,-11.4410759,64.94,1.807,1.061,4.06,-6.464,0.0511,385.136,18.13867,0.78320873,-0.44603759,0.41052365
2018gv,hst_15145_a4_wfc3_ir_f160w_idgga4_drz,5710,121.4080501,-11.4272177,-13.82,70.401,21.779,3.5,-13.0079,0.0002,159653.3,27.2186,0.00031052995,0.00088441186,0.0019995656
2018gv,iebs04010_drz,5711,121.3941317,-11.4226493,-45.57,17.138,2.218,4.99,-4.5048,0.0409,63.37813,2.387098,0.10530037,0.1997775,0.1013262
2018gv,idz002020_drz,5712,121.4180315,-11.4284358,16.87,34.026,27.77,3.5,-9.3323,0.007,5406.785,34.94479,0.00090018159,-0.00024044176,0.0012602722
2018gv,jw02875-o001_t001_nircam_clear-f277w_i2d,5713,121.3820789,-11.4557459,86.69,0.775,0.685,4.82,1.1608,0.17,0.3433001,0.05373564,2.1324942,-0.054249939,1.6648451
2018gv,idgga9020_drz,5714,121.393312,-11.431598,64.74,52.492,15.818,5.84,-9.6411,0.0092,7185.014,60.75281,0.0033348692,-0.0028047122,0.0010246404
2018gv,ie5418010_drz,5715,121.3929938,-11.4311534,32.66,3.748,2.371,8.39,-7.4957,0.0382,996.0615,34.99192,0.10225418,-0.09690024,0.14677384
2018gv,hst_16250_01_wfc3_ir_f110w_iebs01_drz,5716,121.4144979,-11.4351493,-50.49,55.115,14.799,3.5,-9.2482,0.0077,5003.785,35.48247,0.0028508992,0.0041591865,0.0020441953
2018gv,hst_16250_03_wfc3_ir_f110w_iebs03_drz,5717,121.3927924,-11.4368913,56.59,22.661,4.113,6.95,-7.5588,0.0224,1055.665,21.74925,0.041780248,-0.052547816,0.019277589
2018gv,iebs03010_drz,5718,121.3934323,-11.4316354,80.48,81.269,14.867,5.4,-10.058,0.0069,10548.33,66.89249,0.004404515,-0.0014258478,0.00027091123
2018gv,hst_15145_af_wfc3_ir_f160w_idggaf_drz,5719,121.414481,-11.4351476,-60.11,25.518,12.832,3.5,-8.3858,0.006,2261.122,12.47976,0.0049468125,0.0039208024,0.0026623956
2018gv,hst_15889_18_wfc3_ir_f105w_ie5418_drz,5720,121.3901264,-11.4407759,35.61,0.94,0.676,14.21,-9.1819,0.0087,4707.161,37.63277,1.4886479,-0.99891615,1.828385
2018gv,hst_15693_05_wfc3_ir_f160w_idz005_drz,5721,121.4079204,-11.4272158,-11.44,55.339,21.725,3.5,-12.9415,0.0002,150174.9,32.64303,0.00039699866,0.00069658336,0.0020482063
2018gv,hst_skycell-p1084x11y05_wfc3_ir_f160w_all_drz,5722,121.3914277,-11.464883,-88.74,3.953,2.331,3.5,-4.3943,0.0046,57.24511,0.2407078,0.18394811,0.0052613346,0.064054206
2018gv,hst_16250_04_wfc3_ir_f110w_iebs04_drz,5723,121.4098246,-11.447584,80.51,106.31,16.168,4.04,-8.9106,0.0042,3666.327,14.20641,0.0037237774,-0.0012154342,0.00019007419
2002dj,hst_17446_22_wfc3_ir_f110w_if7r22_drz,5724,198.2543428,-19.5182462,4.98,63.0,38.764,3.5,-16.0426,0.0,2612464.0,48.37442,0.00025506076,-7.1459661e-05,0.00066237844
2002dj,if7r22010_drz,5725,198.2543393,-19.5182267,25.79,60.482,36.86,3.5,-16.0,0.0,2511888.0,68.2832,0.00036093339,-0.00036245739,0.00064846635
2013dy,ic1396020_drz,5726,334.5829554,40.5491817,15.82,11.347,10.255,3.5,-15.2396,0.0,1246974.0,2.804133,0.0078963684,-0.00091338763,0.0093786716
2013dy,ic1397020_drz,5727,334.5708824,40.5572202,48.7,35.119,13.784,3.5,-8.6616,0.0021,2915.125,5.75647,0.0033241294,-0.0044152495,0.0027499346
2013dy,ie5415040_drz,5728,334.5731887,40.563628,-74.68,12.38,4.302,6.02,-9.0593,0.0346,4204.539,133.9077,0.050712116,0.024209699,0.0098412624
2013dy,hst_12880_96_wfc3_ir_f160w_drz,5729,334.5566398,40.5427113,-9.85,0.958,0.475,3.5,0.0046,0.081,0.9957489,0.07426443,1.187446,1.127164,4.3360591
2013dy,jw01995-o014_t014_nircam_clear-f444w_i2d,5730,334.55993,40.5343027,19.54,0.78,0.409,3.5,2.2441,0.1206,0.1265828,0.01406122,2.129662,-2.7342689,5.4963856
2013dy,hst_12880_0a_wfc3_ir_f160w_drz,5731,334.5785762,40.5382834,0.86,0.69,0.631,3.5,0.8484,0.1632,0.4577453,0.06877714,2.1008253,-0.012442714,2.5142713
2013dy,hst_15889_15_wfc3_ir_f160w_ie5415_drz,5732,334.5706508,40.5672249,36.33,65.161,21.387,4.12,-11.3196,0.0074,33716.97,228.6373,0.00092029286,-0.001862143,0.0015014708
2013dy,hst_12880_0e_wfc3_ir_f160w_ic130e_drz,5733,334.5799264,40.5379738,-31.41,2.32,0.778,6.24,-5.622,0.0035,177.3363,0.5712501,0.58464706,1.3062335,1.2551807
2013dy,ie5415010_drz,5734,334.5708094,40.5669845,67.52,62.56,26.516,3.5,-11.7164,0.0042,48591.44,189.0927,0.0012516371,-0.00082447653,0.00042610729
2013dy,ic1398020_drz,5735,334.5708842,40.5572178,50.91,31.087,13.425,3.5,-8.6217,0.0021,2809.891,5.436098,0.0037534416,-0.0044179629,0.0028295824
2013dy,hst_15889_15_wfc3_ir_f125w_ie5415_drz,5736,334.5742015,40.5619478,85.75,41.282,14.852,4.12,-12.5982,0.0032,109467.8,327.0155,0.0045119994,-0.00058278372,0.0006084271
2013dy,ie5415070_drz,5737,334.5706822,40.5672425,63.9,12.844,8.93,6.51,-10.7338,0.0116,19657.05,210.8021,0.011286699,-0.0051190946,0.0073155598
2013dy,jw01995-o014_t014_nircam_clear-f115w_i2d,5738,334.5593441,40.5226482,4.95,1.132,0.396,3.5,0.6132,0.1122,0.5684632,0.05871093,0.82155162,-0.96379405,6.3386569
2013dy,hst_12880_0b_wfc3_ir_f160w_drz,5739,334.5785774,40.5382856,-39.41,0.757,0.657,3.5,0.1565,0.0917,0.8657555,0.07307959,1.9752707,0.56084144,2.0861442
