SNID,filename,File_key,Date,Telescope,Instrument,Filter,CD1_1,CD1_2,CD2_1,CD2_2
2014J,/astro/armin/bhoomika/pantheon_data_folder/2014J/mastDownload/JWST/jw01701-o051_t007_nircam_clear-f335m/jw01701-o051_t007_nircam_clear-f335m_i2d.fits,jw01701-o051_t007_nircam_clear-f335m_i2d,2025-06-03T09:08:56.946,JWST,NIRCAM,F335M,,,,
2014J,/astro/armin/bhoomika/pantheon_data_folder/2014J/mastDownload/JWST/jw01701-o051_t007_nircam_f150w2-f164n/jw01701-o051_t007_nircam_f150w2-f164n_i2d.fits,jw01701-o051_t007_nircam_f150w2-f164n_i2d,2025-06-03T09:43:06.014,JWST,NIRCAM,F150W2,,,,
2014J,/astro/armin/bhoomika/pantheon_data_folder/2014J/mastDownload/JWST/jw01701-o052_t007_nircam_f150w2-f164n-sub640/jw01701-o052_t007_nircam_f150w2-f164n-sub640_i2d.fits,jw01701-o052_t007_nircam_f150w2-f164n-sub640_i2d,2025-06-03T09:37:53.322,JWST,NIRCAM,F150W2,,,,
2014J,/astro/armin/bhoomika/pantheon_data_folder/2014J/mastDownload/JWST/jw01701-o051_t007_nircam_clear-f360m/jw01701-o051_t007_nircam_clear-f360m_i2d.fits,jw01701-o051_t007_nircam_clear-f360m_i2d,2025-06-03T09:07:58.471,JWST,NIRCAM,F360M,,,,
2017cbv,/astro/armin/bhoomika/pantheon_data_folder/2017cbv/mastDownload/JWST/jw01685-c1010_t006_nircam_clear-f090w/jw01685-c1010_t006_nircam_clear-f090w_i2d.fits,jw01685-c1010_t006_nircam_clear-f090w_i2d,2025-04-05T02:07:55.843,JWST,NIRCAM,F090W,,,,
2017cbv,/astro/armin/bhoomika/pantheon_data_folder/2017cbv/mastDownload/JWST/jw01685-c1010_t006_nircam_clear-f150w/jw01685-c1010_t006_nircam_clear-f150w_i2d.fits,jw01685-c1010_t006_nircam_clear-f150w_i2d,2025-04-05T02:16:52.168,JWST,NIRCAM,F150W,,,,
2017cbv,/astro/armin/bhoomika/pantheon_data_folder/2017cbv/mastDownload/JWST/jw03707-c1102_t052_miri_f2100w/jw03707-c1102_t052_miri_f2100w_i2d.fits,jw03707-c1102_t052_miri_f2100w_i2d,2025-05-08T07:34:49.372,JWST,MIRI,F2100W,,,,
2017cbv,/astro/armin/bhoomika/pantheon_data_folder/2017cbv/mastDownload/JWST/jw03707-c1102_t052_miri_f770w/jw03707-c1102_t052_miri_f770w_i2d.fits,jw03707-c1102_t052_miri_f770w_i2d,2025-05-08T07:34:45.691,JWST,MIRI,F770W,,,,
2017cbv,/astro/armin/bhoomika/pantheon_data_folder/2017cbv/mastDownload/JWST/jw01685-c1010_t006_nircam_clear-f277w/jw01685-c1010_t006_nircam_clear-f277w_i2d.fits,jw01685-c1010_t006_nircam_clear-f277w_i2d,2025-04-05T01:59:25.466,JWST,NIRCAM,F277W,,,,
2012fr,/astro/armin/bhoomika/pantheon_data_folder/2012fr/mastDownload/JWST/jw02107-c1003_t003_miri_f2100w/jw02107-c1003_t003_miri_f2100w_i2d.fits,jw02107-c1003_t003_miri_f2100w_i2d,2025-03-25T23:01:22.171,JWST,MIRI,F2100W,,,,
2012fr,/astro/armin/bhoomika/pantheon_data_folder/2012fr/mastDownload/JWST/jw02107-o003_t003_miri_f2100w/jw02107-o003_t003_miri_f2100w_i2d.fits,jw02107-o003_t003_miri_f2100w_i2d,2025-05-29T22:39:00.982,JWST,MIRI,F2100W,,,,
2012fr,/astro/armin/bhoomika/pantheon_data_folder/2012fr/mastDownload/JWST/jw02107-o021_t003_nircam_clear-f300m/jw02107-o021_t003_nircam_clear-f300m_i2d.fits,jw02107-o021_t003_nircam_clear-f300m_i2d,2025-05-29T19:47:03.930,JWST,NIRCAM,F300M,,,,
2012fr,/astro/armin/bhoomika/pantheon_data_folder/2012fr/mastDownload/JWST/jw02107-c1003_t003_miri_f1000w/jw02107-c1003_t003_miri_f1000w_i2d.fits,jw02107-c1003_t003_miri_f1000w_i2d,2025-03-25T23:00:49.960,JWST,MIRI,F1000W,,,,
2012fr,/astro/armin/bhoomika/pantheon_data_folder/2012fr/mastDownload/JWST/jw02107-c1003_t003_miri_f770w/jw02107-c1003_t003_miri_f770w_i2d.fits,jw02107-c1003_t003_miri_f770w_i2d,2025-03-25T23:01:13.694,JWST,MIRI,F770W,,,,
2012fr,/astro/armin/bhoomika/pantheon_data_folder/2012fr/mastDownload/JWST/jw02107-c1003_t003_miri_f1130w/jw02107-c1003_t003_miri_f1130w_i2d.fits,jw02107-c1003_t003_miri_f1130w_i2d,2025-03-25T23:01:17.765,JWST,MIRI,F1130W,,,,
2012fr,/astro/armin/bhoomika/pantheon_data_folder/2012fr/mastDownload/JWST/jw02107-o003_t003_miri_f1130w/jw02107-o003_t003_miri_f1130w_i2d.fits,jw02107-o003_t003_miri_f1130w_i2d,2025-06-02T10:57:09.525,JWST,MIRI,F1130W,,,,
2012fr,/astro/armin/bhoomika/pantheon_data_folder/2012fr/mastDownload/JWST/jw02107-o021_t003_nircam_clear-f335m/jw02107-o021_t003_nircam_clear-f335m_i2d.fits,jw02107-o021_t003_nircam_clear-f335m_i2d,2025-05-29T19:47:03.544,JWST,NIRCAM,F335M,,,,
2012fr,/astro/armin/bhoomika/pantheon_data_folder/2012fr/mastDownload/JWST/jw02107-o021_t003_nircam_clear-f200w/jw02107-o021_t003_nircam_clear-f200w_i2d.fits,jw02107-o021_t003_nircam_clear-f200w_i2d,2025-06-02T11:18:29.414,JWST,NIRCAM,F200W,,,,
2012fr,/astro/armin/bhoomika/pantheon_data_folder/2012fr/mastDownload/JWST/jw02107-o021_t003_nircam_clear-f360m/jw02107-o021_t003_nircam_clear-f360m_i2d.fits,jw02107-o021_t003_nircam_clear-f360m_i2d,2025-05-29T22:43:40.321,JWST,NIRCAM,F360M,,,,
2012fr,/astro/armin/bhoomika/pantheon_data_folder/2012fr/mastDownload/JWST/jw02107-o003_t003_miri_f770w/jw02107-o003_t003_miri_f770w_i2d.fits,jw02107-o003_t003_miri_f770w_i2d,2025-05-29T20:56:59.358,JWST,MIRI,F770W,,,,
2012fr,/astro/armin/bhoomika/pantheon_data_folder/2012fr/mastDownload/JWST/jw02107-o003_t003_miri_f1000w/jw02107-o003_t003_miri_f1000w_i2d.fits,jw02107-o003_t003_miri_f1000w_i2d,2025-06-01T02:59:23.705,JWST,MIRI,F1000W,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o011_t008_miri_ch2-short/jw06580-o011_t008_miri_ch2-short_x1d.fits,jw06580-o011_t008_miri_ch2-short_x1d,2025-06-17T12:29:12.438,JWST,MIRI,,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o011_t008_miri_ch2-short/jw06580-o011_t008_miri_ch2-short_s3d.fits,jw06580-o011_t008_miri_ch2-short_s3d,2025-06-17T12:27:44.089,JWST,MIRI,,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o011_t008_miri_ch1-medium/jw06580-o011_t008_miri_ch1-medium_s3d.fits,jw06580-o011_t008_miri_ch1-medium_s3d,2025-06-17T12:27:43.145,JWST,MIRI,,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o011_t008_miri_ch1-medium/jw06580-o011_t008_miri_ch1-medium_x1d.fits,jw06580-o011_t008_miri_ch1-medium_x1d,2025-06-17T12:29:12.286,JWST,MIRI,,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw05232-o005_t001_miri_p750l/jw05232-o005_t001_miri_p750l_s2d.fits,jw05232-o005_t001_miri_p750l_s2d,2025-06-18T13:55:50.822,JWST,MIRI,P750L,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw05232-o005_t001_miri_p750l/jw05232-o005_t001_miri_p750l_x1d.fits,jw05232-o005_t001_miri_p750l_x1d,2025-06-18T13:55:51.714,JWST,MIRI,P750L,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o009_t008_miri_ch3-short/jw06580-o009_t008_miri_ch3-short_s3d.fits,jw06580-o009_t008_miri_ch3-short_s3d,2025-06-17T13:04:43.540,JWST,MIRI,,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o009_t008_miri_ch3-short/jw06580-o009_t008_miri_ch3-short_x1d.fits,jw06580-o009_t008_miri_ch3-short_x1d,2025-06-17T13:06:41.677,JWST,MIRI,,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o011_t008_miri_ch3-short/jw06580-o011_t008_miri_ch3-short_s3d.fits,jw06580-o011_t008_miri_ch3-short_s3d,2025-06-17T12:27:45.325,JWST,MIRI,,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o011_t008_miri_ch3-short/jw06580-o011_t008_miri_ch3-short_x1d.fits,jw06580-o011_t008_miri_ch3-short_x1d,2025-06-17T12:29:12.654,JWST,MIRI,,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o012_s000000013_nirspec_f290lp-g395m-s400a1/jw06580-o012_s000000013_nirspec_f290lp-g395m-s400a1_s2d.fits,jw06580-o012_s000000013_nirspec_f290lp-g395m-s400a1_s2d,2025-06-17T12:19:54.436,JWST,NIRSPEC,F290LP,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o012_s000000013_nirspec_f290lp-g395m-s400a1/jw06580-o012_s000000013_nirspec_f290lp-g395m-s400a1_crf.fits,jw06580-o012_s000000013_nirspec_f290lp-g395m-s400a1_crf,2025-06-17T12:19:52.017,JWST,NIRSPEC,F290LP,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o012_s000000013_nirspec_f290lp-g395m-s400a1/jw06580-o012_s000000013_nirspec_f290lp-g395m-s400a1_x1d.fits,jw06580-o012_s000000013_nirspec_f290lp-g395m-s400a1_x1d,2025-06-17T12:19:55.200,JWST,NIRSPEC,F290LP,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o011_t008_miri_ch1-short/jw06580-o011_t008_miri_ch1-short_x1d.fits,jw06580-o011_t008_miri_ch1-short_x1d,2025-06-17T12:29:12.208,JWST,MIRI,,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o011_t008_miri_ch1-short/jw06580-o011_t008_miri_ch1-short_s3d.fits,jw06580-o011_t008_miri_ch1-short_s3d,2025-06-17T12:27:42.687,JWST,MIRI,,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw05232-o006_s000000013_nirspec_f290lp-g395m-s400a1/jw05232-o006_s000000013_nirspec_f290lp-g395m-s400a1_crf.fits,jw05232-o006_s000000013_nirspec_f290lp-g395m-s400a1_crf,2025-06-18T13:56:02.480,JWST,NIRSPEC,F290LP,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw05232-o006_s000000013_nirspec_f290lp-g395m-s400a1/jw05232-o006_s000000013_nirspec_f290lp-g395m-s400a1_x1d.fits,jw05232-o006_s000000013_nirspec_f290lp-g395m-s400a1_x1d,2025-06-18T13:56:06.334,JWST,NIRSPEC,F290LP,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw05232-o006_s000000013_nirspec_f290lp-g395m-s400a1/jw05232-o006_s000000013_nirspec_f290lp-g395m-s400a1_s2d.fits,jw05232-o006_s000000013_nirspec_f290lp-g395m-s400a1_s2d,2025-06-18T13:56:05.440,JWST,NIRSPEC,F290LP,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw05232-o002_s000000001_nirspec_f290lp-g395m-s200a1/jw05232-o002_s000000001_nirspec_f290lp-g395m-s200a1_x1d.fits,jw05232-o002_s000000001_nirspec_f290lp-g395m-s200a1_x1d,2025-06-18T13:13:21.996,JWST,NIRSPEC,F290LP,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw05232-o002_s000000001_nirspec_f290lp-g395m-s200a1/jw05232-o002_s000000001_nirspec_f290lp-g395m-s200a1_crf.fits,jw05232-o002_s000000001_nirspec_f290lp-g395m-s200a1_crf,2025-06-18T13:13:16.870,JWST,NIRSPEC,F290LP,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw05232-o002_s000000001_nirspec_f290lp-g395m-s200a1/jw05232-o002_s000000001_nirspec_f290lp-g395m-s200a1_s2d.fits,jw05232-o002_s000000001_nirspec_f290lp-g395m-s200a1_s2d,2025-06-18T13:13:20.086,JWST,NIRSPEC,F290LP,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o011_t008_miri_ch1-long/jw06580-o011_t008_miri_ch1-long_x1d.fits,jw06580-o011_t008_miri_ch1-long_x1d,2025-06-17T12:29:12.357,JWST,MIRI,,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o011_t008_miri_ch1-long/jw06580-o011_t008_miri_ch1-long_s3d.fits,jw06580-o011_t008_miri_ch1-long_s3d,2025-06-17T12:27:43.601,JWST,MIRI,,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o011_t008_miri_ch2-long/jw06580-o011_t008_miri_ch2-long_s3d.fits,jw06580-o011_t008_miri_ch2-long_s3d,2025-06-17T12:27:44.891,JWST,MIRI,,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o011_t008_miri_ch2-long/jw06580-o011_t008_miri_ch2-long_x1d.fits,jw06580-o011_t008_miri_ch2-long_x1d,2025-06-17T12:29:12.581,JWST,MIRI,,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw05232-o004_s000000001_nirspec_f290lp-g395m-s200a1/jw05232-o004_s000000001_nirspec_f290lp-g395m-s200a1_x1d.fits,jw05232-o004_s000000001_nirspec_f290lp-g395m-s200a1_x1d,2025-06-18T13:03:44.566,JWST,NIRSPEC,F290LP,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw05232-o004_s000000001_nirspec_f290lp-g395m-s200a1/jw05232-o004_s000000001_nirspec_f290lp-g395m-s200a1_crf.fits,jw05232-o004_s000000001_nirspec_f290lp-g395m-s200a1_crf,2025-06-18T13:03:39.167,JWST,NIRSPEC,F290LP,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw05232-o004_s000000001_nirspec_f290lp-g395m-s200a1/jw05232-o004_s000000001_nirspec_f290lp-g395m-s200a1_s2d.fits,jw05232-o004_s000000001_nirspec_f290lp-g395m-s200a1_s2d,2025-06-18T13:03:42.556,JWST,NIRSPEC,F290LP,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw05232-c1006_t001_miri_p750l/jw05232-c1006_t001_miri_p750l_x1d.fits,jw05232-c1006_t001_miri_p750l_x1d,2025-03-16T16:43:01.420,JWST,MIRI,P750L,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw05232-c1006_t001_miri_p750l/jw05232-c1006_t001_miri_p750l_s2d.fits,jw05232-c1006_t001_miri_p750l_s2d,2025-03-16T16:43:00.571,JWST,MIRI,P750L,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o009_t008_miri_ch3-long/jw06580-o009_t008_miri_ch3-long_s3d.fits,jw06580-o009_t008_miri_ch3-long_s3d,2025-06-17T13:04:44.430,JWST,MIRI,,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o009_t008_miri_ch3-long/jw06580-o009_t008_miri_ch3-long_x1d.fits,jw06580-o009_t008_miri_ch3-long_x1d,2025-06-17T13:06:41.853,JWST,MIRI,,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o010_s000000013_nirspec_f290lp-g395m-s400a1/jw06580-o010_s000000013_nirspec_f290lp-g395m-s400a1_s2d.fits,jw06580-o010_s000000013_nirspec_f290lp-g395m-s400a1_s2d,2025-06-17T12:20:05.386,JWST,NIRSPEC,F290LP,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o010_s000000013_nirspec_f290lp-g395m-s400a1/jw06580-o010_s000000013_nirspec_f290lp-g395m-s400a1_crf.fits,jw06580-o010_s000000013_nirspec_f290lp-g395m-s400a1_crf,2025-06-17T12:20:02.064,JWST,NIRSPEC,F290LP,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o010_s000000013_nirspec_f290lp-g395m-s400a1/jw06580-o010_s000000013_nirspec_f290lp-g395m-s400a1_x1d.fits,jw06580-o010_s000000013_nirspec_f290lp-g395m-s400a1_x1d,2025-06-17T12:20:06.400,JWST,NIRSPEC,F290LP,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o011_t008_miri_f770w/jw06580-o011_t008_miri_f770w_i2d.fits,jw06580-o011_t008_miri_f770w_i2d,2025-06-17T12:19:45.974,JWST,MIRI,F770W,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw05232-o003_t001_miri_p750l/jw05232-o003_t001_miri_p750l_x1d.fits,jw05232-o003_t001_miri_p750l_x1d,2025-06-18T13:55:41.923,JWST,MIRI,P750L,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw05232-o003_t001_miri_p750l/jw05232-o003_t001_miri_p750l_s2d.fits,jw05232-o003_t001_miri_p750l_s2d,2025-06-18T13:55:41.067,JWST,MIRI,P750L,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o011_t008_miri_f1000w/jw06580-o011_t008_miri_f1000w_i2d.fits,jw06580-o011_t008_miri_f1000w_i2d,2025-06-17T12:19:45.118,JWST,MIRI,F1000W,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o012_s000000014_nirspec_f290lp-g395m-s1600a1/jw06580-o012_s000000014_nirspec_f290lp-g395m-s1600a1_x1d.fits,jw06580-o012_s000000014_nirspec_f290lp-g395m-s1600a1_x1d,2025-06-17T12:20:00.043,JWST,NIRSPEC,F290LP,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o012_s000000014_nirspec_f290lp-g395m-s1600a1/jw06580-o012_s000000014_nirspec_f290lp-g395m-s1600a1_crf.fits,jw06580-o012_s000000014_nirspec_f290lp-g395m-s1600a1_crf,2025-06-17T12:19:57.200,JWST,NIRSPEC,F290LP,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o012_s000000014_nirspec_f290lp-g395m-s1600a1/jw06580-o012_s000000014_nirspec_f290lp-g395m-s1600a1_s2d.fits,jw06580-o012_s000000014_nirspec_f290lp-g395m-s1600a1_s2d,2025-06-17T12:19:59.300,JWST,NIRSPEC,F290LP,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o009_t008_miri_ch4-medium/jw06580-o009_t008_miri_ch4-medium_x1d.fits,jw06580-o009_t008_miri_ch4-medium_x1d,2025-06-17T13:06:42.040,JWST,MIRI,,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o009_t008_miri_ch4-medium/jw06580-o009_t008_miri_ch4-medium_s3d.fits,jw06580-o009_t008_miri_ch4-medium_s3d,2025-06-17T13:04:45.261,JWST,MIRI,,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o009_t008_miri_ch2-medium/jw06580-o009_t008_miri_ch2-medium_s3d.fits,jw06580-o009_t008_miri_ch2-medium_s3d,2025-06-17T13:04:42.519,JWST,MIRI,,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o009_t008_miri_ch2-medium/jw06580-o009_t008_miri_ch2-medium_x1d.fits,jw06580-o009_t008_miri_ch2-medium_x1d,2025-06-17T13:06:41.500,JWST,MIRI,,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o012_s000000001_nirspec_f290lp-g395m-s200a1/jw06580-o012_s000000001_nirspec_f290lp-g395m-s200a1_s2d.fits,jw06580-o012_s000000001_nirspec_f290lp-g395m-s200a1_s2d,2025-06-17T12:19:42.778,JWST,NIRSPEC,F290LP,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o012_s000000001_nirspec_f290lp-g395m-s200a1/jw06580-o012_s000000001_nirspec_f290lp-g395m-s200a1_crf.fits,jw06580-o012_s000000001_nirspec_f290lp-g395m-s200a1_crf,2025-06-17T12:19:40.138,JWST,NIRSPEC,F290LP,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o012_s000000001_nirspec_f290lp-g395m-s200a1/jw06580-o012_s000000001_nirspec_f290lp-g395m-s200a1_x1d.fits,jw06580-o012_s000000001_nirspec_f290lp-g395m-s200a1_x1d,2025-06-17T12:19:44.392,JWST,NIRSPEC,F290LP,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o011_t008_miri_ch3-long/jw06580-o011_t008_miri_ch3-long_s3d.fits,jw06580-o011_t008_miri_ch3-long_s3d,2025-06-17T12:27:46.043,JWST,MIRI,,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o011_t008_miri_ch3-long/jw06580-o011_t008_miri_ch3-long_x1d.fits,jw06580-o011_t008_miri_ch3-long_x1d,2025-06-17T12:29:12.795,JWST,MIRI,,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o009_t008_miri_ch1-medium/jw06580-o009_t008_miri_ch1-medium_x1d.fits,jw06580-o009_t008_miri_ch1-medium_x1d,2025-06-17T13:06:41.233,JWST,MIRI,,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o009_t008_miri_ch1-medium/jw06580-o009_t008_miri_ch1-medium_s3d.fits,jw06580-o009_t008_miri_ch1-medium_s3d,2025-06-17T13:04:40.844,JWST,MIRI,,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw05232-o006_s000000001_nirspec_f290lp-g395m-s200a1/jw05232-o006_s000000001_nirspec_f290lp-g395m-s200a1_crf.fits,jw05232-o006_s000000001_nirspec_f290lp-g395m-s200a1_crf,2025-06-18T13:55:47.787,JWST,NIRSPEC,F290LP,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw05232-o006_s000000001_nirspec_f290lp-g395m-s200a1/jw05232-o006_s000000001_nirspec_f290lp-g395m-s200a1_s2d.fits,jw05232-o006_s000000001_nirspec_f290lp-g395m-s200a1_s2d,2025-06-18T13:55:50.986,JWST,NIRSPEC,F290LP,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw05232-o006_s000000001_nirspec_f290lp-g395m-s200a1/jw05232-o006_s000000001_nirspec_f290lp-g395m-s200a1_x1d.fits,jw05232-o006_s000000001_nirspec_f290lp-g395m-s200a1_x1d,2025-06-18T13:55:52.937,JWST,NIRSPEC,F290LP,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o009_t008_miri_ch4-long/jw06580-o009_t008_miri_ch4-long_x1d.fits,jw06580-o009_t008_miri_ch4-long_x1d,2025-06-17T13:06:42.136,JWST,MIRI,,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o009_t008_miri_ch4-long/jw06580-o009_t008_miri_ch4-long_s3d.fits,jw06580-o009_t008_miri_ch4-long_s3d,2025-06-17T13:04:45.609,JWST,MIRI,,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o011_t008_miri_f560w/jw06580-o011_t008_miri_f560w_i2d.fits,jw06580-o011_t008_miri_f560w_i2d,2025-06-17T12:20:02.837,JWST,MIRI,F560W,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o011_t008_miri_ch4-long/jw06580-o011_t008_miri_ch4-long_s3d.fits,jw06580-o011_t008_miri_ch4-long_s3d,2025-06-17T12:27:46.963,JWST,MIRI,,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o011_t008_miri_ch4-long/jw06580-o011_t008_miri_ch4-long_x1d.fits,jw06580-o011_t008_miri_ch4-long_x1d,2025-06-17T12:29:13.013,JWST,MIRI,,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o010_s000000012_nirspec_f170lp-g235m-s200a2/jw06580-o010_s000000012_nirspec_f170lp-g235m-s200a2_x1d.fits,jw06580-o010_s000000012_nirspec_f170lp-g235m-s200a2_x1d,2025-06-17T12:19:55.752,JWST,NIRSPEC,F170LP,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o010_s000000012_nirspec_f170lp-g235m-s200a2/jw06580-o010_s000000012_nirspec_f170lp-g235m-s200a2_crf.fits,jw06580-o010_s000000012_nirspec_f170lp-g235m-s200a2_crf,2025-06-17T12:19:51.667,JWST,NIRSPEC,F170LP,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw06580-o010_s000000012_nirspec_f170lp-g235m-s200a2/jw06580-o010_s000000012_nirspec_f170lp-g235m-s200a2_s2d.fits,jw06580-o010_s000000012_nirspec_f170lp-g235m-s200a2_s2d,2025-06-17T12:19:54.830,JWST,NIRSPEC,F170LP,,,,
SN2017drh,/astro/armin/bhoomika/pantheon_data_folder/SN2017drh/mastDownload/JWST/jw05232-o002_s000000012_nirspec_f290lp-g395m-s200a2/jw05232-o002_s000000012_nirspec_f290lp-g395m-s200a2_s2d.fits,jw05232-o002_s000000012_nirspec_f290lp-g395m-s200a2_s2d,2025-06-18T13:13:27.811,JWST,NIRSPEC,F290LP,,,,
