SNID,filename,File_key,Date,Telescope,Instrument,Filter,CD1_1,CD1_2,CD2_1,CD2_2,RA_SN,Dec_SN,filenameshort,Galaxy_Key,RA_Galaxy,Dec_Galaxy,Position_Angle,Major_Axis,Minor_Axis,Kron_Radius,Mag,Mag_Error,Flux,Flux_Error,CXX,CXY,CYY,a_pixels,b_pixels,theta_deg,PA_deg,theta_rad,a_arcsec,b_arcsec
1981D,/astro/armin/bhoomika/pantheon_data_folder/1981D/mastDownload/HST/hst_17194_13_wfc3_uvis_f625w_iey913/hst_17194_13_wfc3_uvis_f625w_iey913_drc.fits,hst_17194_13_wfc3_uvis_f625w_iey913_drc,2024-11-09,HST,WFC3,F625W,-1.1005555796954e-05,3.18756361593352e-23,-1.2221932956474e-22,1.10055557969543e-05,,,hst_17194_13_wfc3_uvis_f625w_iey913_drc.fits,,,,,,,,,,,,,,,,,,,,,
1981D,/astro/armin/bhoomika/pantheon_data_folder/1981D/mastDownload/HST/hst_13691_36_wfc3_ir_f160w_icnw36/hst_13691_36_wfc3_ir_f160w_icnw36_drz.fits,hst_13691_36_wfc3_ir_f160w_icnw36_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,3.94376500712635e-22,9.15176918031901e-23,3.56250007947285e-05,,,hst_13691_36_wfc3_ir_f160w_icnw36_drz.fits,,,,,,,,,,,,,,,,,,,,,
1981D,/astro/armin/bhoomika/pantheon_data_folder/1981D/mastDownload/HST/hst_13691_32_wfc3_ir_f160w_icnw32/hst_13691_32_wfc3_ir_f160w_icnw32_drz.fits,hst_13691_32_wfc3_ir_f160w_icnw32_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-1.3156585765565e-22,-4.1428506215417e-22,3.56250007947285e-05,,,hst_13691_32_wfc3_ir_f160w_icnw32_drz.fits,,,,,,,,,,,,,,,,,,,,,
1981D,/astro/armin/bhoomika/pantheon_data_folder/1981D/mastDownload/HST/hst_13691_37_wfc3_ir_f110w_icnw37/hst_13691_37_wfc3_ir_f110w_icnw37_drz.fits,hst_13691_37_wfc3_ir_f110w_icnw37_drz,2024-11-09,HST,WFC3,F110W,-3.5625000794728e-05,1.0749822540498e-22,-5.3455496637474e-23,3.56250007947285e-05,,,hst_13691_37_wfc3_ir_f110w_icnw37_drz.fits,,,,,,,,,,,,,,,,,,,,,
1981D,/astro/armin/bhoomika/pantheon_data_folder/1981D/mastDownload/HST/hst_11691_03_wfc3_ir_f160w_ib3n03/hst_11691_03_wfc3_ir_f160w_ib3n03_drz.fits,hst_11691_03_wfc3_ir_f160w_ib3n03_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-2.0501255559679e-21,-1.088809022895e-21,3.56250007947285e-05,,,hst_11691_03_wfc3_ir_f160w_ib3n03_drz.fits,,,,,,,,,,,,,,,,,,,,,
1981D,/astro/armin/bhoomika/pantheon_data_folder/1981D/mastDownload/HST/hst_11691_03_wfc3_ir_f110w_ib3n03/hst_11691_03_wfc3_ir_f110w_ib3n03_drz.fits,hst_11691_03_wfc3_ir_f110w_ib3n03_drz,2024-11-09,HST,WFC3,F110W,-3.5625000794728e-05,1.4669447051609e-21,1.13593373119443e-21,3.56250007947285e-05,,,hst_11691_03_wfc3_ir_f110w_ib3n03_drz.fits,,,,,,,,,,,,,,,,,,,,,
1981D,/astro/armin/bhoomika/pantheon_data_folder/1981D/mastDownload/HLA/hst_11691_03_wfc3_ir_f160w/hst_11691_03_wfc3_ir_f160w_drz.fits,hst_11691_03_wfc3_ir_f160w_drz,2017-08-12,HST,WFC3,F160W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05,,,hst_11691_03_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,,,,
1981D,/astro/armin/bhoomika/pantheon_data_folder/1981D/mastDownload/HLA/hst_11691_03_wfc3_ir_f110w/hst_11691_03_wfc3_ir_f110w_drz.fits,hst_11691_03_wfc3_ir_f110w_drz,2017-08-12,HST,WFC3,F110W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05,,,hst_11691_03_wfc3_ir_f110w_drz.fits,,,,,,,,,,,,,,,,,,,,,
2012Z,/astro/armin/bhoomika/pantheon_data_folder/2012Z/mastDownload/HST/hst_15889_02_wfc3_ir_f125w_ie5402/hst_15889_02_wfc3_ir_f125w_ie5402_drz.fits,hst_15889_02_wfc3_ir_f125w_ie5402_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,-3.6661004496609e-23,-4.0072516947061e-23,3.56250007947285e-05,,,hst_15889_02_wfc3_ir_f125w_ie5402_drz.fits,,,,,,,,,,,,,,,,,,,,,
2012Z,/astro/armin/bhoomika/pantheon_data_folder/2012Z/mastDownload/HST/hst_11570_20_wfc3_ir_f160w_ib1f20/hst_11570_20_wfc3_ir_f160w_ib1f20_drz.fits,hst_11570_20_wfc3_ir_f160w_ib1f20_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-2.0925396355208e-21,-1.0541844606317e-21,3.56250007947285e-05,,,hst_11570_20_wfc3_ir_f160w_ib1f20_drz.fits,,,,,,,,,,,,,,,,,,,,,
2012Z,/astro/armin/bhoomika/pantheon_data_folder/2012Z/mastDownload/HST/hst_15889_02_wfc3_ir_f160w_ie5402/hst_15889_02_wfc3_ir_f160w_ie5402_drz.fits,hst_15889_02_wfc3_ir_f160w_ie5402_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-3.913619870647e-23,-2.9449961029268e-23,3.56250007947285e-05,,,hst_15889_02_wfc3_ir_f160w_ie5402_drz.fits,,,,,,,,,,,,,,,,,,,,,
2012Z,/astro/armin/bhoomika/pantheon_data_folder/2012Z/mastDownload/HST/hst_12913_01_wfc3_uvis_f625w_ibzy01/hst_12913_01_wfc3_uvis_f625w_ibzy01_drc.fits,hst_12913_01_wfc3_uvis_f625w_ibzy01_drc,2024-11-09,HST,WFC3,F625W,-1.1005555796954e-05,-2.2678004446892e-22,-1.9262110472917e-22,1.10055557969543e-05,,,hst_12913_01_wfc3_uvis_f625w_ibzy01_drc.fits,,,,,,,,,,,,,,,,,,,,,
2012Z,/astro/armin/bhoomika/pantheon_data_folder/2012Z/mastDownload/HST/hst_15889_02_wfc3_ir_f105w_ie5402/hst_15889_02_wfc3_ir_f105w_ie5402_drz.fits,hst_15889_02_wfc3_ir_f105w_ie5402_drz,2024-11-09,HST,WFC3,F105W,-3.5625000794728e-05,-2.8594519550611e-23,-5.1980384695758e-23,3.56250007947285e-05,,,hst_15889_02_wfc3_ir_f105w_ie5402_drz.fits,,,,,,,,,,,,,,,,,,,,,
2012Z,/astro/armin/bhoomika/pantheon_data_folder/2012Z/mastDownload/HST/hst_13360_01_wfc3_uvis_f625w_icb401/hst_13360_01_wfc3_uvis_f625w_icb401_drc.fits,hst_13360_01_wfc3_uvis_f625w_icb401_drc,2024-11-09,HST,WFC3,F625W,-1.1005555796954e-05,-1.4390878492061e-22,-1.4152483164503e-22,1.10055557969543e-05,,,hst_13360_01_wfc3_uvis_f625w_icb401_drc.fits,,,,,,,,,,,,,,,,,,,,,
2012Z,/astro/armin/bhoomika/pantheon_data_folder/2012Z/mastDownload/HST/hst_15889_02_wfc3_ir_f140w_ie5402/hst_15889_02_wfc3_ir_f140w_ie5402_drz.fits,hst_15889_02_wfc3_ir_f140w_ie5402_drz,2024-11-09,HST,WFC3,F140W,-3.5625000794728e-05,-1.6134786777103e-23,-2.0647645170929e-23,3.56250007947285e-05,,,hst_15889_02_wfc3_ir_f140w_ie5402_drz.fits,,,,,,,,,,,,,,,,,,,,,
2012Z,/astro/armin/bhoomika/pantheon_data_folder/2012Z/mastDownload/HLA/hst_12913_01_wfc3_uvis_f625w/hst_12913_01_wfc3_uvis_f625w_drz.fits,hst_12913_01_wfc3_uvis_f625w_drz,2017-08-16,HST,WFC3,F625W,-1.1005555796954e-05,5.7599223190292e-36,-2.3509887016445e-38,1.10055557969543e-05,,,hst_12913_01_wfc3_uvis_f625w_drz.fits,,,,,,,,,,,,,,,,,,,,,
2012Z,/astro/armin/bhoomika/pantheon_data_folder/2012Z/mastDownload/HLA/hst_11570_20_wfc3_ir_f160w/hst_11570_20_wfc3_ir_f160w_drz.fits,hst_11570_20_wfc3_ir_f160w_drz,2017-08-21,HST,WFC3,F160W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05,,,hst_11570_20_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,,,,
ASASSN-16ip,/astro/armin/bhoomika/pantheon_data_folder/ASASSN-16ip/mastDownload/HST/hst_17446_06_wfc3_ir_f110w_if7r06/hst_17446_06_wfc3_ir_f110w_if7r06_drz.fits,hst_17446_06_wfc3_ir_f110w_if7r06_drz,2024-11-09,HST,WFC3,F110W,-3.5625000794728e-05,9.69881065389974e-22,2.01602321925364e-21,3.56250007947285e-05,,,hst_17446_06_wfc3_ir_f110w_if7r06_drz.fits,,,,,,,,,,,,,,,,,,,,,
ASASSN-16ip,/astro/armin/bhoomika/pantheon_data_folder/ASASSN-16ip/mastDownload/HST/hst_17446_30_wfc3_ir_f110w_if7r30/hst_17446_30_wfc3_ir_f110w_if7r30_drz.fits,hst_17446_30_wfc3_ir_f110w_if7r30_drz,2024-11-09,HST,WFC3,F110W,-3.5625000794728e-05,2.34325005472094e-21,3.91576385870153e-21,3.56250007947286e-05,,,hst_17446_30_wfc3_ir_f110w_if7r30_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c2_wfc3_ir_f160w_ibwjc2/hst_12461_c2_wfc3_ir_f160w_ibwjc2_drz.fits,hst_12461_c2_wfc3_ir_f160w_ibwjc2_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,2.16253714807794e-23,-9.6431676317452e-24,3.56250007947285e-05,,,hst_12461_c2_wfc3_ir_f160w_ibwjc2_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12440_54_wfc3_ir_f125w_iboa54/hst_12440_54_wfc3_ir_f125w_iboa54_drz.fits,hst_12440_54_wfc3_ir_f125w_iboa54_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,-5.0058317523602995e-23,2.2759281244412897e-22,3.56250007947285e-05,,,hst_12440_54_wfc3_ir_f125w_iboa54_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d3_wfc3_ir_f160w_ibwjd3/hst_12461_d3_wfc3_ir_f160w_ibwjd3_drz.fits,hst_12461_d3_wfc3_ir_f160w_ibwjd3_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-1.9610719794544e-21,-2.2720638525623007e-21,3.56250007947285e-05,,,hst_12461_d3_wfc3_ir_f160w_ibwjd3_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12440_10_wfc3_ir_f125w_iboa10/hst_12440_10_wfc3_ir_f125w_iboa10_drz.fits,hst_12440_10_wfc3_ir_f125w_iboa10_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,-2.4760574872113e-22,2.13601005455002e-22,3.56250007947285e-05,,,hst_12440_10_wfc3_ir_f125w_iboa10_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c1_wfc3_ir_f160w_ibwjc1/hst_12461_c1_wfc3_ir_f160w_ibwjc1_drz.fits,hst_12461_c1_wfc3_ir_f160w_ibwjc1_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,7.42097355374171e-23,1.14929528303938e-23,3.56250007947285e-05,,,hst_12461_c1_wfc3_ir_f160w_ibwjc1_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12440_54_wfc3_ir_f160w_iboa54/hst_12440_54_wfc3_ir_f160w_iboa54_drz.fits,hst_12440_54_wfc3_ir_f160w_iboa54_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-2.5174118994874e-22,-2.8831941756213996e-23,3.56250007947285e-05,,,hst_12440_54_wfc3_ir_f160w_iboa54_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c6_wfc3_ir_f125w_ibwjc6/hst_12461_c6_wfc3_ir_f125w_ibwjc6_drz.fits,hst_12461_c6_wfc3_ir_f125w_ibwjc6_drz,2024-11-08,HST,WFC3,F125W,-3.5625000794728e-05,-1.7005725592438001e-22,2.5271044754655802e-23,3.56250007947285e-05,,,hst_12461_c6_wfc3_ir_f125w_ibwjc6_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c3_wfc3_ir_f160w_ibwjc3/hst_12461_c3_wfc3_ir_f160w_ibwjc3_drz.fits,hst_12461_c3_wfc3_ir_f160w_ibwjc3_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,9.61947846141085e-22,1.53597957765891e-21,3.56250007947285e-05,,,hst_12461_c3_wfc3_ir_f160w_ibwjc3_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d3_wfc3_ir_f125w_ibwjd3/hst_12461_d3_wfc3_ir_f125w_ibwjd3_drz.fits,hst_12461_d3_wfc3_ir_f125w_ibwjd3_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,1.46665842962551e-21,-1.0651243758957e-21,3.56250007947285e-05,,,hst_12461_d3_wfc3_ir_f125w_ibwjd3_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d1_wfc3_ir_f125w_ibwjd1/hst_12461_d1_wfc3_ir_f125w_ibwjd1_drz.fits,hst_12461_d1_wfc3_ir_f125w_ibwjd1_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,8.38378806869695e-22,-5.8965018526144e-22,3.56250007947285e-05,,,hst_12461_d1_wfc3_ir_f125w_ibwjd1_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_14114_12_wfc3_ir_f160w_icxe12/hst_14114_12_wfc3_ir_f160w_icxe12_drz.fits,hst_14114_12_wfc3_ir_f160w_icxe12_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-3.9800878976003e-22,-8.2400723918872e-22,3.56250007947286e-05,,,hst_14114_12_wfc3_ir_f160w_icxe12_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d2_wfc3_ir_f160w_ibwjd2/hst_12461_d2_wfc3_ir_f160w_ibwjd2_drz.fits,hst_12461_d2_wfc3_ir_f160w_ibwjd2_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-6.2460053832443e-22,-1.4178072366604e-21,3.56250007947285e-05,,,hst_12461_d2_wfc3_ir_f160w_ibwjd2_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c5_wfc3_ir_f125w_ibwjc5/hst_12461_c5_wfc3_ir_f125w_ibwjc5_drz.fits,hst_12461_c5_wfc3_ir_f125w_ibwjc5_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,-1.7005725592438001e-22,2.5271044754655802e-23,3.56250007947285e-05,,,hst_12461_c5_wfc3_ir_f125w_ibwjc5_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d1_wfc3_ir_f160w_ibwjd1/hst_12461_d1_wfc3_ir_f160w_ibwjd1_drz.fits,hst_12461_d1_wfc3_ir_f160w_ibwjd1_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-1.0028066432277001e-21,-1.7200362994562e-21,3.56250007947285e-05,,,hst_12461_d1_wfc3_ir_f160w_ibwjd1_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12440_10_wfc3_ir_f160w_iboa10/hst_12440_10_wfc3_ir_f160w_iboa10_drz.fits,hst_12440_10_wfc3_ir_f160w_iboa10_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-1.6970396824365e-22,-2.2097524565212e-22,3.56250007947285e-05,,,hst_12440_10_wfc3_ir_f160w_iboa10_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d4_wfc3_ir_f125w_ibwjd4/hst_12461_d4_wfc3_ir_f125w_ibwjd4_drz.fits,hst_12461_d4_wfc3_ir_f125w_ibwjd4_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,-1.9612693237693e-21,-1.8544962334573e-21,3.56250007947285e-05,,,hst_12461_d4_wfc3_ir_f125w_ibwjd4_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d2_wfc3_ir_f125w_ibwjd2/hst_12461_d2_wfc3_ir_f125w_ibwjd2_drz.fits,hst_12461_d2_wfc3_ir_f125w_ibwjd2_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,1.99995735744615e-21,2.0506325002391106e-21,3.56250007947285e-05,,,hst_12461_d2_wfc3_ir_f125w_ibwjd2_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c8_wfc3_ir_f105w_ibwjc8/hst_12461_c8_wfc3_ir_f105w_ibwjc8_drz.fits,hst_12461_c8_wfc3_ir_f105w_ibwjc8_drz,2024-11-09,HST,WFC3,F105W,-3.5625000794728e-05,-1.7005725592438001e-22,2.5271044754655802e-23,3.56250007947285e-05,,,hst_12461_c8_wfc3_ir_f105w_ibwjc8_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c4_wfc3_ir_f125w_ibwjc4/hst_12461_c4_wfc3_ir_f125w_ibwjc4_drz.fits,hst_12461_c4_wfc3_ir_f125w_ibwjc4_drz,2024-11-09,HST,WFC3,F125W,-3.5625000794728e-05,9.61947846141085e-22,1.53597957765891e-21,3.56250007947285e-05,,,hst_12461_c4_wfc3_ir_f125w_ibwjc4_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_13792_05_wfc3_ir_f105w_icnq05/hst_13792_05_wfc3_ir_f105w_icnq05_drz.fits,hst_13792_05_wfc3_ir_f105w_icnq05_drz,2024-11-09,HST,WFC3,F105W,-3.5625000794728e-05,4.735453950213551e-23,1.76061341640333e-23,3.56250007947285e-05,,,hst_13792_05_wfc3_ir_f105w_icnq05_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_d4_wfc3_ir_f160w_ibwjd4/hst_12461_d4_wfc3_ir_f160w_ibwjd4_drz.fits,hst_12461_d4_wfc3_ir_f160w_ibwjd4_drz,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-2.0151380071955002e-22,1.7329375246390498e-22,3.56250007947285e-05,,,hst_12461_d4_wfc3_ir_f160w_ibwjd4_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HST/hst_12461_c7_wfc3_ir_f105w_ibwjc7/hst_12461_c7_wfc3_ir_f105w_ibwjc7_drz.fits,hst_12461_c7_wfc3_ir_f105w_ibwjc7_drz,2024-11-09,HST,WFC3,F105W,-3.5625000794728e-05,-1.7005725592438001e-22,2.5271044754655802e-23,3.56250007947285e-05,,,hst_12461_c7_wfc3_ir_f105w_ibwjc7_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12440_10_wfc3_ir_f125w/hst_12440_10_wfc3_ir_f125w_drz.fits,hst_12440_10_wfc3_ir_f125w_drz,2017-08-24,HST,WFC3,F125W,-2.4999999999999e-05,-4.7019774032891e-38,-4.7019774032891e-38,2.49999999999999e-05,,,hst_12440_10_wfc3_ir_f125w_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12461_d2_wfc3_ir_f125w/hst_12461_d2_wfc3_ir_f125w_drz.fits,hst_12461_d2_wfc3_ir_f125w_drz,2017-09-10,HST,WFC3,F125W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05,,,hst_12461_d2_wfc3_ir_f125w_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12461_d3_wfc3_ir_f160w/hst_12461_d3_wfc3_ir_f160w_drz.fits,hst_12461_d3_wfc3_ir_f160w_drz,2017-08-18,HST,WFC3,F160W,-2.5e-05,6.09376271466273e-35,-3.761581922631299e-37,2.50000000000009e-05,,,hst_12461_d3_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12461_d2_wfc3_ir_f160w/hst_12461_d2_wfc3_ir_f160w_drz.fits,hst_12461_d2_wfc3_ir_f160w_drz,2017-09-10,HST,WFC3,F160W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05,,,hst_12461_d2_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12461_d3_wfc3_ir_f125w/hst_12461_d3_wfc3_ir_f125w_drz.fits,hst_12461_d3_wfc3_ir_f125w_drz,2017-08-18,HST,WFC3,F125W,-2.5e-05,6.09376271466273e-35,-3.761581922631299e-37,2.50000000000009e-05,,,hst_12461_d3_wfc3_ir_f125w_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12440_10_wfc3_ir_f160w/hst_12440_10_wfc3_ir_f160w_drz.fits,hst_12440_10_wfc3_ir_f160w_drz,2017-08-24,HST,WFC3,F160W,-2.4999999999999e-05,-4.7019774032891e-38,-4.7019774032891e-38,2.49999999999999e-05,,,hst_12440_10_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12440_54_wfc3_ir_f160w/hst_12440_54_wfc3_ir_f160w_drz.fits,hst_12440_54_wfc3_ir_f160w_drz,2017-09-11,HST,WFC3,F160W,-2.5e-05,-1.5234406786656e-35,9.4039548065783e-38,2.50000000000009e-05,,,hst_12440_54_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12461_d1_wfc3_ir_f160w/hst_12461_d1_wfc3_ir_f160w_drz.fits,hst_12461_d1_wfc3_ir_f160w_drz,2017-09-10,HST,WFC3,F160W,-2.5e-05,-6.0937627146627e-35,3.76158192263132e-37,2.50000000000009e-05,,,hst_12461_d1_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12461_d4_wfc3_ir_f160w/hst_12461_d4_wfc3_ir_f160w_drz.fits,hst_12461_d4_wfc3_ir_f160w_drz,2017-09-09,HST,WFC3,F160W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05,,,hst_12461_d4_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12440_54_wfc3_ir_f125w/hst_12440_54_wfc3_ir_f125w_drz.fits,hst_12440_54_wfc3_ir_f125w_drz,2017-09-11,HST,WFC3,F125W,-2.5e-05,-1.5234406786656e-35,9.4039548065783e-38,2.50000000000009e-05,,,hst_12440_54_wfc3_ir_f125w_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12461_d1_wfc3_ir_f125w/hst_12461_d1_wfc3_ir_f125w_drz.fits,hst_12461_d1_wfc3_ir_f125w_drz,2017-09-10,HST,WFC3,F125W,-2.5e-05,-6.0937627146627e-35,3.76158192263132e-37,2.50000000000009e-05,,,hst_12461_d1_wfc3_ir_f125w_drz.fits,,,,,,,,,,,,,,,,,,,,,
carter,/astro/armin/bhoomika/pantheon_data_folder/carter/mastDownload/HLA/hst_12461_d4_wfc3_ir_f125w/hst_12461_d4_wfc3_ir_f125w_drz.fits,hst_12461_d4_wfc3_ir_f125w_drz,2017-09-09,HST,WFC3,F125W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05,,,hst_12461_d4_wfc3_ir_f125w_drz.fits,,,,,,,,,,,,,,,,,,,,,
SCP05D6,/astro/armin/bhoomika/pantheon_data_folder/SCP05D6/mastDownload/HST/hst_10496_o8_acs_wfc_f775w_j9epo8/hst_10496_o8_acs_wfc_f775w_j9epo8_drc.fits,hst_10496_o8_acs_wfc_f775w_j9epo8_drc,2024-11-07,HST,ACS,F775W,-1.3888888888888e-05,-3.1055179258803e-23,-1.3859312645266e-22,1.38888888888888e-05,,,hst_10496_o8_acs_wfc_f775w_j9epo8_drc.fits,,,,,,,,,,,,,,,,,,,,,
SCP05D6,/astro/armin/bhoomika/pantheon_data_folder/SCP05D6/mastDownload/HST/hst_10496_o7_acs_wfc_f775w_j9epo7/hst_10496_o7_acs_wfc_f775w_j9epo7_drc.fits,hst_10496_o7_acs_wfc_f775w_j9epo7_drc,2024-11-05,HST,ACS,F775W,-1.3888888888888e-05,9.3155445997595e-23,-1.5583996584599e-22,1.38888888888888e-05,,,hst_10496_o7_acs_wfc_f775w_j9epo7_drc.fits,,,,,,,,,,,,,,,,,,,,,
SCP05D6,/astro/armin/bhoomika/pantheon_data_folder/SCP05D6/mastDownload/HST/hst_10496_o6_acs_wfc_f775w_j9epo6/hst_10496_o6_acs_wfc_f775w_j9epo6_drc.fits,hst_10496_o6_acs_wfc_f775w_j9epo6_drc,2024-11-05,HST,ACS,F775W,-1.3888888888888e-05,9.92541265029788e-23,-1.0062865974907e-22,1.38888888888888e-05,,,hst_10496_o6_acs_wfc_f775w_j9epo6_drc.fits,,,,,,,,,,,,,,,,,,,,,
SCP05D6,/astro/armin/bhoomika/pantheon_data_folder/SCP05D6/mastDownload/HST/hst_10496_o5_acs_wfc_f775w_j9epo5/hst_10496_o5_acs_wfc_f775w_j9epo5_drc.fits,hst_10496_o5_acs_wfc_f775w_j9epo5_drc,2024-11-04,HST,ACS,F775W,-1.3888888888888e-05,-2.4194631429869e-22,2.48181027579078e-22,1.38888888888888e-05,,,hst_10496_o5_acs_wfc_f775w_j9epo5_drc.fits,,,,,,,,,,,,,,,,,,,,,
