SNID,filename,File_key,Date,Telescope,Instrument,Filter,CD1_1,CD1_2,CD2_1,CD2_2,B_P,Good_Bad
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12328_14_wfc3_ir_f140w_ibhm14/hst_12328_14_wfc3_ir_f140w_ibhm14_drz.fits,hst_12328_14_wfc3_ir_f140w_ibhm14_drz,2024-11-09,HST,WFC3,F140W,-3.56E-05,1.76E-26,2.53E-26,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_2p_wfc3_ir_f160w_ibew2p/hst_12064_2p_wfc3_ir_f160w_ibew2p_drz.fits,hst_12064_2p_wfc3_ir_f160w_ibew2p_drz,2024-11-08,HST,WFC3,F160W,-3.56E-05,3.34E-28,1.10E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_0r_wfc3_ir_f160w_ibew0r/hst_12064_0r_wfc3_ir_f160w_ibew0r_drz.fits,hst_12064_0r_wfc3_ir_f160w_ibew0r_drz,2024-11-08,HST,WFC3,F160W,-3.56E-05,4.45E-28,7.52E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12328_18_wfc3_ir_f140w_ibhm18/hst_12328_18_wfc3_ir_f140w_ibhm18_drz.fits,hst_12328_18_wfc3_ir_f140w_ibhm18_drz,2024-11-09,HST,WFC3,F140W,-3.56E-05,-1.26E-21,-1.82E-21,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_5p_wfc3_ir_f125w_ibew5p/hst_12064_5p_wfc3_ir_f125w_ibew5p_drz.fits,hst_12064_5p_wfc3_ir_f125w_ibew5p_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,-2.40E-22,-4.32E-22,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_1a_wfc3_ir_f160w_ibew1a/hst_12064_1a_wfc3_ir_f160w_ibew1a_drz.fits,hst_12064_1a_wfc3_ir_f160w_ibew1a_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,5.88E-28,9.34E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_5k_wfc3_ir_f125w_ibew5k/hst_12064_5k_wfc3_ir_f125w_ibew5k_drz.fits,hst_12064_5k_wfc3_ir_f125w_ibew5k_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,-3.29E-28,3.86E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_2j_wfc3_ir_f160w_ibew2j/hst_12064_2j_wfc3_ir_f160w_ibew2j_drz.fits,hst_12064_2j_wfc3_ir_f160w_ibew2j_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,7.65E-28,5.47E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_5j_wfc3_ir_f160w_ibew5j/hst_12064_5j_wfc3_ir_f160w_ibew5j_drz.fits,hst_12064_5j_wfc3_ir_f160w_ibew5j_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-6.93E-28,-5.21E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_2j_wfc3_ir_f125w_ibew2j/hst_12064_2j_wfc3_ir_f125w_ibew2j_drz.fits,hst_12064_2j_wfc3_ir_f125w_ibew2j_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,-6.69E-28,-4.28E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_5o_wfc3_ir_f125w_ibew5o/hst_12064_5o_wfc3_ir_f125w_ibew5o_drz.fits,hst_12064_5o_wfc3_ir_f125w_ibew5o_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,-4.74E-28,-4.28E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_2t_wfc3_ir_f160w_ibew2t/hst_12064_2t_wfc3_ir_f160w_ibew2t_drz.fits,hst_12064_2t_wfc3_ir_f160w_ibew2t_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,3.11E-28,1.12E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_2s_wfc3_ir_f160w_ibew2s/hst_12064_2s_wfc3_ir_f160w_ibew2s_drz.fits,hst_12064_2s_wfc3_ir_f160w_ibew2s_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,7.64E-28,7.45E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_0p_wfc3_ir_f160w_ibew0p/hst_12064_0p_wfc3_ir_f160w_ibew0p_drz.fits,hst_12064_0p_wfc3_ir_f160w_ibew0p_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-8.82E-28,-5.36E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_2k_wfc3_ir_f160w_ibew2k/hst_12064_2k_wfc3_ir_f160w_ibew2k_drz.fits,hst_12064_2k_wfc3_ir_f160w_ibew2k_drz,2024-11-08,HST,WFC3,F160W,-3.56E-05,9.75E-29,-6.39E-29,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12099_w4_wfc3_ir_f125w_ibfuw4/hst_12099_w4_wfc3_ir_f125w_ibfuw4_drz.fits,hst_12099_w4_wfc3_ir_f125w_ibfuw4_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,-1.26E-21,-1.30E-21,3.56E-05,P,T
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_5a_wfc3_ir_f160w_ibew5a/hst_12064_5a_wfc3_ir_f160w_ibew5a_drz.fits,hst_12064_5a_wfc3_ir_f160w_ibew5a_drz,2024-11-08,HST,WFC3,F160W,-3.56E-05,7.25E-28,9.37E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_0t_wfc3_ir_f160w_ibew0t/hst_12064_0t_wfc3_ir_f160w_ibew0t_drz.fits,hst_12064_0t_wfc3_ir_f160w_ibew0t_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-3.17E-28,2.77E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_5i_wfc3_ir_f160w_ibew5i/hst_12064_5i_wfc3_ir_f160w_ibew5i_drz.fits,hst_12064_5i_wfc3_ir_f160w_ibew5i_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-8.34E-23,2.04E-22,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12099_w9_wfc3_ir_f160w_ibfuw9/hst_12099_w9_wfc3_ir_f160w_ibfuw9_drz.fits,hst_12099_w9_wfc3_ir_f160w_ibfuw9_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.02E-21,-2.36E-21,3.56E-05,P,T
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_2l_wfc3_ir_f160w_ibew2l/hst_12064_2l_wfc3_ir_f160w_ibew2l_drz.fits,hst_12064_2l_wfc3_ir_f160w_ibew2l_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-2.53E-31,1.11E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_1c_wfc3_ir_f160w_ibew1c/hst_12064_1c_wfc3_ir_f160w_ibew1c_drz.fits,hst_12064_1c_wfc3_ir_f160w_ibew1c_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-5.56E-28,-4.11E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12328_03_wfc3_ir_f140w_ibhm03/hst_12328_03_wfc3_ir_f140w_ibhm03_drz.fits,hst_12328_03_wfc3_ir_f140w_ibhm03_drz,2024-11-09,HST,WFC3,F140W,-3.56E-05,9.94E-27,1.24E-27,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_5f_wfc3_ir_f160w_ibew5f/hst_12064_5f_wfc3_ir_f160w_ibew5f_drz.fits,hst_12064_5f_wfc3_ir_f160w_ibew5f_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,3.03E-22,-2.65E-22,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12099_w2_wfc3_ir_f160w_ibfuw2/hst_12099_w2_wfc3_ir_f160w_ibfuw2_drz.fits,hst_12099_w2_wfc3_ir_f160w_ibfuw2_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,2.07E-21,1.30E-21,3.56E-05,P,T
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12328_05_wfc3_ir_f140w_ibhm05/hst_12328_05_wfc3_ir_f140w_ibhm05_drz.fits,hst_12328_05_wfc3_ir_f140w_ibhm05_drz,2024-11-09,HST,WFC3,F140W,-3.56E-05,6.93E-22,1.65E-23,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_15363_42_wfc3_ir_f140w_idpq42/hst_15363_42_wfc3_ir_f140w_idpq42_drz.fits,hst_15363_42_wfc3_ir_f140w_idpq42_drz,2024-11-08,HST,WFC3,F140W,-3.56E-05,2.89E-23,2.24E-23,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_5c_wfc3_ir_f125w_ibew5c/hst_12064_5c_wfc3_ir_f125w_ibew5c_drz.fits,hst_12064_5c_wfc3_ir_f125w_ibew5c_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,-4.62E-28,-4.08E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12099_wd_wfc3_ir_f125w_ibfuwd/hst_12099_wd_wfc3_ir_f125w_ibfuwd_drz.fits,hst_12099_wd_wfc3_ir_f125w_ibfuwd_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,4.34E-22,1.24E-21,3.56E-05,P,T
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12099_w6_wfc3_ir_f125w_ibfuw6/hst_12099_w6_wfc3_ir_f125w_ibfuw6_drz.fits,hst_12099_w6_wfc3_ir_f125w_ibfuw6_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,-5.83E-22,-1.26E-23,3.56E-05,P,T
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_2s_wfc3_ir_f125w_ibew2s/hst_12064_2s_wfc3_ir_f125w_ibew2s_drz.fits,hst_12064_2s_wfc3_ir_f125w_ibew2s_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,2.77E-28,-6.00E-29,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_0w_wfc3_ir_f160w_ibew0w/hst_12064_0w_wfc3_ir_f160w_ibew0w_drz.fits,hst_12064_0w_wfc3_ir_f160w_ibew0w_drz,2024-11-08,HST,WFC3,F160W,-3.56E-05,3.21E-28,1.25E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_2g_wfc3_ir_f160w_ibew2g/hst_12064_2g_wfc3_ir_f160w_ibew2g_drz.fits,hst_12064_2g_wfc3_ir_f160w_ibew2g_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,2.95E-28,-6.72E-29,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_2i_wfc3_ir_f125w_ibew2i/hst_12064_2i_wfc3_ir_f125w_ibew2i_drz.fits,hst_12064_2i_wfc3_ir_f125w_ibew2i_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,1.32E-29,-3.62E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_2m_wfc3_ir_f125w_ibew2m/hst_12064_2m_wfc3_ir_f125w_ibew2m_drz.fits,hst_12064_2m_wfc3_ir_f125w_ibew2m_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,-2.73E-28,2.66E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_5h_wfc3_ir_f125w_ibew5h/hst_12064_5h_wfc3_ir_f125w_ibew5h_drz.fits,hst_12064_5h_wfc3_ir_f125w_ibew5h_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,5.40E-28,7.64E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_0n_wfc3_ir_f125w_ibew0n/hst_12064_0n_wfc3_ir_f125w_ibew0n_drz.fits,hst_12064_0n_wfc3_ir_f125w_ibew0n_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,4.03E-28,-5.69E-29,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_5s_wfc3_ir_f125w_ibew5s/hst_12064_5s_wfc3_ir_f125w_ibew5s_drz.fits,hst_12064_5s_wfc3_ir_f125w_ibew5s_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,-8.19E-28,-4.17E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_5v_wfc3_ir_f125w_ibew5v/hst_12064_5v_wfc3_ir_f125w_ibew5v_drz.fits,hst_12064_5v_wfc3_ir_f125w_ibew5v_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,-3.57E-28,2.75E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_2h_wfc3_ir_f160w_ibew2h/hst_12064_2h_wfc3_ir_f160w_ibew2h_drz.fits,hst_12064_2h_wfc3_ir_f160w_ibew2h_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,5.64E-28,9.15E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_2n_wfc3_ir_f160w_ibew2n/hst_12064_2n_wfc3_ir_f160w_ibew2n_drz.fits,hst_12064_2n_wfc3_ir_f160w_ibew2n_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.10E-27,-4.27E-28,3.56E-05,P,T
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_5t_wfc3_ir_f160w_ibew5t/hst_12064_5t_wfc3_ir_f160w_ibew5t_drz.fits,hst_12064_5t_wfc3_ir_f160w_ibew5t_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,6.87E-28,7.57E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_1a_wfc3_ir_f125w_ibew1a/hst_12064_1a_wfc3_ir_f125w_ibew1a_drz.fits,hst_12064_1a_wfc3_ir_f125w_ibew1a_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,3.96E-28,1.25E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_5a_wfc3_ir_f125w_ibew5a/hst_12064_5a_wfc3_ir_f125w_ibew5a_drz.fits,hst_12064_5a_wfc3_ir_f125w_ibew5a_drz,2024-11-08,HST,WFC3,F125W,-3.56E-05,3.53E-28,1.25E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_13002_03_wfc3_ir_f160w_ic0c03/hst_13002_03_wfc3_ir_f160w_ic0c03_drz.fits,hst_13002_03_wfc3_ir_f160w_ic0c03_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-8.50E-22,-5.12E-22,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_5j_wfc3_ir_f125w_ibew5j/hst_12064_5j_wfc3_ir_f125w_ibew5j_drz.fits,hst_12064_5j_wfc3_ir_f125w_ibew5j_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,-1.04E-27,-5.22E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_2i_wfc3_ir_f160w_ibew2i/hst_12064_2i_wfc3_ir_f160w_ibew2i_drz.fits,hst_12064_2i_wfc3_ir_f160w_ibew2i_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,2.06E-28,-3.61E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_2m_wfc3_ir_f160w_ibew2m/hst_12064_2m_wfc3_ir_f160w_ibew2m_drz.fits,hst_12064_2m_wfc3_ir_f160w_ibew2m_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,2.93E-28,-3.62E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12167_04_wfc3_ir_f160w_ibhg04/hst_12167_04_wfc3_ir_f160w_ibhg04_drz.fits,hst_12167_04_wfc3_ir_f160w_ibhg04_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,1.41E-21,-1.14E-21,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_0v_wfc3_ir_f125w_ibew0v/hst_12064_0v_wfc3_ir_f125w_ibew0v_drz.fits,hst_12064_0v_wfc3_ir_f125w_ibew0v_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,-1.25E-29,-5.14E-29,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12265_04_wfc3_ir_f125w_ibhi04/hst_12265_04_wfc3_ir_f125w_ibhi04_drz.fits,hst_12265_04_wfc3_ir_f125w_ibhi04_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,7.53E-22,-1.53E-22,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12328_01_wfc3_ir_f140w_ibhm01/hst_12328_01_wfc3_ir_f140w_ibhm01_drz.fits,hst_12328_01_wfc3_ir_f140w_ibhm01_drz,2024-11-09,HST,WFC3,F140W,-3.56E-05,-2.35E-27,4.50E-27,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_2u_wfc3_ir_f125w_ibew2u/hst_12064_2u_wfc3_ir_f125w_ibew2u_drz.fits,hst_12064_2u_wfc3_ir_f125w_ibew2u_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,-6.88E-28,-5.36E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_5v_wfc3_ir_f160w_ibew5v/hst_12064_5v_wfc3_ir_f160w_ibew5v_drz.fits,hst_12064_5v_wfc3_ir_f160w_ibew5v_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-6.10E-28,-5.29E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_5r_wfc3_ir_f125w_ibew5r/hst_12064_5r_wfc3_ir_f125w_ibew5r_drz.fits,hst_12064_5r_wfc3_ir_f125w_ibew5r_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,-6.43E-22,-5.22E-22,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_0o_wfc3_ir_f125w_ibew0o/hst_12064_0o_wfc3_ir_f125w_ibew0o_drz.fits,hst_12064_0o_wfc3_ir_f125w_ibew0o_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,2.30E-28,1.18E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_5u_wfc3_ir_f125w_ibew5u/hst_12064_5u_wfc3_ir_f125w_ibew5u_drz.fits,hst_12064_5u_wfc3_ir_f125w_ibew5u_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,-6.25E-23,-8.79E-24,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_0y_wfc3_ir_f160w_ibew0y/hst_12064_0y_wfc3_ir_f160w_ibew0y_drz.fits,hst_12064_0y_wfc3_ir_f160w_ibew0y_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-3.96E-28,3.98E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_5d_wfc3_ir_f160w_ibew5d/hst_12064_5d_wfc3_ir_f160w_ibew5d_drz.fits,hst_12064_5d_wfc3_ir_f160w_ibew5d_drz,2024-11-08,HST,WFC3,F160W,-3.56E-05,-2.85E-22,-5.29E-22,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_15363_36_wfc3_ir_f140w_idpq36/hst_15363_36_wfc3_ir_f140w_idpq36_drz.fits,hst_15363_36_wfc3_ir_f140w_idpq36_drz,2024-11-09,HST,WFC3,F140W,-3.56E-05,2.22E-22,-1.41E-22,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_2f_wfc3_ir_f125w_ibew2f/hst_12064_2f_wfc3_ir_f125w_ibew2f_drz.fits,hst_12064_2f_wfc3_ir_f125w_ibew2f_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,6.89E-28,5.47E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12328_06_wfc3_ir_f140w_ibhm06/hst_12328_06_wfc3_ir_f140w_ibhm06_drz.fits,hst_12328_06_wfc3_ir_f140w_ibhm06_drz,2024-11-08,HST,WFC3,F140W,-3.56E-05,2.00E-21,1.08E-21,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_2r_wfc3_ir_f160w_ibew2r/hst_12064_2r_wfc3_ir_f160w_ibew2r_drz.fits,hst_12064_2r_wfc3_ir_f160w_ibew2r_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-7.04E-28,-4.24E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12099_wb_wfc3_ir_f125w_ibfuwb/hst_12099_wb_wfc3_ir_f125w_ibfuwb_drz.fits,hst_12099_wb_wfc3_ir_f125w_ibfuwb_drz,2024-11-08,HST,WFC3,F125W,-3.56E-05,1.87E-21,2.51E-21,3.56E-05,P,T
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12099_w9_wfc3_ir_f125w_ibfuw9/hst_12099_w9_wfc3_ir_f125w_ibfuw9_drz.fits,hst_12099_w9_wfc3_ir_f125w_ibfuw9_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,-1.27E-21,-1.90E-21,3.56E-05,P,T
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_1c_wfc3_ir_f125w_ibew1c/hst_12064_1c_wfc3_ir_f125w_ibew1c_drz.fits,hst_12064_1c_wfc3_ir_f125w_ibew1c_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,-6.20E-28,-4.12E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_2u_wfc3_ir_f160w_ibew2u/hst_12064_2u_wfc3_ir_f160w_ibew2u_drz.fits,hst_12064_2u_wfc3_ir_f160w_ibew2u_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.03E-27,-5.38E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_5g_wfc3_ir_f160w_ibew5g/hst_12064_5g_wfc3_ir_f160w_ibew5g_drz.fits,hst_12064_5g_wfc3_ir_f160w_ibew5g_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,3.39E-28,-4.02E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_5n_wfc3_ir_f125w_ibew5n/hst_12064_5n_wfc3_ir_f125w_ibew5n_drz.fits,hst_12064_5n_wfc3_ir_f125w_ibew5n_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,-4.61E-28,-5.37E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_5t_wfc3_ir_f125w_ibew5t/hst_12064_5t_wfc3_ir_f125w_ibew5t_drz.fits,hst_12064_5t_wfc3_ir_f125w_ibew5t_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,7.67E-28,7.53E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_0m_wfc3_ir_f160w_ibew0m/hst_12064_0m_wfc3_ir_f160w_ibew0m_drz.fits,hst_12064_0m_wfc3_ir_f160w_ibew0m_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-7.61E-28,-4.21E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_5k_wfc3_ir_f160w_ibew5k/hst_12064_5k_wfc3_ir_f160w_ibew5k_drz.fits,hst_12064_5k_wfc3_ir_f160w_ibew5k_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-7.11E-28,-4.18E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12265_51_wfc3_ir_f125w_ibhi51/hst_12265_51_wfc3_ir_f125w_ibhi51_drz.fits,hst_12265_51_wfc3_ir_f125w_ibhi51_drz,2024-11-09,HST,WFC3,F125W,-3.56E-05,2.79E-21,1.95E-21,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_2q_wfc3_ir_f160w_ibew2q/hst_12064_2q_wfc3_ir_f160w_ibew2q_drz.fits,hst_12064_2q_wfc3_ir_f160w_ibew2q_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-5.88E-28,-5.39E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_0s_wfc3_ir_f160w_ibew0s/hst_12064_0s_wfc3_ir_f160w_ibew0s_drz.fits,hst_12064_0s_wfc3_ir_f160w_ibew0s_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,7.75E-29,1.19E-28,3.56E-05,P,F
wilson,/astro/armin/bhoomika/pantheon_data_folder/wilson/mastDownload/HST/hst_12064_5s_wfc3_ir_f160w_ibew5s/hst_12064_5s_wfc3_ir_f160w_ibew5s_drz.fits,hst_12064_5s_wfc3_ir_f160w_ibew5s_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-9.49E-28,-4.16E-28,3.56E-05,P,F
