SNID,filename,File_key,Date,Telescope,Instrument,Filter,CD1_1,CD1_2,CD2_1,CD2_2,B_P,Good_Bad
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12444_6e_wfc3_ir_f160w/hst_12444_6e_wfc3_ir_f160w_drz.fits,hst_12444_6e_wfc3_ir_f160w_drz,2017-08-18,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,P,nan
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12443_3g_wfc3_ir_f125w/hst_12443_3g_wfc3_ir_f125w_drz.fits,hst_12443_3g_wfc3_ir_f125w_drz,2017-08-24,HST,WFC3,F125W,-2.50E-05,0,0,2.50E-05,P,nan
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12442_cb_wfc3_ir_f105w/hst_12442_cb_wfc3_ir_f105w_drz.fits,hst_12442_cb_wfc3_ir_f105w_drz,2017-10-08,HST,WFC3,F105W,-2.50E-05,0,0,2.50E-05,P,nan
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12445_7f_wfc3_ir_f125w/hst_12445_7f_wfc3_ir_f125w_drz.fits,hst_12445_7f_wfc3_ir_f125w_drz,2017-09-11,HST,WFC3,F125W,-2.50E-05,0,0,2.50E-05,P,nan
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12443_2m_wfc3_ir_f125w/hst_12443_2m_wfc3_ir_f125w_drz.fits,hst_12443_2m_wfc3_ir_f125w_drz,2017-08-24,HST,WFC3,F125W,-2.50E-05,0,0,2.50E-05,P,nan
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_9583_d2_acs_wfc_f775w/hst_9583_d2_acs_wfc_f775w_drz.fits,hst_9583_d2_acs_wfc_f775w_drz,2017-08-23,HST,ACS,,-1.39E-05,4.78E-38,1.84E-40,1.39E-05,P,nan
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12445_7l_wfc3_ir_f160w/hst_12445_7l_wfc3_ir_f160w_drz.fits,hst_12445_7l_wfc3_ir_f160w_drz,2017-08-24,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,P,nan
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12445_7g_wfc3_ir_f160w/hst_12445_7g_wfc3_ir_f160w_drz.fits,hst_12445_7g_wfc3_ir_f160w_drz,2017-09-10,HST,WFC3,F160W,-2.50E-05,-1.43E-42,-1.43E-42,2.50E-05,P,nan
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12445_aj_wfc3_ir_f125w/hst_12445_aj_wfc3_ir_f125w_drz.fits,hst_12445_aj_wfc3_ir_f125w_drz,2017-09-03,HST,WFC3,F125W,-2.50E-05,-9.40E-38,-9.40E-38,2.50E-05,P,nan
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12443_3h_wfc3_ir_f160w/hst_12443_3h_wfc3_ir_f160w_drz.fits,hst_12443_3h_wfc3_ir_f160w_drz,2017-09-10,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,P,nan
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12442_bc_wfc3_ir_f105w/hst_12442_bc_wfc3_ir_f105w_drz.fits,hst_12442_bc_wfc3_ir_f105w_drz,2017-10-21,HST,WFC3,F105W,-2.50E-05,0,0,2.50E-05,P,nan
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12445_9j_wfc3_ir_f160w/hst_12445_9j_wfc3_ir_f160w_drz.fits,hst_12445_9j_wfc3_ir_f160w_drz,2017-08-15,HST,WFC3,F160W,-2.50E-05,1.88E-37,1.88E-37,2.50E-05,P,nan
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12445_7g_wfc3_ir_f125w/hst_12445_7g_wfc3_ir_f125w_drz.fits,hst_12445_7g_wfc3_ir_f125w_drz,2017-09-10,HST,WFC3,F125W,-2.50E-05,-1.43E-42,-1.43E-42,2.50E-05,P,nan
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12445_8k_wfc3_ir_f125w/hst_12445_8k_wfc3_ir_f125w_drz.fits,hst_12445_8k_wfc3_ir_f125w_drz,2017-08-14,HST,WFC3,F125W,-2.50E-05,0,0,2.50E-05,P,nan
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_9583_g4_acs_wfc_f775w/hst_9583_g4_acs_wfc_f775w_drz.fits,hst_9583_g4_acs_wfc_f775w_drz,2017-08-28,HST,ACS,,-1.39E-05,0,0,1.39E-05,P,nan
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12444_6i_wfc3_ir_f160w/hst_12444_6i_wfc3_ir_f160w_drz.fits,hst_12444_6i_wfc3_ir_f160w_drz,2017-08-18,HST,WFC3,F160W,-2.50E-05,1.88E-37,1.88E-37,2.50E-05,P,nan
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12443_6k_wfc3_ir_f160w/hst_12443_6k_wfc3_ir_f160w_drz.fits,hst_12443_6k_wfc3_ir_f160w_drz,2017-08-21,HST,WFC3,F160W,-2.50E-05,1.88E-37,1.88E-37,2.50E-05,P,nan
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12443_2m_wfc3_ir_f160w/hst_12443_2m_wfc3_ir_f160w_drz.fits,hst_12443_2m_wfc3_ir_f160w_drz,2017-08-24,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,P,nan
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12443_3k_wfc3_ir_f125w/hst_12443_3k_wfc3_ir_f125w_drz.fits,hst_12443_3k_wfc3_ir_f125w_drz,2017-09-10,HST,WFC3,F125W,-2.50E-05,0,0,2.50E-05,P,nan
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12444_4e_wfc3_ir_f160w/hst_12444_4e_wfc3_ir_f160w_drz.fits,hst_12444_4e_wfc3_ir_f160w_drz,2017-08-15,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,P,nan
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12444_5i_wfc3_ir_f125w/hst_12444_5i_wfc3_ir_f125w_drz.fits,hst_12444_5i_wfc3_ir_f125w_drz,2017-09-10,HST,WFC3,F125W,-2.50E-05,0,0,2.50E-05,P,nan
Ramone,/astro/armin/bhoomika/pantheon_data_folder/Ramone/mastDownload/HLA/hst_12443_3j_wfc3_ir_f160w/hst_12443_3j_wfc3_ir_f160w_drz.fits,hst_12443_3j_wfc3_ir_f160w_drz,2017-08-30,HST,WFC3,F160W,-2.50E-05,1.88E-37,1.88E-37,2.50E-05,P,nan
SCP06C0,/astro/armin/bhoomika/pantheon_data_folder/SCP06C0/mastDownload/HST/hst_10496_c1_acs_wfc_f775w_j9epc1/hst_10496_c1_acs_wfc_f775w_j9epc1_drc.fits,hst_10496_c1_acs_wfc_f775w_j9epc1_drc,2024-11-01,HST,ACS,F775W,-1.39E-05,1.21E-22,-3.16E-22,1.39E-05,P,F
SCP06C0,/astro/armin/bhoomika/pantheon_data_folder/SCP06C0/mastDownload/HST/hst_12051_01_wfc3_ir_f125w_ibe001/hst_12051_01_wfc3_ir_f125w_ibe001_drz.fits,hst_12051_01_wfc3_ir_f125w_ibe001_drz,2024-11-08,HST,WFC3,F125W,-3.56E-05,-7.52E-22,-2.15E-22,3.56E-05,P,T
SCP06C0,/astro/armin/bhoomika/pantheon_data_folder/SCP06C0/mastDownload/HST/hst_12051_01_wfc3_ir_f110w_ibe001/hst_12051_01_wfc3_ir_f110w_ibe001_drz.fits,hst_12051_01_wfc3_ir_f110w_ibe001_drz,2024-11-08,HST,WFC3,F110W,-3.56E-05,8.68E-22,1.38E-21,3.56E-05,P,T
SCP06C0,/astro/armin/bhoomika/pantheon_data_folder/SCP06C0/mastDownload/HST/hst_12051_01_wfc3_ir_f160w_ibe001/hst_12051_01_wfc3_ir_f160w_ibe001_drz.fits,hst_12051_01_wfc3_ir_f160w_ibe001_drz,2024-11-08,HST,WFC3,F160W,-3.56E-05,1.67E-21,1.39E-21,3.56E-05,P,T
SCP06C0,/astro/armin/bhoomika/pantheon_data_folder/SCP06C0/mastDownload/HST/hst_10496_c4_acs_wfc_f775w_j9epc4/hst_10496_c4_acs_wfc_f775w_j9epc4_drc.fits,hst_10496_c4_acs_wfc_f775w_j9epc4_drc,2024-11-02,HST,ACS,F775W,-1.39E-05,4.00E-22,-2.66E-22,1.39E-05,P,F
SCP06C0,/astro/armin/bhoomika/pantheon_data_folder/SCP06C0/mastDownload/HST/hst_10496_c7_acs_wfc_f775w_j9epc7/hst_10496_c7_acs_wfc_f775w_j9epc7_drc.fits,hst_10496_c7_acs_wfc_f775w_j9epc7_drc,2024-11-07,HST,ACS,F775W,-1.39E-05,9.17E-23,-3.35E-23,1.39E-05,P,F
SCP06C0,/astro/armin/bhoomika/pantheon_data_folder/SCP06C0/mastDownload/HST/hst_10496_c5_acs_wfc_f775w_j9epc5/hst_10496_c5_acs_wfc_f775w_j9epc5_drc.fits,hst_10496_c5_acs_wfc_f775w_j9epc5_drc,2024-11-04,HST,ACS,F775W,-1.39E-05,2.42E-22,3.86E-22,1.39E-05,P,F
SCP06C0,/astro/armin/bhoomika/pantheon_data_folder/SCP06C0/mastDownload/HST/hst_12051_01_wfc3_ir_f105w_ibe001/hst_12051_01_wfc3_ir_f105w_ibe001_drz.fits,hst_12051_01_wfc3_ir_f105w_ibe001_drz,2024-11-08,HST,WFC3,F105W,-3.56E-05,-1.13E-21,-1.48E-21,3.56E-05,P,T
SCP06C0,/astro/armin/bhoomika/pantheon_data_folder/SCP06C0/mastDownload/HST/hst_10496_c3_acs_wfc_f775w_j9epc3/hst_10496_c3_acs_wfc_f775w_j9epc3_drc.fits,hst_10496_c3_acs_wfc_f775w_j9epc3_drc,2024-11-02,HST,ACS,F775W,-1.39E-05,-2.49E-22,5.41E-23,1.39E-05,P,F
SCP06C0,/astro/armin/bhoomika/pantheon_data_folder/SCP06C0/mastDownload/HST/hst_10496_c2_acs_wfc_f775w_j9epc2/hst_10496_c2_acs_wfc_f775w_j9epc2_drc.fits,hst_10496_c2_acs_wfc_f775w_j9epc2_drc,2024-11-07,HST,ACS,F775W,-1.39E-05,-6.60E-22,-4.77E-22,1.39E-05,P,F
SCP06C0,/astro/armin/bhoomika/pantheon_data_folder/SCP06C0/mastDownload/HST/hst_10496_c6_acs_wfc_f775w_j9epc6/hst_10496_c6_acs_wfc_f775w_j9epc6_drc.fits,hst_10496_c6_acs_wfc_f775w_j9epc6_drc,2024-11-05,HST,ACS,F775W,-1.39E-05,-6.07E-22,-7.85E-22,1.39E-05,P,F
SCP06C0,/astro/armin/bhoomika/pantheon_data_folder/SCP06C0/mastDownload/HST/hst_10496_ca_acs_wfc_f775w_j9epca/hst_10496_ca_acs_wfc_f775w_j9epca_drc.fits,hst_10496_ca_acs_wfc_f775w_j9epca_drc,2024-11-02,HST,ACS,F775W,-1.39E-05,-1.11E-22,1.01E-22,1.39E-05,P,T
SCP06C0,/astro/armin/bhoomika/pantheon_data_folder/SCP06C0/mastDownload/HLA/hst_mos_0023680_wfc3_ir_f160w/hst_mos_0023680_wfc3_ir_f160w_drz.fits,hst_mos_0023680_wfc3_ir_f160w_drz,2017-10-19,HST,WFC3,F160W,-1.11E-05,-8.47E-22,-8.47E-22,1.11E-05,P,nan
SCP06C0,/astro/armin/bhoomika/pantheon_data_folder/SCP06C0/mastDownload/HLA/hst_mos_0023680_wfc3_ir_f125w/hst_mos_0023680_wfc3_ir_f125w_drz.fits,hst_mos_0023680_wfc3_ir_f125w_drz,2017-10-19,HST,WFC3,F125W,-1.11E-05,-8.47E-22,-8.47E-22,1.11E-05,P,nan
SCP06C0,/astro/armin/bhoomika/pantheon_data_folder/SCP06C0/mastDownload/HLA/hst_mos_0023680_wfc3_ir_f110w/hst_mos_0023680_wfc3_ir_f110w_drz.fits,hst_mos_0023680_wfc3_ir_f110w_drz,2017-10-19,HST,WFC3,F110W,-1.11E-05,-8.47E-22,-8.47E-22,1.11E-05,P,nan
SCP06C0,/astro/armin/bhoomika/pantheon_data_folder/SCP06C0/mastDownload/HLA/hst_12051_01_wfc3_ir_f105w/hst_12051_01_wfc3_ir_f105w_drz.fits,hst_12051_01_wfc3_ir_f105w_drz,2017-08-17,HST,WFC3,F105W,-2.50E-05,0,0,2.50E-05,P,nan
SCP06C0,/astro/armin/bhoomika/pantheon_data_folder/SCP06C0/mastDownload/HLA/hst_mos_0023680_wfc3_ir_f105w/hst_mos_0023680_wfc3_ir_f105w_drz.fits,hst_mos_0023680_wfc3_ir_f105w_drz,2017-10-19,HST,WFC3,F105W,-1.11E-05,-8.47E-22,-8.47E-22,1.11E-05,P,nan
SCP06C0,/astro/armin/bhoomika/pantheon_data_folder/SCP06C0/mastDownload/HLA/hst_12051_01_wfc3_ir_f125w/hst_12051_01_wfc3_ir_f125w_drz.fits,hst_12051_01_wfc3_ir_f125w_drz,2017-08-17,HST,WFC3,F125W,-2.50E-05,0,0,2.50E-05,P,nan
SCP06C0,/astro/armin/bhoomika/pantheon_data_folder/SCP06C0/mastDownload/HLA/hst_12051_01_wfc3_ir_f160w/hst_12051_01_wfc3_ir_f160w_drz.fits,hst_12051_01_wfc3_ir_f160w_drz,2017-08-17,HST,WFC3,F160W,-2.50E-05,0,0,2.50E-05,P,nan
SCP06C0,/astro/armin/bhoomika/pantheon_data_folder/SCP06C0/mastDownload/HLA/hst_12051_01_wfc3_ir_f110w/hst_12051_01_wfc3_ir_f110w_drz.fits,hst_12051_01_wfc3_ir_f110w_drz,2017-08-17,HST,WFC3,F110W,-2.50E-05,0,0,2.50E-05,P,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_13657_09_wfc3_ir_f160w_icor09/hst_13657_09_wfc3_ir_f160w_icor09_drz.fits,hst_13657_09_wfc3_ir_f160w_icor09_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.91E-23,5.97E-22,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_16684_63_wfc3_ir_f160w_ienn63/hst_16684_63_wfc3_ir_f160w_ienn63_drz.fits,hst_16684_63_wfc3_ir_f160w_ienn63_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,5.26E-22,-3.98E-22,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_16684_15_wfc3_ir_f160w_ienn15/hst_16684_15_wfc3_ir_f160w_ienn15_drz.fits,hst_16684_15_wfc3_ir_f160w_ienn15_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-7.61E-22,8.29E-22,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_16684_65_wfc3_ir_f160w_ienn65/hst_16684_65_wfc3_ir_f160w_ienn65_drz.fits,hst_16684_65_wfc3_ir_f160w_ienn65_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,2.97E-22,-3.14E-22,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_16259_9w_wfc3_ir_f160w_iedw9w/hst_16259_9w_wfc3_ir_f160w_iedw9w_drz.fits,hst_16259_9w_wfc3_ir_f160w_iedw9w_drz,2024-01-12,HST,WFC3,F160W,-3.56E-05,1.69E-21,1.69E-21,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_16259_9t_wfc3_ir_f160w_iedw9t/hst_16259_9t_wfc3_ir_f160w_iedw9t_drz.fits,hst_16259_9t_wfc3_ir_f160w_iedw9t_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.06E-21,-1.29E-21,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_12578_08_wfc3_ir_f160w_ibra08/hst_12578_08_wfc3_ir_f160w_ibra08_drz.fits,hst_12578_08_wfc3_ir_f160w_ibra08_drz,2024-11-08,HST,WFC3,F160W,-3.56E-05,-8.24E-22,-2.54E-22,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_16259_9v_wfc3_ir_f160w_iedw9v/hst_16259_9v_wfc3_ir_f160w_iedw9v_drz.fits,hst_16259_9v_wfc3_ir_f160w_iedw9v_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,1.64E-21,8.94E-22,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_16684_08_wfc3_ir_f160w_ienn08/hst_16684_08_wfc3_ir_f160w_ienn08_drz.fits,hst_16684_08_wfc3_ir_f160w_ienn08_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,6.29E-22,-1.94E-22,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_13868_24_wfc3_ir_f160w_icp924/hst_13868_24_wfc3_ir_f160w_icp924_drz.fits,hst_13868_24_wfc3_ir_f160w_icp924_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-6.75E-22,1.43E-21,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_13641_09_wfc3_ir_f160w_icow09/hst_13641_09_wfc3_ir_f160w_icow09_drz.fits,hst_13641_09_wfc3_ir_f160w_icow09_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,5.01E-22,-1.43E-23,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_16684_05_wfc3_ir_f160w_ienn05/hst_16684_05_wfc3_ir_f160w_ienn05_drz.fits,hst_16684_05_wfc3_ir_f160w_ienn05_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,5.31E-22,-2.68E-22,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_14721_05_wfc3_ir_f160w_id6p05/hst_14721_05_wfc3_ir_f160w_id6p05_drz.fits,hst_14721_05_wfc3_ir_f160w_id6p05_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-2.77E-22,-4.32E-22,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_16684_16_wfc3_ir_f160w_ienn16/hst_16684_16_wfc3_ir_f160w_ienn16_drz.fits,hst_16684_16_wfc3_ir_f160w_ienn16_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,9.21E-22,1.65E-21,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_13641_01_wfc3_ir_f160w_icow01/hst_13641_01_wfc3_ir_f160w_icow01_drz.fits,hst_13641_01_wfc3_ir_f160w_icow01_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-7.49E-22,-2.21E-23,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_16684_13_wfc3_ir_f160w_ienn13/hst_16684_13_wfc3_ir_f160w_ienn13_drz.fits,hst_16684_13_wfc3_ir_f160w_ienn13_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.04E-21,-9.37E-22,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_16259_9s_wfc3_ir_f160w_iedw9s/hst_16259_9s_wfc3_ir_f160w_iedw9s_drz.fits,hst_16259_9s_wfc3_ir_f160w_iedw9s_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,2.02E-22,-7.95E-22,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_13641_07_wfc3_ir_f160w_icow07/hst_13641_07_wfc3_ir_f160w_icow07_drz.fits,hst_13641_07_wfc3_ir_f160w_icow07_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,7.65E-22,5.42E-22,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_13868_22_wfc3_ir_f160w_icp922/hst_13868_22_wfc3_ir_f160w_icp922_drz.fits,hst_13868_22_wfc3_ir_f160w_icp922_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,4.94E-22,6.23E-22,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_16684_06_wfc3_ir_f160w_ienn06/hst_16684_06_wfc3_ir_f160w_ienn06_drz.fits,hst_16684_06_wfc3_ir_f160w_ienn06_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,5.80E-23,4.58E-22,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_17226_08_wfc3_ir_f160w_iey008/hst_17226_08_wfc3_ir_f160w_iey008_drz.fits,hst_17226_08_wfc3_ir_f160w_iey008_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.34E-21,-1.03E-21,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_14721_04_wfc3_ir_f160w_id6p04/hst_14721_04_wfc3_ir_f160w_id6p04_drz.fits,hst_14721_04_wfc3_ir_f160w_id6p04_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-7.85E-22,5.16E-22,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_13868_21_wfc3_ir_f160w_icp921/hst_13868_21_wfc3_ir_f160w_icp921_drz.fits,hst_13868_21_wfc3_ir_f160w_icp921_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.44E-21,-1.70E-21,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_12578_10_wfc3_ir_f160w_ibra10/hst_12578_10_wfc3_ir_f160w_ibra10_drz.fits,hst_12578_10_wfc3_ir_f160w_ibra10_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-7.93E-22,1.78E-22,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_16684_09_wfc3_ir_f160w_ienn09/hst_16684_09_wfc3_ir_f160w_ienn09_drz.fits,hst_16684_09_wfc3_ir_f160w_ienn09_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.17E-21,-9.29E-22,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_15229_02_wfc3_ir_f160w_idk102/hst_15229_02_wfc3_ir_f160w_idk102_drz.fits,hst_15229_02_wfc3_ir_f160w_idk102_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.42E-21,-1.32E-21,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_16684_14_wfc3_ir_f160w_ienn14/hst_16684_14_wfc3_ir_f160w_ienn14_drz.fits,hst_16684_14_wfc3_ir_f160w_ienn14_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-2.52E-21,-9.43E-22,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_16684_17_wfc3_ir_f160w_ienn17/hst_16684_17_wfc3_ir_f160w_ienn17_drz.fits,hst_16684_17_wfc3_ir_f160w_ienn17_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,6.02E-22,5.90E-22,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_13657_19_wfc3_ir_f160w_icor19/hst_13657_19_wfc3_ir_f160w_icor19_drz.fits,hst_13657_19_wfc3_ir_f160w_icor19_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-2.83E-21,-2.73E-21,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_12167_03_wfc3_ir_f160w_ibhg03/hst_12167_03_wfc3_ir_f160w_ibhg03_drz.fits,hst_12167_03_wfc3_ir_f160w_ibhg03_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,1.93E-21,3.45E-21,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_16259_9u_wfc3_ir_f160w_iedw9u/hst_16259_9u_wfc3_ir_f160w_iedw9u_drz.fits,hst_16259_9u_wfc3_ir_f160w_iedw9u_drz,2024-01-12,HST,WFC3,F160W,-3.56E-05,0,0,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_16684_07_wfc3_ir_f160w_ienn07/hst_16684_07_wfc3_ir_f160w_ienn07_drz.fits,hst_16684_07_wfc3_ir_f160w_ienn07_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.04E-21,-2.01E-21,3.56E-05,nan,nan
05D2ci,/astro/armin/bhoomika/pantheon_data_folder/05D2ci/mastDownload/HST/hst_16684_66_wfc3_ir_f160w_ienn66/hst_16684_66_wfc3_ir_f160w_ienn66_drz.fits,hst_16684_66_wfc3_ir_f160w_ienn66_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.11E-21,-1.91E-21,3.56E-05,nan,nan
2000E,/astro/armin/bhoomika/pantheon_data_folder/2000E/mastDownload/HST/hst_17731_08_wfc3_uvis_f625w_ifgl08/hst_17731_08_wfc3_uvis_f625w_ifgl08_drc.fits,hst_17731_08_wfc3_uvis_f625w_ifgl08_drc,2025-03-14,HST,WFC3,F625W,-1.10E-05,0,0,1.10E-05,B,F
2000E,/astro/armin/bhoomika/pantheon_data_folder/2000E/mastDownload/HST/hst_14095_0q_wfc3_ir_f110w_icvz0q/hst_14095_0q_wfc3_ir_f110w_icvz0q_drz.fits,hst_14095_0q_wfc3_ir_f110w_icvz0q_drz,2024-11-09,HST,WFC3,F110W,-3.56E-05,-2.91E-22,3.50E-22,3.56E-05,B,F
2000E,/astro/armin/bhoomika/pantheon_data_folder/2000E/mastDownload/HST/hst_14095_0q_wfc3_ir_f128n_icvz0q/hst_14095_0q_wfc3_ir_f128n_icvz0q_drz.fits,hst_14095_0q_wfc3_ir_f128n_icvz0q_drz,2024-11-09,HST,WFC3,F128N,-3.56E-05,-2.90E-22,3.41E-22,3.56E-05,B,F
04D2mh,/astro/armin/bhoomika/pantheon_data_folder/04D2mh/mastDownload/HST/hst_13657_09_wfc3_ir_f160w_icor09/hst_13657_09_wfc3_ir_f160w_icor09_drz.fits,hst_13657_09_wfc3_ir_f160w_icor09_drz,2024-11-09,HST,WFC3,F160W,-3.56E-05,-1.91E-23,5.97E-22,3.56E-05,P,F
